Symbol,Company Name,TotalIssuedShares,PromoterHoldingShares,PromoterHoldingPctTotal,PromoterEncumberedShares,PromoterEncumberedPctPromoter,PromoterEncumberedPctTotal,PromoterEncumberedValueCr,PromoterDisclosure,DepositoryPledgedShares,TotalDematShares,DepositoryPledgePctDemat,DepositoryPledgedValueCr,SourceURL,RetrievedAt,Status
OBCL,,,,,,,,,,,,,,https://www.nseindia.com/get-quotes/equity?symbol=OBCL,2026-09-17T03:39:15.898665+00:00,NO_NSE_NAVIGATION
CHEMBONDCH,,,,,,,,,,,,,,https://www.nseindia.com/get-quotes/equity?symbol=CHEMBONDCH,2026-09-17T03:39:32.338065+00:00,NO_NSE_NAVIGATION
CHEMBOND,,,,,,,,,,,,,,https://www.nseindia.com/get-quotes/equity?symbol=CHEMBOND,2026-09-17T03:39:48.872919+00:00,NO_NSE_NAVIGATION
STEL,,,,,,,,,,,,,,https://www.nseindia.com/get-quotes/equity?symbol=STEL,2026-09-17T03:40:05.502864+00:00,NO_NSE_NAVIGATION
PLASTIBLEN,,,,,,,,,,,,,,https://www.nseindia.com/get-quotes/equity?symbol=PLASTIBLEN,2026-09-17T03:40:22.051533+00:00,NO_NSE_NAVIGATION
PNGSREVA,,,,,,,,,,,,,,https://www.nseindia.com/get-quotes/equity?symbol=PNGSREVA,2026-09-17T03:40:38.765803+00:00,NO_NSE_NAVIGATION
NPST,,,,,,,,,,,,,,https://www.nseindia.com/get-quotes/equity?symbol=NPST,2026-09-17T03:40:54.913251+00:00,NO_NSE_NAVIGATION
ASAHISONG,,,,,,,,,,,,,,https://www.nseindia.com/get-quotes/equity?symbol=ASAHISONG,2026-09-17T03:41:11.217457+00:00,NO_NSE_NAVIGATION
MAHSEAMLES,,,,,,,,,,,,,,https://www.nseindia.com/get-quotes/equity?symbol=MAHSEAMLES,2026-09-17T03:41:27.662993+00:00,NO_NSE_NAVIGATION
UYFINCORP,,,,,,,,,,,,,,https://www.nseindia.com/get-quotes/equity?symbol=UYFINCORP,2026-09-17T03:41:43.617016+00:00,NO_NSE_NAVIGATION
PREMIERPOL,,,,,,,,,,,,,,https://www.nseindia.com/get-quotes/equity?symbol=PREMIERPOL,2026-09-17T03:42:00.172899+00:00,NO_NSE_NAVIGATION
KABRAEXTRU,,,,,,,,,,,,,,https://www.nseindia.com/get-quotes/equity?symbol=KABRAEXTRU,2026-09-17T03:42:16.414237+00:00,NO_NSE_NAVIGATION
SILVERTUC,,,,,,,,,,,,,,https://www.nseindia.com/get-quotes/equity?symbol=SILVERTUC,2026-09-17T03:42:32.578605+00:00,NO_NSE_NAVIGATION
GANESHCP,,,,,,,,,,,,,,https://www.nseindia.com/get-quotes/equity?symbol=GANESHCP,2026-09-17T03:42:48.800991+00:00,NO_NSE_NAVIGATION
AVONMORE,,,,,,,,,,,,,,https://www.nseindia.com/get-quotes/equity?symbol=AVONMORE,2026-09-17T03:43:04.671235+00:00,NO_NSE_NAVIGATION
NRL,,,,,,,,,,,,,,https://www.nseindia.com/get-quotes/equity?symbol=NRL,2026-09-17T03:43:20.645181+00:00,NO_NSE_NAVIGATION
TAINWALCHM,,,,,,,,,,,,,,https://www.nseindia.com/get-quotes/equity?symbol=TAINWALCHM,2026-09-17T03:43:37.025998+00:00,NO_NSE_NAVIGATION
EIEL,,,,,,,,,,,,,,https://www.nseindia.com/get-quotes/equity?symbol=EIEL,2026-09-17T03:43:53.136230+00:00,NO_NSE_NAVIGATION
BERGEPAINT,,,,,,,,,,,,,,https://www.nseindia.com/get-quotes/equity?symbol=BERGEPAINT,2026-09-17T03:44:08.980280+00:00,NO_NSE_NAVIGATION
SINCLAIR,,,,,,,,,,,,,,https://www.nseindia.com/get-quotes/equity?symbol=SINCLAIR,2026-09-17T03:44:24.929668+00:00,NO_NSE_NAVIGATION
MANINFRA,,,,,,,,,,,,,,https://www.nseindia.com/get-quotes/equity?symbol=MANINFRA,2026-09-17T03:44:40.808278+00:00,NO_NSE_NAVIGATION
SENCO,,,,,,,,,,,,,,https://www.nseindia.com/get-quotes/equity?symbol=SENCO,2026-09-17T03:44:57.632357+00:00,NO_NSE_NAVIGATION
ARSSBL,,,,,,,,,,,,,,https://www.nseindia.com/get-quotes/equity?symbol=ARSSBL,2026-09-17T03:45:13.778171+00:00,NO_NSE_NAVIGATION
TRUALT,,,,,,,,,,,,,,https://www.nseindia.com/get-quotes/equity?symbol=TRUALT,2026-09-17T03:45:29.629875+00:00,NO_NSE_NAVIGATION
SGIL,,,,,,,,,,,,,,https://www.nseindia.com/get-quotes/equity?symbol=SGIL,2026-09-17T03:45:45.559324+00:00,NO_NSE_NAVIGATION
PGHH,,,,,,,,,,,,,,https://www.nseindia.com/get-quotes/equity?symbol=PGHH,2026-09-17T03:46:01.479082+00:00,NO_NSE_NAVIGATION
STUDDS,,,,,,,,,,,,,,https://www.nseindia.com/get-quotes/equity?symbol=STUDDS,2026-09-17T03:46:17.274924+00:00,NO_NSE_NAVIGATION
DOLLAR,,,,,,,,,,,,,,https://www.nseindia.com/get-quotes/equity?symbol=DOLLAR,2026-09-17T03:46:33.218054+00:00,NO_NSE_NAVIGATION
VIVIANA,,,,,,,,,,,,,,https://www.nseindia.com/get-quotes/equity?symbol=VIVIANA,2026-09-17T03:46:49.660231+00:00,NO_NSE_NAVIGATION
VSTL,,,,,,,,,,,,,,https://www.nseindia.com/get-quotes/equity?symbol=VSTL,2026-09-17T03:47:05.487331+00:00,NO_NSE_NAVIGATION
MOTOGENFIN,,,,,,,,,,,,,,https://www.nseindia.com/get-quotes/equity?symbol=MOTOGENFIN,2026-09-17T03:47:21.398351+00:00,NO_NSE_NAVIGATION
AMANTA,,,,,,,,,,,,,,https://www.nseindia.com/get-quotes/equity?symbol=AMANTA,2026-09-17T03:47:37.152599+00:00,NO_NSE_NAVIGATION
OMPOWER,,,,,,,,,,,,,,https://www.nseindia.com/get-quotes/equity?symbol=OMPOWER,2026-09-17T03:47:53.095193+00:00,NO_NSE_NAVIGATION
BMWVENTLTD,,,,,,,,,,,,,,https://www.nseindia.com/get-quotes/equity?symbol=BMWVENTLTD,2026-09-17T03:48:08.985127+00:00,NO_NSE_NAVIGATION
HEXAGON,,,,,,,,,,,,,,https://www.nseindia.com/get-quotes/equity?symbol=HEXAGON,2026-09-17T03:48:24.833311+00:00,NO_NSE_NAVIGATION
GOKUL,,,,,,,,,,,,,,https://www.nseindia.com/get-quotes/equity?symbol=GOKUL,2026-09-17T03:48:40.776426+00:00,NO_NSE_NAVIGATION
SANDUMA,,,,,,,,,,,,,,https://www.nseindia.com/get-quotes/equity?symbol=SANDUMA,2026-09-17T03:48:56.821231+00:00,NO_NSE_NAVIGATION
JINDALSTEL,,,,,,,,,,,,,,https://www.nseindia.com/get-quotes/equity?symbol=JINDALSTEL,2026-09-17T03:49:12.698057+00:00,NO_NSE_NAVIGATION
TIGERLOGS,,,,,,,,,,,,,,https://www.nseindia.com/get-quotes/equity?symbol=TIGERLOGS,2026-09-17T03:49:28.516611+00:00,NO_NSE_NAVIGATION
MBEL,,,,,,,,,,,,,,https://www.nseindia.com/get-quotes/equity?symbol=MBEL,2026-09-17T03:49:44.475099+00:00,NO_NSE_NAVIGATION
GRMOVER,,,,,,,,,,,,,,https://www.nseindia.com/get-quotes/equity?symbol=GRMOVER,2026-09-17T03:50:00.455062+00:00,NO_NSE_NAVIGATION
WCIL,,,,,,,,,,,,,,https://www.nseindia.com/get-quotes/equity?symbol=WCIL,2026-09-17T03:50:16.401703+00:00,NO_NSE_NAVIGATION
