Symbol,CompanyName,ValuePurchased,ReportedBuyQty,ReportedBuyTxn,acqtoDt,TotalQty,NumBuyTxn,PricedValuePurchased,AvgPrice,MissingValueQty,MissingValueTxn,ValueCr,MarketBuyValue,MarketSellValue,NetBuyValue,SellBuyRatioPct,HasMarketSell,SellBuyExclusion,HasPledging,LastPrice,PromoHolding,DMA50,DMA200,SixMonthReturn,PriceDiffPct,AbsDiffPct,MarketCapCr,PE,RevGrowthPct,EBITDAGrowthPct,PATGrowthPct,EPSGrowthPct,ROCEPct,DE_Ratio,OCFPositive,OPMPct,PromoConvictionPct,ScorePromo,ScoreFund,ScoreTech,ScoreRisk,Score,Category
AEROENTER,AEROFLEX ENTERPRISES LIMITED,89594180.0,847500.0,5,17-06-2026,847500.0,5,89594180.0,105.72,0.0,0,8.96,89594180.0,0.0,89594180.0,0.0,False,False,False,146.29,51.59,129.3,96.85,85.3,38.4,38.4,1656.0,16.5,152.0,-23.0,955.0,8.07,3.05,0.0,False,-831.0,0.541,20,15,30,-2,63,Buy on Breakout
GANESHCP,GANESH CONSUMER PRODUCTS LIMITED,80725037.0,401200.0,6,25-08-2026,401200.0,6,80725037.0,201.21,0.0,0,8.07,80725037.0,0.0,80725037.0,0.0,False,False,False,174.15,64.08,177.46,200.72,-3.1,-13.4,13.4,704.0,15.5,-1.0,21.0,45.0,3.1,19.4,0.07,True,11.0,1.146,20,25,0,0,45,Watchlist
PNGSREVA,PNGS REVA DIAMOND JEWELLERY LIMITED,80168880.0,210238.0,4,25-06-2026,205238.0,3,80168880.0,390.61,5000.0,1,8.02,80168880.0,0.0,80168880.0,0.0,False,False,False,542.25,63.09,463.54,,31.7,38.8,38.8,1719.0,20.4,581.0,34.0,881.0,8.58,22.0,0.33,False,29.0,0.467,20,24,20,0,64,Buy on Breakout
AJMERA,AJMERA REALTY & INFRA INDIA LIMITED,73623440.0,641000.0,4,04-06-2026,641000.0,4,73623440.0,114.86,0.0,0,7.36,73623440.0,0.0,73623440.0,0.0,False,False,False,117.41,69.74,126.3,327.83,-12.3,2.2,2.2,2308.0,19.8,18.0,46.0,-4.0,1.17,14.2,0.46,False,38.0,0.319,25,13,5,0,43,Watchlist
NIITMTS,NIIT Learning Systems Limited,69880862.0,312588.0,6,09-06-2026,312588.0,6,69880862.0,223.56,0.0,0,6.99,69880862.0,0.0,69880862.0,0.0,False,False,False,233.07,34.84,237.66,308.79,-34.5,4.3,4.3,3213.0,26.8,6.0,22.0,-8.0,2.06,18.3,0.03,True,16.0,0.218,15,18,5,0,38,Fundamental Watch
THANGAMAYL,THANGAMAIYL JEWELLERY LIMITED,67097647.0,12935.0,5,24-08-2026,12935.0,5,67097647.0,5187.29,0.0,0,6.71,67097647.0,0.0,67097647.0,0.0,False,False,False,5440.5,67.16,5883.33,4274.66,51.4,4.9,4.9,16911.0,43.1,83.0,145.0,264.0,27.38,25.5,0.64,True,5.0,0.04,20,32,20,0,72,Strong Buy Setup
ALEMBICLTD,Alembic Limited,62469027.0,699231.0,3,25-08-2026,699231.0,3,62469027.0,89.34,0.0,0,6.25,62469027.0,0.0,62469027.0,0.0,False,False,False,100.04,70.88,90.28,92.0,5.6,12.0,12.0,2573.0,21.1,8.0,14.0,-14.0,0.57,16.9,0.01,True,30.0,0.243,20,13,25,0,58,Buy on Breakout
PREMIERPOL,PREMIER POLYFILM LIMITED,61889179.0,1109453.0,6,17-06-2026,1109453.0,6,61889179.0,55.78,0.0,0,6.19,61889179.0,5525660.0,56363519.0,8.93,True,False,False,93.86,67.46,73.71,56.69,83.1,68.3,68.3,983.0,28.1,19.0,13.52,34.0,0.87,30.8,0.0,True,15.38,0.63,23,25,30,0,78,Strong Buy Setup
AURUM,Aurum PropTech Limited,56754499.0,295000.0,14,29-06-2026,295000.0,14,56754499.0,192.39,0.0,0,5.68,56754499.0,0.0,56754499.0,0.0,False,False,False,232.98,50.34,225.86,189.17,23.7,21.1,21.1,1674.0,260.0,-48.0,-3.0,2250.0,6.59,1.28,0.01,False,-5760.0,0.339,20,10,30,-5,55,Buy on Breakout
STEL,STEL HOLDINGS LIMITED,54683589.0,96363.0,37,25-08-2026,96363.0,37,54683589.0,567.47,0.0,0,5.47,54683589.0,0.0,54683589.0,0.0,False,False,False,636.9,64.68,572.55,504.68,33.0,12.2,12.2,1184.0,60.3,21.0,-0.11,23.0,-0.07,1.58,0.0,False,-110.0,0.462,20,15,30,-5,60,Buy on Breakout
HCLTECH,HCL Technologies Limited,52192113.0,47261.0,1,12-06-2026,47261.0,1,52192113.0,1104.34,0.0,0,5.22,52192113.0,0.0,52192113.0,0.0,False,False,False,1316.1,60.82,1246.07,1396.25,-7.7,19.2,19.2,357090.0,19.6,7.0,4158.0,44.0,25.89,53.4,0.04,True,29.0,0.001,12,30,10,0,52,Buy on Breakout
NAVA,NAVA LIMITED,49921170.0,88000.0,2,26-08-2026,88000.0,2,49921170.0,567.29,0.0,0,4.99,49921170.0,0.0,49921170.0,0.0,False,False,False,564.85,48.85,582.91,583.29,-0.4,-0.4,0.4,15992.0,22.9,18.0,152.0,61.0,9.39,16.5,0.01,True,29.0,0.031,12,30,0,0,42,Watchlist
NCLIND,NCL INDUSTRIES LIMITED,47310583.0,268485.0,30,25-08-2026,268485.0,30,47310583.0,176.21,0.0,0,4.73,47310583.0,0.0,47310583.0,0.0,False,False,False,176.26,44.48,182.52,185.48,-5.4,0.0,0.0,800.0,6.45,4.0,40.0,191.0,3.81,14.6,0.25,True,12.0,0.591,20,21,5,0,46,Watchlist
PARADEEP,PARADEEP PHOSPHATES LIMITED,44772143.0,325273.0,4,19-08-2026,325273.0,4,44772143.0,137.64,0.0,0,4.48,44772143.0,0.0,44772143.0,0.0,False,False,False,165.88,56.08,144.68,136.94,41.2,20.5,20.5,17222.0,15.8,28.0,720.0,14.0,3.78,15.4,1.02,False,12.0,0.026,15,14,30,0,59,Buy on Breakout
LIBERTSHOE,LIBERTY SHOES LIMITED,34642450.0,135000.0,7,19-08-2026,135000.0,7,34642450.0,256.61,0.0,0,3.46,34642450.0,2774200.0,31868250.0,8.01,True,False,False,244.35,58.5,258.68,259.63,-1.3,-4.8,4.8,418.0,49.1,6.0,13.51,-39.0,0.4,7.91,0.71,True,7.95,0.828,18,6,0,0,24,Avoid
GEMAROMA,Gem Aromatics Limited,34481167.0,228760.0,2,04-06-2026,228760.0,2,34481167.0,150.73,0.0,0,3.45,34481167.0,0.0,34481167.0,0.0,False,False,False,168.75,55.06,183.62,172.29,-14.2,12.0,12.0,880.0,32.1,-22.0,8.51,-44.0,1.39,9.1,0.19,True,10.25,0.392,17,9,15,0,41,Watchlist
KCP,KCP LIMITED,33608678.0,208674.0,8,30-06-2026,208674.0,8,33608678.0,161.06,0.0,0,3.36,33608678.0,5240000.0,28368678.0,15.59,True,False,False,168.69,43.93,164.87,167.73,4.2,4.7,4.7,2171.0,18.4,10.0,18.51,186.0,0.04,14.3,0.49,True,4.76,0.155,13,21,20,-2,52,Buy on Breakout
RGL,Renaissance Global Limited,30063761.0,297965.0,2,11-06-2026,297965.0,2,30063761.0,100.9,0.0,0,3.01,30063761.0,0.0,30063761.0,0.0,False,False,False,139.39,69.56,121.02,115.44,23.8,38.1,38.1,1482.0,51.7,7.0,22.0,0.0,0.95,5.28,0.52,True,5.0,0.203,17,11,30,0,58,Buy on Breakout
BAJAJHCARE,BAJAJ HEALTHCARE LIMITED,29730147.0,100000.0,1,12-06-2026,100000.0,1,29730147.0,297.3,0.0,0,2.97,29730147.0,0.0,29730147.0,0.0,False,False,False,322.0,67.69,333.76,349.79,-7.5,8.3,8.3,1082.0,19.2,12.0,29.0,20.0,4.07,11.5,0.47,True,17.0,0.274,22,21,5,0,48,Watchlist
SESHAPAPER,SESHASAYEE PAPER AND BOARDS LIMITED,27753590.0,122664.0,4,30-07-2026,122664.0,4,27753590.0,226.26,0.0,0,2.78,27753590.0,0.0,27753590.0,0.0,False,False,False,229.61,42.78,227.63,242.3,-16.8,1.5,1.5,1441.0,17.1,6.0,44.0,1.0,5.33,5.09,0.0,True,9.0,0.193,15,14,10,0,39,Fundamental Watch
MANINFRA,MAN INFRACONSTRUCTION LIMITED,26297500.0,250000.0,1,25-06-2026,250000.0,1,26297500.0,105.19,0.0,0,2.63,26297500.0,0.0,26297500.0,0.0,False,False,False,122.81,67.15,105.35,112.38,10.8,16.8,16.8,4965.0,32.4,-25.0,71.0,-11.0,1.48,10.7,0.0,True,69.0,0.053,17,14,20,0,51,Buy on Breakout
LAOPALA,LA OPALA RG LIMITED,26086669.0,150000.0,3,08-06-2026,150000.0,3,26086669.0,173.91,0.0,0,2.61,26086669.0,0.0,26086669.0,0.0,False,False,False,175.95,65.64,183.98,190.89,-16.2,1.2,1.2,1956.0,20.7,-3.0,26.0,-4.0,2.36,14.2,0.01,True,36.0,0.133,20,14,5,0,39,Fundamental Watch
LANDMARK,Landmark Cars Limited,20373286.0,53600.0,6,10-06-2026,53600.0,6,20373286.0,380.1,0.0,0,2.04,20373286.0,0.0,20373286.0,0.0,False,False,False,503.35,52.87,497.37,450.81,16.1,32.4,32.4,2086.0,46.8,26.0,26.0,-1.0,2.8,9.59,0.19,True,14.0,0.098,15,19,30,0,64,Buy on Breakout
NINSYS,Nintec Systems Limited,20039124.0,26000.0,17,30-06-2026,26000.0,17,20039124.0,770.74,0.0,0,2.0,20039124.0,0.0,20039124.0,0.0,False,False,False,722.8,47.23,799.15,528.98,116.0,-6.2,6.2,1338.0,45.5,17.0,10.62,17.0,4.44,50.3,0.02,True,41.45,0.149,15,25,15,0,55,Buy on Breakout
GANDHAR,GANDHAR OIL REFINERY (INDIA) LIMITED,19941912.0,125738.0,3,16-06-2026,125738.0,3,19941912.0,158.6,0.0,0,1.99,19941912.0,0.0,19941912.0,0.0,False,False,False,256.47,64.63,223.06,163.77,79.6,61.7,61.7,2508.0,8.62,36.0,249.0,301.0,18.27,15.5,0.07,True,16.0,0.079,15,35,30,0,80,Strong Buy Setup
OBCL,OBCL LIMITED,18806886.0,351927.0,7,21-08-2026,351927.0,7,18806886.0,53.44,0.0,0,1.88,18806886.0,0.0,18806886.0,0.0,False,False,False,55.4,67.23,54.27,55.13,0.7,3.7,3.7,116.0,,6.0,2.47,-3779.0,-0.05,-1.26,0.8,True,3.0,1.621,25,6,20,-2,49,Watchlist
EUROPRATIK,Euro Pratik Sales Limited,16441764.0,63815.0,1,29-05-2026,63815.0,1,16441764.0,257.65,0.0,0,1.64,16441764.0,0.0,16441764.0,0.0,False,False,False,257.45,70.09,294.37,277.85,3.0,-0.1,0.1,2633.0,45.8,-3.0,11.0,3.0,1.05,29.6,0.03,True,24.0,0.062,17,13,10,0,40,Watchlist
PKTEA,THE PERIA KARAMALAI TEA & PRODUCE COMPANY LIMITED,16116903.0,22454.0,3,20-08-2026,22454.0,3,16116903.0,717.77,0.0,0,1.61,16116903.0,0.0,16116903.0,0.0,False,False,False,744.75,61.71,731.34,760.58,-3.9,3.8,3.8,231.0,,9.0,11.91,-184.0,31.98,0.27,0.1,True,57.93,0.697,20,14,10,0,44,Watchlist
DBOL,Dhampur Bio Organics Limited,15157366.0,137268.0,6,06-08-2026,137268.0,6,15157366.0,110.42,0.0,0,1.52,15157366.0,0.0,15157366.0,0.0,False,False,False,125.42,50.45,113.54,100.93,19.2,13.6,13.6,830.0,34.1,2.0,11.0,618.0,5.78,4.95,1.03,True,2.0,0.183,15,13,30,-2,56,Buy on Breakout
DOLLAR,DOLLAR INDUSTRIES LIMITED,14833500.0,55000.0,1,24-06-2026,55000.0,1,14833500.0,269.7,0.0,0,1.48,14833500.0,0.0,14833500.0,0.0,False,False,False,268.7,73.09,267.86,294.37,-11.1,-0.4,0.4,1522.0,13.8,6.0,46.0,18.0,4.31,13.6,0.28,True,12.0,0.097,17,21,5,0,43,Watchlist
SINCLAIR,SINCLAIRS HOTELS LIMITED,14780487.0,197294.0,4,11-06-2026,197294.0,4,14780487.0,74.92,0.0,0,1.48,14780487.0,0.0,14780487.0,0.0,False,False,False,81.51,62.78,75.75,78.34,10.6,8.8,8.8,423.0,39.3,21.0,8.39,-19.0,1.54,8.73,0.28,True,41.64,0.35,20,14,25,0,59,Buy on Breakout
STANLEY,STANLEY LIFESTYLES LIMITED,14688935.0,101000.0,1,03-06-2026,101000.0,1,14688935.0,145.44,0.0,0,1.47,14688935.0,0.0,14688935.0,0.0,False,False,False,137.39,56.81,149.5,169.78,-21.0,-5.5,5.5,784.0,82.2,-7.0,5.15,-56.0,0.67,4.4,0.2,True,9.33,0.188,12,9,0,-3,18,Avoid
ASHAPURMIN,ASHAPURA MINECHEM LIMITED,14607763.0,25000.0,1,26-08-2026,25000.0,1,14607763.0,584.31,0.0,0,1.46,14607763.0,0.0,14607763.0,0.0,False,False,False,582.1,45.33,661.31,660.87,13.1,-0.4,0.4,5565.0,36.9,9.0,33.0,67.0,2.59,36.6,0.12,True,30.0,0.026,12,25,10,0,47,Watchlist
NURECA,NURECA LIMITED,14123718.0,45313.0,7,31-07-2026,45313.0,7,14123718.0,311.69,0.0,0,1.41,14123718.0,0.0,14123718.0,0.0,False,False,False,331.05,63.24,289.92,276.49,14.6,6.2,6.2,316.0,146.0,22.0,2.45,264.0,2.55,2.07,0.01,False,6.06,0.446,20,15,30,-3,62,Buy on Breakout
AVONMORE,AVONMORE CAPITAL & MANAGEMENT SERVICES LIMITED,13537178.0,1099885.0,11,27-08-2026,1099885.0,11,13537178.0,12.31,0.0,0,1.35,13537178.0,0.0,13537178.0,0.0,False,False,False,13.9,69.12,11.06,13.55,-7.8,12.9,12.9,391.0,1260.0,-61.0,,-98.0,0.01,2.46,0.44,True,,0.345,25,9,20,-3,51,Buy on Breakout
MOTOGENFIN,THE MOTOR & GENERAL FINANCE LIMITED,13413150.0,460229.0,15,25-06-2026,460229.0,15,13413150.0,29.14,0.0,0,1.34,13413150.0,0.0,13413150.0,0.0,False,False,False,27.0,69.03,27.41,24.6,24.8,-7.3,7.3,104.0,74.6,-1.0,0.4,26.0,0.59,-0.18,0.0,False,21.51,1.288,25,10,15,-3,47,Watchlist
MBEL,M & B Engineering Limited,12860369.0,44000.0,4,16-06-2026,44000.0,4,12860369.0,292.28,0.0,0,1.29,12860369.0,0.0,12860369.0,0.0,False,False,False,271.35,70.45,298.79,325.09,-16.5,-7.2,7.2,1555.0,19.7,13.0,21.0,-4.0,2.56,19.9,0.13,False,8.0,0.083,20,12,0,0,32,Fundamental Watch
VIVIANA,VIVIANA POWER TECH LIMITED,12408320.0,15222.0,3,29-06-2026,15222.0,3,12408320.0,815.16,0.0,0,1.24,12408320.0,0.0,12408320.0,0.0,False,False,False,728.4,73.2,750.1,,-19.9,-10.6,10.6,737.0,13.4,185.0,11.55,204.0,6.84,50.7,0.81,True,16.07,0.168,20,22,0,0,42,Watchlist
CHEMBONDCH,CHEMBOND CHEMICALS LIMITED,11080000.0,45500.0,3,25-08-2026,45500.0,3,11080000.0,243.52,0.0,0,1.11,11080000.0,0.0,11080000.0,0.0,False,False,False,267.49,67.65,245.61,177.97,75.6,9.8,9.8,719.0,60.1,3.0,2.99,97.0,1.0,11.6,0.0,True,16.21,0.154,20,16,30,-3,63,Buy on Breakout
CSLFINANCE,CSL FINANCE LIMITED,11020492.0,286847.0,15,26-08-2026,178453.0,7,11020492.0,61.76,108394.0,8,1.1,11020492.0,0.0,11020492.0,0.0,False,False,False,230.92,47.71,221.33,250.63,-11.6,273.9,273.9,522.0,6.0,19.0,,16.0,9.72,14.4,1.38,False,,0.211,15,12,15,0,42,Watchlist
ARSSBL,Anand Rathi Share and Stock Brokers Limited,10900691.0,20000.0,1,16-06-2026,20000.0,1,10900691.0,545.03,0.0,0,1.09,10900691.0,0.0,10900691.0,0.0,False,False,False,509.7,69.9,530.97,562.98,-0.7,-6.5,6.5,3222.0,21.8,17.0,97.0,53.0,3.73,19.8,0.62,True,40.0,0.034,17,27,0,0,44,Watchlist
GOKUL,GOKUL REFOILS AND SOLVENT LIMITED,10249120.0,238107.0,22,26-08-2026,238107.0,22,10249120.0,43.04,0.0,0,1.02,10249120.0,0.0,10249120.0,0.0,False,False,False,42.46,71.79,40.75,39.66,5.4,-1.3,1.3,420.0,104.0,246.0,0.91,10.0,0.14,2.16,0.0,False,4.21,0.243,20,8,20,-5,43,Watchlist
VISAKAIND,Visaka Industries Limited,9980229.0,135049.0,8,18-06-2026,135049.0,8,9980229.0,73.9,0.0,0,1.0,9980229.0,0.0,9980229.0,0.0,False,False,False,89.65,48.42,85.6,71.59,43.3,21.3,21.3,775.0,11.5,11.0,88.0,439.0,5.79,7.03,0.36,True,15.0,0.129,15,21,30,0,66,Strong Buy Setup
BMWVENTLTD,BMW VENTURES LIMITED,9023141.0,150000.0,2,06-08-2026,150000.0,2,9023141.0,60.15,0.0,0,0.9,9023141.0,0.0,9023141.0,0.0,False,False,False,56.65,73.01,57.89,59.32,-5.6,-5.8,5.8,493.0,12.3,19.0,21.0,20.0,1.22,12.0,0.58,True,3.4,0.183,17,23,0,-2,38,Fundamental Watch
TIGERLOGS,Tiger Logistics (India) Limited,8772025.0,254000.0,13,24-08-2026,254000.0,13,8772025.0,34.54,0.0,0,0.88,8772025.0,0.0,8772025.0,0.0,False,False,False,29.45,61.81,31.21,33.32,-7.6,-14.7,14.7,315.0,16.6,16.0,2.79,-30.0,0.21,17.6,0.31,False,1.83,0.279,20,12,0,-2,30,Fundamental Watch
SAHLIBHFI,Shalibhadra Finance Limited,8294696.0,100000.0,1,05-06-2026,100000.0,1,8294696.0,82.95,0.0,0,0.83,8294696.0,0.0,8294696.0,0.0,False,False,False,76.84,55.35,77.27,,-8.8,-7.4,7.4,234.0,11.8,15.0,,16.0,1.59,14.6,0.33,False,,0.355,17,10,0,0,27,Avoid
BHAGERIA,Bhageria Industries Limited,8227124.0,37774.0,5,26-08-2026,37774.0,5,8227124.0,217.8,0.0,0,0.82,8227124.0,0.0,8227124.0,0.0,False,False,False,238.75,71.75,213.59,180.81,51.9,9.6,9.6,1047.0,14.1,55.0,40.0,54.0,8.23,11.0,0.01,True,14.0,0.078,20,26,30,0,76,Strong Buy Setup
OMPOWER,Om Power Transmission Limited,7447179.0,40763.0,3,24-06-2026,40763.0,3,7447179.0,182.69,0.0,0,0.74,7447179.0,0.0,7447179.0,0.0,False,False,False,175.31,69.05,171.77,,-9.3,-4.0,4.0,603.0,14.3,61.0,15.0,82.0,3.07,42.7,0.35,False,12.0,0.123,20,19,5,0,44,Watchlist
SIGIND,Signet Industries Limited,7024437.0,99963.0,5,21-08-2026,99963.0,5,7024437.0,70.27,0.0,0,0.7,7024437.0,0.0,7024437.0,0.0,False,False,False,71.74,72.57,55.56,51.3,49.2,2.1,2.1,212.0,8.99,17.0,27.97,17.0,2.73,13.7,1.86,True,9.14,0.33,25,23,25,0,73,Strong Buy Setup
RSL,RAJPUTANA STAINLESS LIMITED,6545735.0,50000.0,1,16-06-2026,50000.0,1,6545735.0,130.91,0.0,0,0.65,6545735.0,0.0,6545735.0,0.0,False,False,False,177.49,57.03,143.14,,57.0,35.6,35.6,1480.0,25.2,8.0,29.0,25.0,2.42,25.2,0.19,True,9.0,0.044,12,25,15,0,52,Buy on Breakout
WCIL,WESTERN CARRIERS (INDIA) LIMITED,6289883.0,62691.0,5,30-06-2026,62691.0,5,6289883.0,100.33,0.0,0,0.63,6289883.0,0.0,6289883.0,0.0,False,False,False,85.74,71.89,92.43,104.38,-26.2,-14.5,14.5,873.0,23.8,9.0,18.68,-36.0,0.85,6.79,0.26,False,4.02,0.072,20,8,0,-2,26,Avoid
LYKALABS,Lyka Labs Limited,4975280.0,70143.0,6,29-06-2026,70143.0,6,4975280.0,70.93,0.0,0,0.5,4975280.0,0.0,4975280.0,0.0,False,False,False,74.8,54.81,68.75,68.3,20.2,5.5,5.5,272.0,,0.0,4.59,-215.0,0.58,-4.65,0.56,True,10.85,0.184,15,6,30,0,51,Buy on Breakout
UYFINCORP,U. Y. Fincorp Limited,4960333.0,236123.0,3,19-08-2026,236123.0,3,4960333.0,21.01,0.0,0,0.5,4960333.0,0.0,4960333.0,0.0,False,False,False,19.86,70.87,17.89,15.08,33.5,-5.5,5.5,378.0,6.1,118.0,,391.0,1.03,18.5,0.01,False,,0.132,20,19,20,0,59,Buy on Breakout
SHAKTIPUMP,SHAKTI PUMPS (INDIA) LIMITED,4945348.0,9000.0,1,16-06-2026,9000.0,1,4945348.0,549.48,0.0,0,0.49,4945348.0,0.0,4945348.0,0.0,False,False,False,493.55,56.22,537.38,581.53,-11.3,-10.2,10.2,6092.0,31.7,13.0,59.0,-52.0,3.48,24.3,0.26,True,7.0,0.008,12,18,0,0,30,Fundamental Watch
TTL,T T LIMITED,4662038.0,720251.0,9,27-08-2026,720251.0,9,4662038.0,6.47,0.0,0,0.47,4662038.0,0.0,4662038.0,0.0,False,False,False,6.66,58.66,6.46,7.97,-32.2,2.9,2.9,169.0,319.0,-14.0,2.64,124.0,0.03,5.82,0.64,False,5.69,0.278,20,7,10,-3,34,Fundamental Watch
MACPOWER,MACPOWER CNC MACHINES LIMITED,4356789.0,4733.0,2,04-06-2026,4733.0,2,4356789.0,920.51,0.0,0,0.44,4356789.0,0.0,4356789.0,0.0,False,False,False,2007.1,73.16,1512.22,1109.91,115.6,118.0,118.0,2008.0,51.6,35.0,15.42,47.0,9.58,29.1,0.01,True,16.19,0.022,17,30,30,0,77,Strong Buy Setup
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,4339761.0,9196.0,3,28-08-2026,9196.0,3,4339761.0,471.92,0.0,0,0.43,4339761.0,0.0,4339761.0,0.0,False,False,False,473.95,62.09,488.96,489.03,-0.4,0.4,0.4,813.0,8.0,7.0,30.0,0.0,14.66,14.4,0.01,True,14.0,0.053,15,14,5,0,34,Fundamental Watch
VSTL,VIBHOR STEEL TUBES LIMITED,4306850.0,37696.0,9,24-08-2026,37696.0,9,4306850.0,114.25,0.0,0,0.43,4306850.0,0.0,4306850.0,0.0,False,False,False,110.82,73.48,111.55,120.22,-5.4,-3.0,3.0,210.0,25.0,21.0,12.07,-29.0,1.02,7.92,0.98,True,4.11,0.205,20,11,0,-2,29,Avoid
BLBLIMITED,BLB LIMITED,4303361.0,268594.0,2,27-08-2026,268594.0,2,4303361.0,16.02,0.0,0,0.43,4303361.0,0.0,4303361.0,0.0,False,False,False,15.98,45.35,15.91,15.87,-15.2,-0.2,0.2,,3.12,117.0,9.95,311.0,1.05,40.2,0.0,True,10.67,,12,25,15,0,52,Buy on Breakout
ASAHIINDIA,ASAHI INDIA GLASS LIMITED,4251250.0,5000.0,1,29-06-2026,5000.0,1,4251250.0,850.25,0.0,0,0.43,4251250.0,0.0,4251250.0,0.0,False,False,False,952.7,54.23,900.46,913.79,0.1,12.0,12.0,24272.0,56.0,10.0,317.0,35.0,5.94,11.4,0.52,True,24.0,0.002,12,18,20,0,50,Buy on Breakout
