Symbol,CompanyName,ValuePurchased,ReportedBuyQty,ReportedBuyTxn,acqtoDt,TotalQty,NumBuyTxn,PricedValuePurchased,AvgPrice,MissingValueQty,MissingValueTxn,ValueCr,MarketBuyValue,MarketSellValue,NetBuyValue,SellBuyRatioPct,HasMarketSell,SellBuyExclusion,HasPledging,LastPrice,52WeekHigh,52WeekLow,PromoHolding,DMA50,DMA200,SixMonthReturn,PriceDiffPct,AbsDiffPct,FirstBuyDate,LastBuyDate,FirstBuyPrice,LastBuyPrice,WeightedAvgBuyPrice,AccumulationDays,DaysSinceFirstBuy,DaysSinceLastBuy,BuyTxn7D,BuyTxn15D,BuyTxn30D,BuyTxn60D,BuyTxn90D,BuyValue7D,BuyValue15D,BuyValue30D,BuyValue60D,BuyValue90D,NetBuyValue7D,NetBuyValue30D,UniquePromotersBuying,UniquePromotersSelling,BuyAcceleration,Freshness,AccumulationStage,PromoterAvgPrice,CMPvsPromoterAvgPct,SignalStage,MarketCapCr,PE,RevGrowthPct,EBITDAGrowthPct,PATGrowthPct,EPSGrowthPct,ROCEPct,DE_Ratio,OCFPositive,OPMPct,PromoConvictionPct,ScorePromo,ScoreFund,ScoreTech,ScoreRisk,Score,Category
TRUALT,TRUALT BIOENERGY LIMITED,102230903.0,215306.0,5,12-08-2026,215306.0,5,102230903.0,474.82,0.0,0,10.22,102230903.0,0.0,102230903.0,0.0,False,False,False,416.35,549.0,310.2,70.55,441.24,432.44,11.4,-12.3,12.3,05-08-2026,12-08-2026,462.97976851851854,467.56,474.96922973406623,7,37,30,0,0,0,8,8,0.0,0.0,0.0,183533810.0,183533810.0,0.0,0.0,1,0,0.0,Active,Mature Accumulation,474.96922973406623,-12.3,Confirmed Accumulation,3578.0,25.0,2.0,127.0,-14.0,6.41,9.89,1.05,False,21.0,0.286,25,5,10,0,40,Watchlist
PONNIERODE,PONNI SUGARS (ERODE) LIMITED,101498680.0,290000.0,1,17-08-2026,290000.0,1,101498680.0,350.0,0.0,0,10.15,101498680.0,0.0,101498680.0,0.0,False,False,False,371.1,455.0,252.4,42.36,348.22,301.18,33.3,6.0,6.0,17-08-2026,17-08-2026,349.9954482758621,349.9954482758621,349.9954482758621,0,25,25,0,0,1,1,1,0.0,0.0,101498680.0,101498680.0,101498680.0,0.0,101498680.0,1,0,0.0,Active,Mature Accumulation,349.9954482758621,6.0,Confirmed Accumulation,319.0,10.6,22.0,-1.78,175.0,-1.43,7.27,0.0,True,-1.94,3.182,17,21,25,-2,61,Buy on Breakout
ALEMBICLTD,Alembic Limited,84885276.0,925695.0,5,02-09-2026,925695.0,5,84885276.0,91.7,0.0,0,8.49,84885276.0,0.0,84885276.0,0.0,False,False,False,104.33,117.72,70.46,70.88,93.03,92.26,23.1,13.8,13.8,17-08-2026,02-09-2026,87.74665695371235,99.08657187993681,91.7739742726077,16,25,9,0,3,6,6,6,0.0,23357076.0,85826103.0,85826103.0,85826103.0,0.0,85826103.0,1,0,0.0,Active,Confirmed Accumulation,91.7739742726077,13.7,Mature — Wait for Pullback,2670.0,21.9,8.0,14.0,-14.0,0.57,16.9,0.01,True,30.0,0.318,25,13,30,0,68,Strong Buy Setup
APLLTD,Alembic Pharmaceuticals Limited,76922116.0,103110.0,3,18-06-2026,103110.0,3,76922116.0,746.02,0.0,0,7.69,76922116.0,0.0,76922116.0,0.0,False,False,False,810.95,998.0,635.8,69.61,821.04,787.34,13.8,8.7,8.7,11-06-2026,18-06-2026,746.0249866666667,743.493898718731,746.0199398700418,7,92,85,0,0,0,0,2,0.0,0.0,0.0,0.0,20970242.0,0.0,0.0,1,0,0.0,Stale,Stale Accumulation,746.0199398700418,8.7,Late — Poor Entry,15931.0,20.2,16.0,346.0,88.0,10.02,12.3,0.21,True,19.0,0.048,20,26,25,0,71,Strong Buy Setup
THANGAMAYL,THANGAMAYIL JEWELLERY LIMITED,72054758.0,13860.0,6,31-08-2026,13860.0,6,72054758.0,5198.76,0.0,0,7.21,72054758.0,0.0,72054758.0,0.0,False,False,False,5126.0,7430.0,1939.5,67.16,5775.91,4375.5,37.8,-1.4,1.4,04-08-2026,31-08-2026,4810.6375,5359.038918918919,5198.755988455989,27,38,11,0,1,2,6,6,0.0,4957111.0,19879002.0,72054758.0,72054758.0,0.0,19879002.0,3,0,0.0,Active,Confirmed Accumulation,5198.755988455989,-1.4,Confirmed Accumulation,15959.0,40.6,83.0,145.0,264.0,27.38,25.5,0.64,True,5.0,0.045,20,32,15,0,67,Strong Buy Setup
NAVA,NAVA LIMITED,58307900.0,103000.0,4,07-09-2026,103000.0,4,58307900.0,566.1,0.0,0,5.83,58307900.0,0.0,58307900.0,0.0,False,False,False,551.85,739.4,501.65,48.85,572.1,583.8,-2.3,-2.5,2.5,25-08-2026,07-09-2026,563.6042619047619,556.1772,566.0961165048544,13,17,4,1,2,4,4,4,2780886.0,8386730.0,58307900.0,58307900.0,58307900.0,2780886.0,58307900.0,3,0,0.0477,Fresh,Early Accumulation,566.0961165048544,-2.5,Early Accumulation,15636.0,22.4,18.0,152.0,61.0,9.39,16.5,0.01,True,29.0,0.037,15,30,0,0,45,Watchlist
JARO,JARO INSTITUTE OF TECHNOLOGY MANAGEMENT AND RESEARCH LIMITED,57209308.0,115433.0,9,10-09-2026,115433.0,9,57209308.0,495.61,0.0,0,5.72,57209308.0,0.0,57209308.0,0.0,False,False,False,454.05,890.0,383.5,57.33,468.98,486.63,9.6,-8.4,8.4,10-06-2026,10-09-2026,540.2861685214626,458.66626167029034,495.6061784758258,92,93,1,1,1,6,6,6,7172623.0,7172623.0,30464176.0,30464176.0,30464176.0,7172623.0,30464176.0,2,0,0.2354,Fresh,Confirmed Accumulation,495.6061784758258,-8.4,Confirmed Accumulation,1012.0,17.9,13.0,15.0,35.0,5.02,22.1,0.02,True,21.0,0.565,20,20,5,0,45,Watchlist
HCLTECH,HCL Technologies Limited,52192113.0,47261.0,1,12-06-2026,47261.0,1,52192113.0,1104.34,0.0,0,5.22,52192113.0,0.0,52192113.0,0.0,False,False,False,1206.1,1780.1,1030.0,60.82,1282.03,1380.71,-11.4,9.2,9.2,12-06-2026,12-06-2026,1104.337889591841,1104.337889591841,1104.337889591841,0,91,91,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,Stale,Stale Accumulation,1104.337889591841,9.2,Late — Poor Entry,330085.0,18.1,7.0,4158.0,44.0,25.89,53.4,0.04,True,29.0,0.002,12,30,5,0,47,Watchlist
NCLIND,NCL INDUSTRIES LIMITED,50203019.0,285277.0,36,09-09-2026,285277.0,36,50203019.0,175.98,0.0,0,5.02,50203019.0,0.0,50203019.0,0.0,False,False,False,175.05,215.22,147.5,44.48,179.36,184.2,-4.6,-0.5,0.5,10-06-2026,09-09-2026,183.9499281756618,179.66,175.97990374267818,91,93,2,5,10,21,27,33,2084137.0,5120609.0,25223159.0,42632348.0,47865161.0,2084137.0,25223159.0,5,0,0.0826,Fresh,Confirmed Accumulation,175.97990374267818,-0.5,Confirmed Accumulation,790.0,6.37,4.0,40.0,191.0,3.81,14.6,0.25,True,12.0,0.635,20,21,0,0,41,Watchlist
STEL,STEL HOLDINGS LIMITED,49465328.0,81895.0,33,31-08-2026,81895.0,33,49465328.0,604.01,0.0,0,4.95,49465328.0,0.0,49465328.0,0.0,False,False,False,611.1,689.95,380.0,64.68,576.31,512.6,21.8,1.2,1.2,10-06-2026,31-08-2026,533.776067179846,650.8548387096774,604.0091336467427,82,93,11,0,4,21,21,28,0.0,2448768.0,19212594.0,19212594.0,41414029.0,0.0,19212594.0,2,0,0.0,Active,Confirmed Accumulation,604.0091336467427,1.2,Confirmed Accumulation,1115.0,56.8,21.0,-0.11,23.0,-0.07,1.58,-0.0,False,-110.0,0.444,20,15,25,-2,58,Buy on Breakout
BERGEPAINT,BERGER PAINTS (I) LIMITED,48436318.0,98938.0,5,07-09-2026,98938.0,5,48436318.0,489.56,0.0,0,4.84,48436318.0,0.0,48436318.0,0.0,False,False,False,458.05,594.55,391.1,75.0,509.09,497.37,4.9,-6.4,6.4,07-09-2026,07-09-2026,485.14018597129575,486.4111749009461,489.56233196547333,0,4,4,5,5,5,5,5,48436318.0,48436318.0,48436318.0,48436318.0,48436318.0,48436318.0,48436318.0,5,0,1.0,Fresh,Early Accumulation,489.56233196547333,-6.4,Early Accumulation,53415.0,45.2,5.0,562.0,8.0,3.16,22.9,0.07,True,17.0,0.009,20,18,10,0,48,Watchlist
AEROENTER,AEROFLEX ENTERPRISES LIMITED,48016500.0,440000.0,3,17-06-2026,440000.0,3,48016500.0,109.13,0.0,0,4.8,48016500.0,0.0,48016500.0,0.0,False,False,False,137.09,159.6,62.2,51.59,130.16,99.6,87.8,25.6,25.6,11-06-2026,17-06-2026,105.75,113.3,109.12840909090909,6,92,86,0,0,0,0,2,0.0,0.0,0.0,0.0,32154000.0,0.0,0.0,1,0,0.0,Stale,Stale Accumulation,109.12840909090909,25.6,Late — Poor Entry,1555.0,15.5,152.0,-23.0,955.0,8.07,3.05,0.0,False,-831.0,0.309,20,15,30,-2,63,Buy on Breakout
LIBERTSHOE,LIBERTY SHOES LIMITED,34642450.0,135000.0,7,19-08-2026,135000.0,7,34642450.0,256.61,0.0,0,3.46,34642450.0,2774200.0,31868250.0,8.01,True,False,False,228.68,404.95,210.5,58.5,252.69,255.97,1.0,-10.9,10.9,30-06-2026,19-08-2026,268.783925,244.0,256.61074074074077,50,73,23,0,0,5,5,7,0.0,0.0,17097005.0,17097005.0,34642450.0,0.0,17097005.0,2,1,0.0,Active,Confirmed Accumulation,256.61074074074077,-10.9,Confirmed Accumulation,390.0,45.7,6.0,13.51,-39.0,0.4,7.91,0.71,True,7.95,0.887,18,6,5,0,29,Avoid
PARADEEP,PARADEEP PHOSPHATES LIMITED,34603343.0,245273.0,3,19-08-2026,245273.0,3,34603343.0,141.08,0.0,0,3.46,34603343.0,0.0,34603343.0,0.0,False,False,False,155.96,201.99,99.7,56.08,148.58,136.64,44.3,10.5,10.5,18-06-2026,19-08-2026,132.94000473384574,150.6,138.6435554326507,62,85,23,0,0,1,1,5,0.0,0.0,15060000.0,15060000.0,54146686.0,0.0,15060000.0,1,0,0.0,Active,Confirmed Accumulation,138.6435554326507,12.5,Mature — Wait for Pullback,16193.0,14.9,28.0,720.0,14.0,3.78,15.4,1.02,False,12.0,0.021,15,14,30,0,59,Buy on Breakout
GANESHCP,GANESH CONSUMER PRODUCTS LIMITED,33968886.0,179300.0,5,02-09-2026,179300.0,5,33968886.0,189.45,0.0,0,3.4,33968886.0,0.0,33968886.0,0.0,False,False,False,167.36,309.95,152.0,64.08,171.92,195.08,-3.4,-11.7,11.7,19-06-2026,02-09-2026,199.3987,167.22016666666667,189.45279419966536,75,84,9,0,1,2,2,5,0.0,3009963.0,8001009.0,8001009.0,33968886.0,0.0,8001009.0,2,0,0.0,Active,Confirmed Accumulation,189.45279419966536,-11.7,Confirmed Accumulation,673.0,14.8,-1.0,21.0,45.0,3.1,19.3,0.07,True,11.0,0.505,20,25,0,0,45,Watchlist
INDORAMA,INDO RAMA SYNTHETICS (INDIA) LIMITED,31393588.0,414796.0,2,09-09-2026,414796.0,2,31393588.0,75.68,0.0,0,3.14,31393588.0,0.0,31393588.0,0.0,False,False,False,86.5,90.0,29.0,74.85,58.83,45.68,153.7,14.3,14.3,08-09-2026,09-09-2026,74.1302357497801,77.39172514279643,75.6844038997483,1,3,2,2,2,2,2,2,31393588.0,31393588.0,31393588.0,31393588.0,31393588.0,31393588.0,31393588.0,1,0,1.0,Fresh,Early Accumulation,75.6844038997483,14.3,Mature — Wait for Pullback,2264.0,19.8,-3.0,62.0,77.0,1.29,15.8,1.69,True,8.0,0.139,17,22,30,0,69,Strong Buy Setup
RGL,Renaissance Global Limited,30063761.0,297965.0,2,11-06-2026,297965.0,2,30063761.0,100.9,0.0,0,3.01,30063761.0,0.0,30063761.0,0.0,False,False,False,155.49,159.0,85.0,69.56,127.02,115.93,46.6,54.1,54.1,10-06-2026,11-06-2026,95.70170033911258,101.7464416945539,100.89695434027486,1,93,92,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,Stale,Stale Accumulation,100.89695434027486,54.1,Late — Poor Entry,1675.0,58.4,7.0,22.0,0.0,0.95,5.75,0.52,True,5.0,0.18,17,11,30,0,58,Buy on Breakout
BAJAJHCARE,BAJAJ HEALTHCARE LIMITED,29730147.0,100000.0,1,12-06-2026,100000.0,1,29730147.0,297.3,0.0,0,2.97,29730147.0,0.0,29730147.0,0.0,False,False,False,334.05,515.9,272.35,67.69,333.96,344.32,6.3,12.4,12.4,12-06-2026,12-06-2026,297.30147,297.30147,297.30147,0,91,91,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,Stale,Stale Accumulation,297.30147,12.4,Late — Poor Entry,1125.0,20.0,12.0,29.0,20.0,4.07,11.5,0.47,True,17.0,0.264,22,21,15,0,58,Buy on Breakout
ASHAPURMIN,ASHAPURA MINECHEM LIMITED,29200553.0,50000.0,2,27-08-2026,50000.0,2,29200553.0,584.01,0.0,0,2.92,29200553.0,0.0,29200553.0,0.0,False,False,False,542.9,924.9,455.1,45.33,635.95,654.48,3.0,-7.0,7.0,26-08-2026,27-08-2026,584.31052,583.7116,584.01106,1,16,15,0,0,2,2,2,0.0,0.0,29200553.0,29200553.0,29200553.0,0.0,29200553.0,1,0,0.0,Active,Confirmed Accumulation,584.01106,-7.0,Confirmed Accumulation,5176.0,34.3,9.0,33.0,67.0,2.59,36.6,0.12,True,30.0,0.056,12,25,5,0,42,Watchlist
KCP,KCP LIMITED,28614885.0,177816.0,6,30-06-2026,177816.0,6,28614885.0,160.92,0.0,0,2.86,28614885.0,5240000.0,23374885.0,18.31,True,False,False,162.4,207.8,125.0,43.93,163.42,166.35,7.6,0.9,0.9,10-06-2026,30-06-2026,160.1966035417016,140.46881505537513,160.92412943717102,20,93,73,0,0,0,0,4,0.0,0.0,0.0,0.0,12589598.0,0.0,0.0,1,1,0.0,Stale,Stale Accumulation,160.92412943717102,0.9,Late — Poor Entry,2093.0,17.7,10.0,18.51,186.0,0.04,14.3,0.49,True,4.76,0.137,13,21,10,-2,42,Watchlist
PREMIERPOL,PREMIER POLYFILM LIMITED,28374100.0,498960.0,3,17-06-2026,498960.0,3,28374100.0,56.87,0.0,0,2.84,28374100.0,5525660.0,22848440.0,19.47,True,False,False,85.91,98.8,38.0,67.46,78.7,59.21,40.5,51.1,51.1,12-06-2026,17-06-2026,56.0,58.0,56.86648228314895,5,91,86,0,0,0,0,2,0.0,0.0,0.0,0.0,17051460.0,0.0,0.0,1,1,0.0,Stale,Stale Accumulation,56.86648228314895,51.1,Late — Poor Entry,901.0,25.8,19.0,13.52,34.0,0.87,28.9,0.13,True,15.38,0.315,23,25,30,0,78,Strong Buy Setup
AURUM,Aurum PropTech Limited,28123584.0,140000.0,7,29-06-2026,140000.0,7,28123584.0,200.88,0.0,0,2.81,28123584.0,0.0,28123584.0,0.0,False,False,False,224.02,264.64,151.9,50.34,227.13,192.08,33.0,11.5,11.5,10-06-2026,29-06-2026,183.74825,218.2369,200.88274285714286,19,93,74,0,0,0,0,6,0.0,0.0,0.0,0.0,24448619.0,0.0,0.0,1,0,0.0,Stale,Stale Accumulation,200.88274285714286,11.5,Late — Poor Entry,1619.0,251.0,-48.0,-3.0,2250.0,6.59,1.28,0.01,False,-5760.0,0.174,15,10,25,-5,45,Watchlist
SESHAPAPER,SESHASAYEE PAPER AND BOARDS LIMITED,27753590.0,122664.0,4,30-07-2026,122664.0,4,27753590.0,226.26,0.0,0,2.78,27753590.0,0.0,27753590.0,0.0,False,False,False,251.14,293.11,209.96,42.78,230.43,241.74,-3.6,11.0,11.0,25-06-2026,30-07-2026,224.8249,234.38820971249095,226.137393857188,35,78,43,0,0,0,2,10,0.0,0.0,0.0,9701328.0,60852442.0,0.0,0.0,3,0,0.0,Aging,Mature Accumulation,226.137393857188,11.1,Mature — Wait for Pullback,1586.0,18.8,6.0,44.0,1.0,5.33,5.09,0.0,True,9.0,0.175,15,14,20,0,49,Watchlist
MANINFRA,MAN INFRACONSTRUCTION LIMITED,26297500.0,250000.0,1,25-06-2026,250000.0,1,26297500.0,105.19,0.0,0,2.63,26297500.0,0.0,26297500.0,0.0,False,False,False,126.87,160.39,77.12,67.15,109.5,112.05,27.3,20.6,20.6,25-06-2026,25-06-2026,105.19,105.19,105.19,0,78,78,0,0,0,0,3,0.0,0.0,0.0,0.0,78892500.0,0.0,0.0,1,0,0.0,Stale,Stale Accumulation,105.19,20.6,Late — Poor Entry,5126.0,33.4,-25.0,71.0,-11.0,1.48,10.7,-0.0,True,69.0,0.051,17,14,20,0,51,Buy on Breakout
GANDHAR,GANDHAR OIL REFINERY (INDIA) LIMITED,25343316.0,125738.0,4,08-09-2026,125738.0,4,25343316.0,201.56,0.0,0,2.53,25343316.0,0.0,25343316.0,0.0,False,False,False,272.7,303.17,115.0,64.63,240.0,170.1,108.1,35.3,35.3,09-06-2026,08-09-2026,158.85869142901547,264.4808064516129,201.5565381984762,91,94,3,2,2,2,2,3,13278006.0,13278006.0,13278006.0,13278006.0,21254611.0,13278006.0,13278006.0,1,0,1.0,Fresh,Confirmed Accumulation,201.5565381984762,35.3,Late — Poor Entry,2666.0,9.16,36.0,249.0,301.0,18.27,15.5,0.07,True,16.0,0.095,15,35,30,0,80,Strong Buy Setup
PKTEA,THE PERIA KARAMALAI TEA & PRODUCE COMPANY LIMITED,21291589.0,29001.0,4,04-09-2026,29001.0,4,21291589.0,734.17,0.0,0,2.13,21291589.0,0.0,21291589.0,0.0,False,False,False,1121.75,1169.0,605.0,61.71,759.25,771.42,40.9,52.8,52.8,17-08-2026,04-09-2026,702.5034911525586,790.3904078203758,725.7771441605839,18,25,7,0,1,5,5,5,0.0,5174686.0,28636263.0,28636263.0,28636263.0,0.0,28636263.0,1,0,0.0,Fresh,Confirmed Accumulation,725.7771441605839,54.6,Late — Poor Entry,347.0,,9.0,11.91,-184.0,31.98,-0.26,0.1,True,57.93,0.614,20,14,25,0,59,Buy on Breakout
NINSYS,Nintec Systems Limited,20039124.0,26000.0,17,30-06-2026,26000.0,17,20039124.0,770.74,0.0,0,2.0,20039124.0,0.0,20039124.0,0.0,False,False,False,710.7,935.0,281.05,47.23,781.01,543.67,140.3,-7.8,7.8,19-06-2026,30-06-2026,700.662,827.6113333333333,766.9428148148148,11,84,73,0,0,0,0,33,0.0,0.0,0.0,0.0,31061184.0,0.0,0.0,1,0,0.0,Stale,Stale Accumulation,766.9428148148148,-7.3,Late — Poor Entry,1313.0,44.6,17.0,10.62,17.0,4.44,50.3,0.02,True,41.45,0.152,15,25,15,0,55,Buy on Breakout
