Symbol,BuyTxn7D,BuyValue7D,SellTxn7D,SellValue7D,NetBuyValue7D,BuyTxn15D,BuyValue15D,SellTxn15D,SellValue15D,NetBuyValue15D,BuyTxn30D,BuyValue30D,SellTxn30D,SellValue30D,NetBuyValue30D,BuyTxn60D,BuyValue60D,SellTxn60D,SellValue60D,NetBuyValue60D,BuyTxn90D,BuyValue90D,SellTxn90D,SellValue90D,NetBuyValue90D,FirstBuyDate,FirstBuyDisclosureDate,FirstBuyPrice,FirstBuyValue,LastBuyDate,LastBuyDisclosureDate,LastBuyPrice,LastBuyValue,AccumulationDays,DaysSinceFirstBuy,DaysSinceLastBuy,UniquePromotersBuying,UniquePromotersSelling,WeightedAvgBuyPrice,BuyAcceleration,Freshness,AccumulationStage
ALICON,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,08-06-2026,09-06-2026,642.6124324324325,1188833.0,10-06-2026,11-06-2026,653.0745454545455,1077573.0,2,92,90,2,0,647.5445714285714,0.0,Stale,Stale Accumulation
ALMONDZ,2,3712118.0,0,0.0,3712118.0,6,11994750.0,0,0.0,11994750.0,6,11994750.0,0,0.0,11994750.0,6,11994750.0,0,0.0,11994750.0,6,11994750.0,0,0.0,11994750.0,27-08-2026,28-08-2026,16.274902564102565,3173606.0,04-09-2026,07-09-2026,17.962781818181817,1975906.0,8,12,4,1,0,17.187952276824223,0.3095,Fresh,Early Accumulation
ALPHAGEO,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,2,1171869.0,-1171869.0,0,0.0,2,1171869.0,-1171869.0,0,0.0,2,1171869.0,-1171869.0,,,,0.0,,,,0.0,0,,,0,2,,0.0,No Signal,No Signal
ALPINETEX,2,111.0,0,0.0,111.0,2,111.0,0,0.0,111.0,2,111.0,0,0.0,111.0,2,111.0,0,0.0,111.0,2,111.0,0,0.0,111.0,03-09-2026,07-09-2026,0.000675,54.0,04-09-2026,07-09-2026,0.00095,57.0,1,5,4,1,0,0.0007928571428571429,1.0,Fresh,Early Accumulation
AMANTA,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,2,3126410.0,1,786550.0,2339860.0,17-06-2026,18-06-2026,150.319309600863,696730.0,18-06-2026,22-06-2026,149.98024691358026,2429680.0,1,83,82,2,1,150.05567554595632,0.0,Stale,Stale Accumulation
ANMOL,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,1,38803200.0,1,38803200.0,0.0,16-06-2026,17-06-2026,11.28,38803200.0,16-06-2026,17-06-2026,11.28,38803200.0,0,84,84,1,1,11.28,0.0,Stale,Stale Accumulation
APCOTEXIND,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,4,1214500.0,0,0.0,1214500.0,4,1214500.0,0,0.0,1214500.0,4,1214500.0,0,0.0,1214500.0,11-08-2026,12-08-2026,618.0,309000.0,12-08-2026,13-08-2026,598.0,299000.0,1,28,27,2,0,607.25,0.0,Active,Confirmed Accumulation
APLLTD,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,3,76922116.0,0,0.0,76922116.0,11-06-2026,12-06-2026,746.0249866666667,55951874.0,18-06-2026,19-06-2026,743.493898718731,2437173.0,7,89,82,1,0,746.0199398700418,0.0,Stale,Stale Accumulation
APOLLOHOSP,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
AQYLON,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,1,,0.0,No Signal,No Signal
ARCHIDPLY,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
ARMANFIN,0,0.0,0,0.0,0.0,0,0.0,1,1015000.0,-1015000.0,0,0.0,1,1015000.0,-1015000.0,0,0.0,1,1015000.0,-1015000.0,0,0.0,1,1015000.0,-1015000.0,,,,0.0,,,,0.0,0,,,0,1,,0.0,No Signal,No Signal
ARSSBL,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,2,21801382.0,0,0.0,21801382.0,16-06-2026,18-06-2026,545.03455,10900691.0,16-06-2026,18-06-2026,545.03455,10900691.0,0,84,84,1,0,545.03455,0.0,Stale,Stale Accumulation
ASAHIINDIA,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,1,4251250.0,0,0.0,4251250.0,29-06-2026,01-07-2026,850.25,4251250.0,29-06-2026,01-07-2026,850.25,4251250.0,0,71,71,1,0,850.25,0.0,Stale,Stale Accumulation
ASAHISONG,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,1,3381000.0,0,0.0,3381000.0,1,3381000.0,0,0.0,3381000.0,1,3381000.0,0,0.0,3381000.0,11-08-2026,12-08-2026,338.1,3381000.0,11-08-2026,12-08-2026,338.1,3381000.0,0,28,28,1,0,338.1,0.0,Active,Mature Accumulation
ASHAPURMIN,0,0.0,0,0.0,0.0,2,29200553.0,0,0.0,29200553.0,2,29200553.0,0,0.0,29200553.0,2,29200553.0,0,0.0,29200553.0,2,29200553.0,0,0.0,29200553.0,26-08-2026,27-08-2026,584.31052,14607763.0,27-08-2026,31-08-2026,583.7116,14592790.0,1,13,12,1,0,584.01106,0.0,Active,Confirmed Accumulation
ASTERDM,1,3503448000.0,0,0.0,3503448000.0,3,3795783565.0,0,0.0,3795783565.0,3,3795783565.0,0,0.0,3795783565.0,3,3795783565.0,0,0.0,3795783565.0,3,3795783565.0,0,0.0,3795783565.0,31-08-2026,02-09-2026,752.1587952705815,68577326.0,02-09-2026,02-09-2026,760.0,3503448000.0,2,8,6,1,0,759.6433405239396,0.923,Fresh,Early Accumulation
AURUM,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,6,24448619.0,0,0.0,24448619.0,05-06-2026,08-06-2026,191.52652,4788163.0,29-06-2026,30-06-2026,218.2369,2182369.0,24,95,71,1,0,196.97484390243903,0.0,Stale,Stale Accumulation
AVANTEL,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,1,86266900.0,-86266900.0,0,0.0,1,86266900.0,-86266900.0,,,,0.0,,,,0.0,0,,,0,1,,0.0,No Signal,No Signal
AVONMORE,3,2172554.0,0,0.0,2172554.0,9,5396634.0,0,0.0,5396634.0,18,17508087.0,0,0.0,17508087.0,18,17508087.0,0,0.0,17508087.0,18,17508087.0,0,0.0,17508087.0,10-08-2026,11-08-2026,11.28707,3386121.0,07-09-2026,08-09-2026,13.955261820030504,549000.0,28,29,1,1,0,12.477061363063008,0.1241,Fresh,Confirmed Accumulation
AXISCADES,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,1,1667750000.0,-1667750000.0,,,,0.0,,,,0.0,0,,,0,1,,0.0,No Signal,No Signal
BAGFILMS,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
BAIDFIN,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
BAJAJHCARE,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,1,29730147.0,0,0.0,29730147.0,12-06-2026,15-06-2026,297.30147,29730147.0,12-06-2026,15-06-2026,297.30147,29730147.0,0,88,88,1,0,297.30147,0.0,Stale,Stale Accumulation
BAJFINANCE,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,1,297824834.0,-297824834.0,0,0.0,1,297824834.0,-297824834.0,,,,0.0,,,,0.0,0,,,0,1,,0.0,No Signal,No Signal
BALUFORGE,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
BANSALWIRE,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,1,1447021044.0,-1447021044.0,,,,0.0,,,,0.0,0,,,0,1,,0.0,No Signal,No Signal
BERGEPAINT,5,48436318.0,0,0.0,48436318.0,5,48436318.0,0,0.0,48436318.0,5,48436318.0,0,0.0,48436318.0,5,48436318.0,0,0.0,48436318.0,5,48436318.0,0,0.0,48436318.0,07-09-2026,08-09-2026,485.14018597129575,9599954.0,07-09-2026,08-09-2026,486.4111749009461,12030894.0,0,1,1,5,0,489.56233196547333,1.0,Fresh,Early Accumulation
BHAGERIA,0,0.0,0,0.0,0.0,2,4830698.0,0,0.0,4830698.0,6,9479950.0,0,0.0,9479950.0,6,9479950.0,0,0.0,9479950.0,6,9479950.0,0,0.0,9479950.0,20-08-2026,21-08-2026,204.64325383861484,1252826.0,26-08-2026,26-08-2026,222.87,2228700.0,6,19,13,1,0,215.9638691452524,0.0,Active,Confirmed Accumulation
BLACKBUCK,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
BLBLIMITED,3,913705.0,0,0.0,913705.0,8,7106592.0,0,0.0,7106592.0,8,7106592.0,0,0.0,7106592.0,8,7106592.0,0,0.0,7106592.0,8,7106592.0,0,0.0,7106592.0,25-08-2026,26-08-2026,16.01999983630173,3914519.0,07-09-2026,08-09-2026,16.82996911141441,234290.0,13,14,1,1,0,16.080627241562674,0.1286,Fresh,Early Accumulation
BMWVENTLTD,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,3,14131069.0,0,0.0,14131069.0,3,14131069.0,0,0.0,14131069.0,05-08-2026,06-08-2026,60.09327058823529,5107928.0,06-08-2026,07-08-2026,60.23404615384615,3915213.0,1,34,33,1,0,60.1322085106383,0.0,Aging,Mature Accumulation
BOSCH-HCIL,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,2,2885631001.0,-2885631001.0,,,,0.0,,,,0.0,0,,,0,1,,0.0,No Signal,No Signal
BOSCHLTD,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
CAPILLARY,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
CHEMBOND,4,5120374.0,0,0.0,5120374.0,4,5120374.0,0,0.0,5120374.0,4,5120374.0,0,0.0,5120374.0,4,5120374.0,0,0.0,5120374.0,4,5120374.0,0,0.0,5120374.0,03-09-2026,07-09-2026,170.46014760147602,461947.0,03-09-2026,07-09-2026,170.45004061738425,2098240.0,0,5,5,2,0,170.45186418109188,1.0,Fresh,Early Accumulation
CHEMBONDCH,0,0.0,0,0.0,0.0,1,4065000.0,0,0.0,4065000.0,1,4065000.0,0,0.0,4065000.0,5,18095000.0,0,0.0,18095000.0,5,18095000.0,0,0.0,18095000.0,06-08-2026,09-08-2026,230.0,2300000.0,25-08-2026,26-08-2026,271.0,4065000.0,19,33,14,2,0,238.0921052631579,0.0,Active,Confirmed Accumulation
CHOICEIN,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
CINELINE,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
COCHINSHIP,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,1,17132754601.0,-17132754601.0,,,,0.0,,,,0.0,0,,,0,1,,0.0,No Signal,No Signal
COFFEEDAY,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,2,12547390.0,-12547390.0,,,,0.0,,,,0.0,0,,,0,1,,0.0,No Signal,No Signal
CONFIPET,0,0.0,0,0.0,0.0,1,60232040.0,0,0.0,60232040.0,4,495980620.0,0,0.0,495980620.0,4,495980620.0,0,0.0,495980620.0,12,1205171980.0,0,0.0,1205171980.0,19-06-2026,23-06-2026,70.67,98938000.0,26-08-2026,28-08-2026,80.74,60232040.0,68,81,13,2,0,72.54271810256775,0.0,Active,Confirmed Accumulation
CRAFTSMAN,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
CSLFINANCE,0,0.0,0,0.0,0.0,14,31068064.0,0,0.0,31068064.0,32,36600093.0,0,0.0,36600093.0,32,36600093.0,0,0.0,36600093.0,32,36600093.0,0,0.0,36600093.0,17-08-2026,20-08-2026,0.0,0.0,01-09-2026,07-09-2026,240.0,1200000.0,15,22,7,2,0,209.64654026807193,0.0,Fresh,Confirmed Accumulation
CTE,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
DALBHARAT,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
DBCORP,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
DBOL,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,4,5425406.0,0,0.0,5425406.0,6,15157366.0,0,0.0,15157366.0,25-06-2026,26-06-2026,111.72,2010960.0,06-08-2026,07-08-2026,110.98966666666666,1664845.0,42,75,33,2,0,110.42170061485561,0.0,Aging,Mature Accumulation
DBREALTY,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
DEEDEV,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
DHAMPURSUG,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
DIAMONDYD,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,3,586966134.0,0,0.0,586966134.0,4,595794044.0,0,0.0,595794044.0,25-06-2026,26-06-2026,1090.0,8827910.0,07-08-2026,11-08-2026,1179.860001898032,323243885.0,43,75,32,1,0,1173.9645324390253,0.0,Aging,Mature Accumulation
DIVISLAB,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,1,168321848.0,-168321848.0,0,0.0,1,168321848.0,-168321848.0,0,0.0,1,168321848.0,-168321848.0,,,,0.0,,,,0.0,0,,,0,1,,0.0,No Signal,No Signal
DOLLAR,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,1,14833500.0,0,0.0,14833500.0,24-06-2026,25-06-2026,269.7,14833500.0,24-06-2026,25-06-2026,269.7,14833500.0,0,76,76,1,0,269.7,0.0,Stale,Stale Accumulation
DOMS,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,2,18694862262.0,-18694862262.0,,,,0.0,,,,0.0,0,,,0,1,,0.0,No Signal,No Signal
DONEAR,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
DPSCLTD,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,1,352776.0,-352776.0,0,0.0,1,352776.0,-352776.0,0,0.0,6,6705951.0,-6705951.0,,,,0.0,,,,0.0,0,,,0,1,,0.0,No Signal,No Signal
DTIL,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,03-06-2026,09-06-2026,133.5,1468500.0,03-06-2026,09-06-2026,133.5,1468500.0,0,97,97,1,0,133.5,0.0,Stale,Stale Accumulation
EBGNG,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,1,390.0,-390.0,,,,0.0,,,,0.0,0,,,0,1,,0.0,No Signal,No Signal
EIEL,1,4274878.0,0,0.0,4274878.0,3,13430794.0,0,0.0,13430794.0,3,13430794.0,0,0.0,13430794.0,3,13430794.0,0,0.0,13430794.0,3,13430794.0,0,0.0,13430794.0,31-08-2026,01-09-2026,196.0,1464316.0,02-09-2026,03-09-2026,189.75001109680855,4274878.0,2,8,6,2,0,191.86848571428573,0.3183,Fresh,Early Accumulation
EMBDL,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
ENIL,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
ENRIN,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
ESCORTS,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
ESTER,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,1,1742500.0,-1742500.0,0,0.0,1,1742500.0,-1742500.0,0,0.0,1,1742500.0,-1742500.0,,,,0.0,,,,0.0,0,,,0,1,,0.0,No Signal,No Signal
EVEREADY,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,5,101750980.0,0,0.0,101750980.0,10-06-2026,12-06-2026,332.7456036167197,17369986.0,16-06-2026,17-06-2026,350.65940808469685,2914681.0,6,90,84,1,0,339.35920756236914,0.0,Stale,Stale Accumulation
EXCELSOFT,2,1429000.0,0,0.0,1429000.0,2,1429000.0,0,0.0,1429000.0,3,3675700.0,0,0.0,3675700.0,3,3675700.0,0,0.0,3675700.0,3,3675700.0,0,0.0,3675700.0,14-08-2026,19-08-2026,74.89,2246700.0,04-09-2026,04-09-2026,71.45,714500.0,21,25,4,1,0,73.514,0.3888,Fresh,Confirmed Accumulation
FDC,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
FIBERWEB,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,6,2628326.0,0,0.0,2628326.0,15-06-2026,16-06-2026,29.1064,582128.0,19-06-2026,22-06-2026,29.627239333144956,524254.0,4,85,81,2,0,29.402908602751985,0.0,Stale,Stale Accumulation
FISCHER,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
FMNL,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
FOCUS,0,0.0,0,0.0,0.0,1,5331774.0,0,0.0,5331774.0,1,5331774.0,0,0.0,5331774.0,1,5331774.0,0,0.0,5331774.0,1,5331774.0,0,0.0,5331774.0,27-08-2026,31-08-2026,66.50999812885922,5331774.0,27-08-2026,31-08-2026,66.50999812885922,5331774.0,0,12,12,1,0,66.50999812885922,0.0,Active,Mature Accumulation
FUSION,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,2,194149159.0,-194149159.0,,,,0.0,,,,0.0,0,,,0,1,,0.0,No Signal,No Signal
GANDHAR,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,1,7976605.0,0,0.0,7976605.0,08-06-2026,10-06-2026,157.53204,7876602.0,16-06-2026,18-06-2026,159.5321,7976605.0,8,92,84,1,0,158.5989279295042,0.0,Stale,Stale Accumulation
GANESHBE,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
