Symbol,CompanyName,ValuePurchased,ReportedBuyQty,ReportedBuyTxn,acqtoDt,TotalQty,NumBuyTxn,PricedValuePurchased,AvgPrice,MissingValueQty,MissingValueTxn,ValueCr,MarketBuyValue,MarketSellValue,NetBuyValue,SellBuyRatioPct,HasMarketSell,SellBuyExclusion,HasPledging,LastPrice,PromoHolding,DMA50,DMA200,SixMonthReturn,PriceDiffPct,AbsDiffPct,FirstBuyDate,LastBuyDate,FirstBuyPrice,LastBuyPrice,WeightedAvgBuyPrice,AccumulationDays,DaysSinceFirstBuy,DaysSinceLastBuy,BuyTxn7D,BuyTxn15D,BuyTxn30D,BuyTxn60D,BuyTxn90D,BuyValue7D,BuyValue15D,BuyValue30D,BuyValue60D,BuyValue90D,NetBuyValue7D,NetBuyValue30D,UniquePromotersBuying,UniquePromotersSelling,BuyAcceleration,Freshness,AccumulationStage,PromoterAvgPrice,CMPvsPromoterAvgPct,SignalStage,MarketCapCr,PE,RevGrowthPct,EBITDAGrowthPct,PATGrowthPct,EPSGrowthPct,ROCEPct,DE_Ratio,OCFPositive,OPMPct,PromoConvictionPct,ScorePromo,ScoreFund,ScoreTech,ScoreRisk,Score,Category
TRUALT,TRUALT BIOENERGY LIMITED,102230903.0,215306.0,5,12-08-2026,215306.0,5,102230903.0,474.82,0.0,0,10.22,102230903.0,0.0,102230903.0,0.0,False,False,False,415.7,70.55,444.28,432.99,10.8,-12.5,12.5,05-08-2026,12-08-2026,462.97976851851854,467.56,474.96922973406623,7,34,27,0,0,4,8,8,0.0,0.0,76204248.0,183533810.0,183533810.0,0.0,76204248.0,1,0,0.0,Active,Confirmed Accumulation,474.96922973406623,-12.5,Confirmed Accumulation,3563.0,24.9,2.0,127.0,-14.0,6.41,9.89,1.05,False,21.0,0.287,25,5,10,0,40,Watchlist
PONNIERODE,PONNI SUGARS (ERODE) LIMITED,101498680.0,290000.0,1,17-08-2026,290000.0,1,101498680.0,350.0,0.0,0,10.15,101498680.0,0.0,101498680.0,0.0,False,False,False,378.55,42.36,345.03,299.95,36.2,8.2,8.2,17-08-2026,17-08-2026,349.9954482758621,349.9954482758621,349.9954482758621,0,22,22,0,0,1,1,1,0.0,0.0,101498680.0,101498680.0,101498680.0,0.0,101498680.0,1,0,0.0,Active,Mature Accumulation,349.9954482758621,8.2,Confirmed Accumulation,324.0,10.8,22.0,-1.78,175.0,-1.43,7.27,-0.0,True,-1.94,3.133,17,21,25,-2,61,Buy on Breakout
ALEMBICLTD,Alembic Limited,84885276.0,925695.0,5,02-09-2026,925695.0,5,84885276.0,91.7,0.0,0,8.49,84885276.0,0.0,84885276.0,0.0,False,False,False,109.73,70.88,92.23,92.17,23.5,19.7,19.7,17-08-2026,02-09-2026,87.74665695371235,99.08657187993681,91.7739742726077,16,22,6,2,4,6,6,6,1881654.0,35618957.0,85826103.0,85826103.0,85826103.0,1881654.0,85826103.0,1,0,0.0219,Fresh,Confirmed Accumulation,91.7739742726077,19.6,Mature — Wait for Pullback,2816.0,23.1,8.0,14.0,-14.0,0.57,16.9,0.01,True,30.0,0.301,25,13,30,0,68,Strong Buy Setup
APLLTD,Alembic Pharmaceuticals Limited,76922116.0,103110.0,3,18-06-2026,103110.0,3,76922116.0,746.02,0.0,0,7.69,76922116.0,0.0,76922116.0,0.0,False,False,False,808.5,69.61,821.57,788.71,14.3,8.4,8.4,11-06-2026,18-06-2026,746.0249866666667,743.493898718731,746.0199398700418,7,89,82,0,0,0,0,3,0.0,0.0,0.0,0.0,76922116.0,0.0,0.0,1,0,0.0,Stale,Stale Accumulation,746.0199398700418,8.4,Late — Poor Entry,15891.0,20.1,16.0,346.0,88.0,10.02,12.3,0.21,True,19.0,0.048,20,26,25,0,71,Strong Buy Setup
THANGAMAYL,THANGAMAYIL JEWELLERY LIMITED,72054758.0,13860.0,6,31-08-2026,13860.0,6,72054758.0,5198.76,0.0,0,7.21,72054758.0,0.0,72054758.0,0.0,False,False,False,5366.5,67.16,5837.81,4346.69,47.7,3.2,3.2,04-08-2026,31-08-2026,4810.6375,5359.038918918919,5198.755988455989,27,35,8,0,1,2,6,6,0.0,4957111.0,19879002.0,72054758.0,72054758.0,0.0,19879002.0,3,0,0.0,Active,Confirmed Accumulation,5198.755988455989,3.2,Confirmed Accumulation,16675.0,42.5,83.0,145.0,264.0,27.38,25.5,0.64,True,5.0,0.043,20,32,20,0,72,Strong Buy Setup
AEROENTER,AEROFLEX ENTERPRISES LIMITED,65841060.0,614000.0,4,17-06-2026,614000.0,4,65841060.0,107.23,0.0,0,6.58,65841060.0,0.0,65841060.0,0.0,False,False,False,152.65,51.59,130.0,98.8,100.1,42.4,42.4,09-06-2026,17-06-2026,102.44,113.3,107.232996742671,8,91,83,0,0,0,0,3,0.0,0.0,0.0,0.0,48016500.0,0.0,0.0,1,0,0.0,Stale,Stale Accumulation,107.232996742671,42.4,Late — Poor Entry,1728.0,17.2,152.0,-23.0,955.0,8.07,3.05,0.0,False,-831.0,0.381,20,15,30,-2,63,Buy on Breakout
STEL,STEL HOLDINGS LIMITED,56228173.0,95366.0,40,31-08-2026,95366.0,40,56228173.0,589.6,0.0,0,5.62,56228173.0,0.0,56228173.0,0.0,False,False,False,601.4,64.68,575.04,510.78,14.2,2.0,2.0,04-06-2026,31-08-2026,496.3701671891327,650.8548387096774,578.7647399321921,88,96,8,0,9,21,21,32,0.0,6154897.0,19212594.0,19212594.0,47177030.0,0.0,19212594.0,2,0,0.0,Active,Confirmed Accumulation,578.7647399321921,3.9,Confirmed Accumulation,1107.0,56.4,21.0,-0.11,23.0,-0.07,1.58,0.0,False,-110.0,0.508,20,15,25,-2,58,Buy on Breakout
NAVA,NAVA LIMITED,55527014.0,98000.0,3,03-09-2026,98000.0,3,55527014.0,566.6,0.0,0,5.55,55527014.0,0.0,55527014.0,0.0,False,False,False,554.55,48.85,575.78,583.58,-3.3,-2.1,2.1,25-08-2026,03-09-2026,563.6042619047619,560.5844,566.6021836734694,9,14,5,1,3,3,3,3,5605844.0,55527014.0,55527014.0,55527014.0,55527014.0,5605844.0,55527014.0,3,0,0.101,Fresh,Early Accumulation,566.6021836734694,-2.1,Early Accumulation,15700.0,22.4,18.0,152.0,61.0,9.39,16.5,0.01,True,29.0,0.035,15,30,0,0,45,Watchlist
HCLTECH,HCL Technologies Limited,52192113.0,47261.0,1,12-06-2026,47261.0,1,52192113.0,1104.34,0.0,0,5.22,52192113.0,0.0,52192113.0,0.0,False,False,False,1277.0,60.82,1274.2,1387.01,-5.7,15.6,15.6,12-06-2026,12-06-2026,1104.337889591841,1104.337889591841,1104.337889591841,0,88,88,0,0,0,0,1,0.0,0.0,0.0,0.0,52192113.0,0.0,0.0,1,0,0.0,Stale,Stale Accumulation,1104.337889591841,15.6,Late — Poor Entry,346751.0,19.1,7.0,4158.0,44.0,25.89,53.4,0.04,True,29.0,0.002,12,30,10,0,52,Buy on Breakout
JARO,JARO INSTITUTE OF TECHNOLOGY MANAGEMENT AND RESEARCH LIMITED,50036685.0,99795.0,8,26-08-2026,99795.0,8,50036685.0,501.39,0.0,0,5.0,50036685.0,0.0,50036685.0,0.0,False,False,False,441.4,57.33,472.69,490.05,4.6,-12.0,12.0,10-06-2026,26-08-2026,540.2861685214626,462.1643520831252,501.39470915376523,77,90,13,0,1,5,5,7,0.0,9251606.0,23291553.0,23291553.0,45278925.0,0.0,23291553.0,2,0,0.0,Active,Confirmed Accumulation,501.39470915376523,-12.0,Confirmed Accumulation,982.0,17.4,13.0,15.0,35.0,5.02,22.1,0.02,True,21.0,0.509,20,20,5,0,45,Watchlist
NCLIND,NCL INDUSTRIES LIMITED,49444055.0,280918.0,33,04-09-2026,280918.0,33,49444055.0,176.01,0.0,0,4.94,49444055.0,0.0,49444055.0,0.0,False,False,False,176.65,44.48,180.17,184.67,-2.0,0.4,0.4,05-06-2026,04-09-2026,178.50191570881225,176.65993945509587,176.00885311727978,91,95,4,2,6,22,22,30,669319.0,3063006.0,40548211.0,40548211.0,47222494.0,669319.0,40548211.0,5,0,0.0165,Fresh,Confirmed Accumulation,176.00885311727978,0.4,Confirmed Accumulation,809.0,6.52,4.0,40.0,191.0,3.81,14.6,0.25,True,12.0,0.611,20,21,5,0,46,Watchlist
BERGEPAINT,BERGER PAINTS (I) LIMITED,48436318.0,98938.0,5,07-09-2026,98938.0,5,48436318.0,489.56,0.0,0,4.84,48436318.0,0.0,48436318.0,0.0,False,False,False,479.45,75.0,512.35,499.23,10.3,-2.1,2.1,07-09-2026,07-09-2026,485.14018597129575,486.4111749009461,489.56233196547333,0,1,1,5,5,5,5,5,48436318.0,48436318.0,48436318.0,48436318.0,48436318.0,48436318.0,48436318.0,5,0,1.0,Fresh,Early Accumulation,489.56233196547333,-2.1,Early Accumulation,55835.0,47.3,5.0,562.0,8.0,3.16,22.9,0.07,True,17.0,0.009,20,18,10,0,48,Watchlist
AURUM,Aurum PropTech Limited,40379843.0,205000.0,10,29-06-2026,205000.0,10,40379843.0,196.97,0.0,0,4.04,40379843.0,0.0,40379843.0,0.0,False,False,False,227.26,50.34,227.59,191.22,31.0,15.4,15.4,05-06-2026,29-06-2026,191.52652,218.2369,196.97484390243903,24,95,71,0,0,0,0,6,0.0,0.0,0.0,0.0,24448619.0,0.0,0.0,1,0,0.0,Stale,Stale Accumulation,196.97484390243903,15.4,Late — Poor Entry,1640.0,254.0,-48.0,-3.0,2250.0,6.59,1.28,0.01,False,-5760.0,0.246,15,10,25,-5,45,Watchlist
PREMIERPOL,PREMIER POLYFILM LIMITED,39432691.0,698178.0,4,17-06-2026,698178.0,4,39432691.0,56.48,0.0,0,3.94,39432691.0,5525660.0,33907031.0,14.01,True,False,False,90.56,67.46,77.53,58.5,54.2,60.3,60.3,09-06-2026,17-06-2026,55.50999909646718,58.0,56.4794235853894,8,91,83,0,0,0,0,3,0.0,0.0,0.0,0.0,28374100.0,0.0,0.0,1,1,0.0,Stale,Stale Accumulation,56.4794235853894,60.3,Late — Poor Entry,949.0,27.2,19.0,13.52,34.0,0.87,30.8,0.0,True,15.38,0.415,23,25,30,0,78,Strong Buy Setup
LIBERTSHOE,LIBERTY SHOES LIMITED,34642450.0,135000.0,7,19-08-2026,135000.0,7,34642450.0,256.61,0.0,0,3.46,34642450.0,2774200.0,31868250.0,8.01,True,False,False,226.85,58.5,254.64,257.03,1.2,-11.6,11.6,30-06-2026,19-08-2026,268.783925,244.0,256.61074074074077,50,70,20,0,0,5,5,7,0.0,0.0,17097005.0,17097005.0,34642450.0,0.0,17097005.0,2,1,0.0,Active,Confirmed Accumulation,256.61074074074077,-11.6,Confirmed Accumulation,385.0,45.2,6.0,13.51,-39.0,0.4,7.91,0.71,True,7.95,0.899,18,6,5,0,29,Avoid
PARADEEP,PARADEEP PHOSPHATES LIMITED,34603343.0,245273.0,3,19-08-2026,245273.0,3,34603343.0,141.08,0.0,0,3.46,34603343.0,0.0,34603343.0,0.0,False,False,False,159.79,56.08,147.66,136.69,45.3,13.3,13.3,18-06-2026,19-08-2026,132.94000473384574,150.6,138.6435554326507,62,82,20,0,0,1,1,5,0.0,0.0,15060000.0,15060000.0,54146686.0,0.0,15060000.0,1,0,0.0,Active,Confirmed Accumulation,138.6435554326507,15.3,Mature — Wait for Pullback,16592.0,15.3,28.0,720.0,14.0,3.78,15.4,1.02,False,12.0,0.021,15,14,30,0,59,Buy on Breakout
GANESHCP,GANESH CONSUMER PRODUCTS LIMITED,33968886.0,179300.0,5,02-09-2026,179300.0,5,33968886.0,189.45,0.0,0,3.4,33968886.0,0.0,33968886.0,0.0,False,False,False,169.71,64.08,173.74,196.67,-4.4,-10.4,10.4,19-06-2026,02-09-2026,199.3987,167.22016666666667,189.45279419966536,75,81,6,1,2,2,2,5,3009963.0,8001009.0,8001009.0,8001009.0,33968886.0,3009963.0,8001009.0,2,0,0.3762,Fresh,Confirmed Accumulation,189.45279419966536,-10.4,Confirmed Accumulation,683.0,15.1,-1.0,21.0,45.0,3.1,19.3,0.07,True,11.0,0.498,20,25,0,0,45,Watchlist
KCP,KCP LIMITED,30763394.0,191174.0,7,30-06-2026,191174.0,7,30763394.0,160.92,0.0,0,3.08,30763394.0,5240000.0,25523394.0,17.03,True,False,False,162.11,43.93,163.9,166.64,2.7,0.7,0.7,05-06-2026,30-06-2026,160.84061985327145,140.46881505537513,160.91322140300784,25,95,70,0,0,0,0,5,0.0,0.0,0.0,0.0,14276488.0,0.0,0.0,2,1,0.0,Stale,Stale Accumulation,160.91322140300784,0.7,Late — Poor Entry,2091.0,17.7,10.0,18.51,186.0,0.04,14.3,0.49,True,4.76,0.147,13,21,10,-2,42,Watchlist
RGL,Renaissance Global Limited,30063761.0,297965.0,2,11-06-2026,297965.0,2,30063761.0,100.9,0.0,0,3.01,30063761.0,0.0,30063761.0,0.0,False,False,False,150.0,69.56,125.02,115.62,38.8,48.7,48.7,10-06-2026,11-06-2026,95.70170033911258,101.7464416945539,100.89695434027486,1,90,89,0,0,0,0,1,0.0,0.0,0.0,0.0,26056348.0,0.0,0.0,1,0,0.0,Stale,Stale Accumulation,100.89695434027486,48.7,Late — Poor Entry,1608.0,56.1,7.0,22.0,0.0,0.95,5.75,0.52,True,5.0,0.187,17,11,30,0,58,Buy on Breakout
BAJAJHCARE,BAJAJ HEALTHCARE LIMITED,29730147.0,100000.0,1,12-06-2026,100000.0,1,29730147.0,297.3,0.0,0,2.97,29730147.0,0.0,29730147.0,0.0,False,False,False,336.7,67.69,334.58,345.82,6.0,13.3,13.3,12-06-2026,12-06-2026,297.30147,297.30147,297.30147,0,88,88,0,0,0,0,1,0.0,0.0,0.0,0.0,29730147.0,0.0,0.0,1,0,0.0,Stale,Stale Accumulation,297.30147,13.3,Late — Poor Entry,1133.0,20.1,12.0,29.0,20.0,4.07,11.5,0.47,True,17.0,0.262,22,21,15,0,58,Buy on Breakout
ASHAPURMIN,ASHAPURA MINECHEM LIMITED,29200553.0,50000.0,2,27-08-2026,50000.0,2,29200553.0,584.01,0.0,0,2.92,29200553.0,0.0,29200553.0,0.0,False,False,False,549.35,45.33,642.21,657.03,7.0,-5.9,5.9,26-08-2026,27-08-2026,584.31052,583.7116,584.01106,1,13,12,0,2,2,2,2,0.0,29200553.0,29200553.0,29200553.0,29200553.0,0.0,29200553.0,1,0,0.0,Active,Confirmed Accumulation,584.01106,-5.9,Confirmed Accumulation,5246.0,34.8,9.0,33.0,67.0,2.59,36.6,0.12,True,30.0,0.056,12,25,5,0,42,Watchlist
SESHAPAPER,SESHASAYEE PAPER AND BOARDS LIMITED,27753590.0,122664.0,4,30-07-2026,122664.0,4,27753590.0,226.26,0.0,0,2.78,27753590.0,0.0,27753590.0,0.0,False,False,False,243.98,42.78,229.33,241.75,-8.3,7.8,7.8,25-06-2026,30-07-2026,224.8249,234.38820971249095,226.137393857188,35,75,40,0,0,0,2,10,0.0,0.0,0.0,9701328.0,60852442.0,0.0,0.0,3,0,0.0,Aging,Mature Accumulation,226.137393857188,7.9,Mature — Wait for Pullback,1538.0,18.2,6.0,44.0,1.0,5.33,5.09,-0.0,True,9.0,0.181,15,14,20,0,49,Watchlist
SINCLAIR,SINCLAIRS HOTELS LIMITED,26554625.0,340042.0,7,04-09-2026,340042.0,7,26554625.0,78.09,0.0,0,2.66,26554625.0,0.0,26554625.0,0.0,False,False,False,84.03,62.78,76.5,78.16,8.2,7.6,7.6,05-06-2026,04-09-2026,74.39902007765053,84.21992324378442,78.09219155280819,91,95,4,2,4,4,4,5,2010254.0,14951696.0,14951696.0,14951696.0,16633076.0,2010254.0,14951696.0,1,0,0.1344,Fresh,Confirmed Accumulation,78.09219155280819,7.6,Confirmed Accumulation,431.0,40.0,21.0,8.39,-19.0,1.54,8.73,0.28,True,41.64,0.617,20,14,25,0,59,Buy on Breakout
MANINFRA,MAN INFRACONSTRUCTION LIMITED,26297500.0,250000.0,1,25-06-2026,250000.0,1,26297500.0,105.19,0.0,0,2.63,26297500.0,0.0,26297500.0,0.0,False,False,False,127.75,67.15,108.12,112.05,27.1,21.4,21.4,25-06-2026,25-06-2026,105.19,105.19,105.19,0,75,75,0,0,0,0,3,0.0,0.0,0.0,0.0,78892500.0,0.0,0.0,1,0,0.0,Stale,Stale Accumulation,105.19,21.4,Late — Poor Entry,5158.0,33.6,-25.0,71.0,-11.0,1.48,10.7,0.0,True,69.0,0.051,17,14,20,0,51,Buy on Breakout
NIITMTS,NIIT Learning Systems Limited,25294862.0,112588.0,4,09-06-2026,112588.0,4,25294862.0,224.67,0.0,0,2.53,25294862.0,0.0,25294862.0,0.0,False,False,False,223.51,34.84,236.58,304.77,-30.3,-0.5,0.5,08-06-2026,09-06-2026,224.11,225.7899861657976,224.6674778839663,1,92,91,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.0,Stale,Stale Accumulation,224.6674778839663,-0.5,Late — Poor Entry,3080.0,25.7,6.0,22.0,-8.0,2.06,18.3,0.03,True,16.0,0.082,15,18,0,0,33,Fundamental Watch
PKTEA,THE PERIA KARAMALAI TEA & PRODUCE COMPANY LIMITED,21291589.0,29001.0,4,04-09-2026,29001.0,4,21291589.0,734.17,0.0,0,2.13,21291589.0,0.0,21291589.0,0.0,False,False,False,972.75,61.71,737.32,764.83,23.1,32.5,32.5,17-08-2026,04-09-2026,702.5034911525586,790.3904078203758,725.7771441605839,18,22,4,1,1,5,5,5,5174686.0,5174686.0,28636263.0,28636263.0,28636263.0,5174686.0,28636263.0,1,0,0.1807,Fresh,Confirmed Accumulation,725.7771441605839,34.0,Late — Poor Entry,301.0,,9.0,11.91,-184.0,31.98,0.27,0.1,True,57.93,0.708,20,14,25,0,59,Buy on Breakout
OBCL,OBCL LIMITED,20696794.0,386598.0,10,07-09-2026,386598.0,10,20696794.0,53.54,0.0,0,2.07,20696794.0,0.0,20696794.0,0.0,False,False,False,55.63,67.23,54.02,55.1,-0.6,3.9,3.9,09-06-2026,07-09-2026,55.49588477366255,54.897298947047155,53.53569858095489,90,91,1,2,3,7,9,9,769644.0,1889908.0,14844955.0,18404259.0,18404259.0,769644.0,14844955.0,2,0,0.0518,Fresh,Confirmed Accumulation,53.53569858095489,3.9,Confirmed Accumulation,118.0,,6.0,2.47,-3779.0,-0.05,-1.26,0.8,True,3.0,1.754,25,6,15,-2,44,Watchlist
NINSYS,Nintec Systems Limited,20039124.0,26000.0,17,30-06-2026,26000.0,17,20039124.0,770.74,0.0,0,2.0,20039124.0,0.0,20039124.0,0.0,False,False,False,709.1,47.23,790.06,539.1,126.7,-8.0,8.0,19-06-2026,30-06-2026,700.662,827.6113333333333,766.9428148148148,11,81,70,0,0,0,0,33,0.0,0.0,0.0,0.0,31061184.0,0.0,0.0,1,0,0.0,Stale,Stale Accumulation,766.9428148148148,-7.5,Late — Poor Entry,1306.0,44.4,17.0,10.62,17.0,4.44,50.3,0.02,True,41.45,0.153,15,25,15,0,55,Buy on Breakout
GANDHAR,Gandhar Oil Refinery (India) Limited,19941912.0,125738.0,3,16-06-2026,125738.0,3,19941912.0,158.6,0.0,0,1.99,19941912.0,0.0,19941912.0,0.0,False,False,False,264.05,64.63,234.97,168.14,98.6,66.5,66.5,08-06-2026,16-06-2026,157.53204,159.5321,158.5989279295042,8,92,84,0,0,0,0,1,0.0,0.0,0.0,0.0,7976605.0,0.0,0.0,1,0,0.0,Stale,Stale Accumulation,158.5989279295042,66.5,Late — Poor Entry,2585.0,8.88,36.0,249.0,301.0,18.27,15.5,0.07,True,16.0,0.077,15,35,30,0,80,Strong Buy Setup
CSLFINANCE,CSL Finance Limited,19500047.0,208424.0,19,01-09-2026,100030.0,11,19500047.0,194.94,108394.0,8,1.95,19500047.0,0.0,19500047.0,0.0,False,False,False,241.85,47.71,223.45,249.42,-5.2,24.1,24.1,17-08-2026,01-09-2026,0.0,240.0,209.64654026807193,15,22,7,0,14,32,32,32,0.0,31068064.0,36600093.0,36600093.0,36600093.0,0.0,36600093.0,2,0,0.0,Fresh,Confirmed Accumulation,209.64654026807193,15.4,Mature — Wait for Pullback,551.0,6.33,19.0,,16.0,9.72,14.5,1.38,False,,0.354,20,12,15,0,47,Watchlist
