Date,Symbol,PromoterWeightedAvgBuyPrice
2026-05-05,AJMERA,
2026-05-06,AJMERA,
2026-05-07,AJMERA,
2026-05-08,AJMERA,
2026-05-11,AJMERA,
2026-05-12,AJMERA,
2026-05-13,AJMERA,
2026-05-14,AJMERA,
2026-05-15,AJMERA,
2026-05-18,AJMERA,
2026-05-19,AJMERA,
2026-05-20,AJMERA,
2026-05-21,AJMERA,
2026-05-22,AJMERA,
2026-05-25,AJMERA,
2026-05-26,AJMERA,
2026-05-27,AJMERA,
2026-05-29,AJMERA,
2026-06-01,AJMERA,
2026-06-02,AJMERA,
2026-06-03,AJMERA,
2026-06-04,AJMERA,114.8572
2026-06-05,AJMERA,114.8572
2026-06-08,AJMERA,114.8572
2026-06-09,AJMERA,114.8572
2026-06-10,AJMERA,114.8572
2026-06-11,AJMERA,114.8572
2026-06-12,AJMERA,114.8572
2026-06-15,AJMERA,114.8572
2026-06-16,AJMERA,114.8572
2026-06-17,AJMERA,114.8572
2026-06-18,AJMERA,114.8572
2026-06-19,AJMERA,114.8572
2026-06-22,AJMERA,114.8572
2026-06-23,AJMERA,114.8572
2026-06-24,AJMERA,114.8572
2026-06-25,AJMERA,114.8572
2026-06-29,AJMERA,114.8572
2026-06-30,AJMERA,114.8572
2026-07-01,AJMERA,114.8572
2026-07-02,AJMERA,114.8572
2026-07-03,AJMERA,114.8572
2026-07-06,AJMERA,114.8572
2026-07-07,AJMERA,114.8572
2026-07-08,AJMERA,114.8572
2026-07-09,AJMERA,114.8572
2026-07-10,AJMERA,114.8572
2026-07-13,AJMERA,114.8572
2026-07-14,AJMERA,114.8572
2026-07-15,AJMERA,114.8572
2026-07-16,AJMERA,114.8572
2026-07-17,AJMERA,114.8572
2026-07-20,AJMERA,114.8572
2026-07-21,AJMERA,114.8572
2026-07-22,AJMERA,114.8572
2026-07-23,AJMERA,114.8572
2026-07-24,AJMERA,114.8572
2026-07-27,AJMERA,114.8572
2026-07-28,AJMERA,114.8572
2026-07-29,AJMERA,114.8572
2026-07-30,AJMERA,114.8572
2026-07-31,AJMERA,114.8572
2026-08-03,AJMERA,114.8572
2026-08-04,AJMERA,114.8572
2026-08-05,AJMERA,114.8572
2026-08-06,AJMERA,114.8572
2026-08-07,AJMERA,114.8572
2026-08-10,AJMERA,114.8572
2026-08-11,AJMERA,114.8572
2026-08-12,AJMERA,114.8572
2026-08-13,AJMERA,114.8572
2026-08-14,AJMERA,114.8572
2026-08-17,AJMERA,114.8572
2026-08-18,AJMERA,114.8572
2026-08-19,AJMERA,114.8572
2026-08-20,AJMERA,114.8572
2026-08-21,AJMERA,114.8572
2026-08-24,AJMERA,114.8572
2026-08-25,AJMERA,114.8572
2026-08-26,AJMERA,114.8572
2026-08-27,AJMERA,114.8572
2026-08-28,AJMERA,114.8572
2026-08-31,AJMERA,114.8572
2026-09-01,AJMERA,114.8572
2026-09-02,AJMERA,114.8572
2026-09-03,AJMERA,114.8572
2026-09-04,AJMERA,114.8572
2026-09-07,AJMERA,114.8572
2026-09-08,AJMERA,114.8572
2026-09-09,AJMERA,114.8572
2026-09-10,AJMERA,114.8572
2026-09-11,AJMERA,114.8572
2025-09-01,ALEMBICLTD,
2025-09-02,ALEMBICLTD,
2025-09-03,ALEMBICLTD,
2025-09-04,ALEMBICLTD,
2025-09-05,ALEMBICLTD,
2025-09-08,ALEMBICLTD,
2025-09-09,ALEMBICLTD,
2025-09-10,ALEMBICLTD,
2025-09-11,ALEMBICLTD,
2025-09-12,ALEMBICLTD,
2025-09-15,ALEMBICLTD,
2025-09-16,ALEMBICLTD,
2025-09-17,ALEMBICLTD,
2025-09-18,ALEMBICLTD,
2025-09-19,ALEMBICLTD,
2025-09-22,ALEMBICLTD,
2025-09-23,ALEMBICLTD,
2025-09-24,ALEMBICLTD,
2025-09-25,ALEMBICLTD,
2025-09-26,ALEMBICLTD,
2025-09-29,ALEMBICLTD,
2025-09-30,ALEMBICLTD,
2025-10-01,ALEMBICLTD,
2025-10-03,ALEMBICLTD,
2025-10-06,ALEMBICLTD,
2025-10-07,ALEMBICLTD,
2025-10-08,ALEMBICLTD,
2025-10-09,ALEMBICLTD,
2025-10-10,ALEMBICLTD,
2025-10-13,ALEMBICLTD,
2025-10-14,ALEMBICLTD,
2025-10-15,ALEMBICLTD,
2025-10-16,ALEMBICLTD,
2025-10-17,ALEMBICLTD,
2025-10-20,ALEMBICLTD,
2025-10-21,ALEMBICLTD,
2025-10-23,ALEMBICLTD,
2025-10-24,ALEMBICLTD,
2025-10-27,ALEMBICLTD,
2025-10-28,ALEMBICLTD,
2025-10-29,ALEMBICLTD,
2025-10-30,ALEMBICLTD,
2025-10-31,ALEMBICLTD,
2025-11-03,ALEMBICLTD,
2025-11-04,ALEMBICLTD,
2025-11-06,ALEMBICLTD,
2025-11-07,ALEMBICLTD,
2025-11-10,ALEMBICLTD,
2025-11-11,ALEMBICLTD,
2025-11-12,ALEMBICLTD,
2025-11-13,ALEMBICLTD,
2025-11-14,ALEMBICLTD,
2025-11-17,ALEMBICLTD,
2025-11-18,ALEMBICLTD,
2025-11-19,ALEMBICLTD,
2025-11-20,ALEMBICLTD,
2025-11-21,ALEMBICLTD,
2025-11-24,ALEMBICLTD,
2025-11-25,ALEMBICLTD,
2025-11-26,ALEMBICLTD,
2025-11-27,ALEMBICLTD,
2025-11-28,ALEMBICLTD,
2025-12-01,ALEMBICLTD,
2025-12-02,ALEMBICLTD,
2025-12-03,ALEMBICLTD,
2025-12-04,ALEMBICLTD,
2025-12-05,ALEMBICLTD,
2025-12-08,ALEMBICLTD,
2025-12-09,ALEMBICLTD,
2025-12-10,ALEMBICLTD,
2025-12-11,ALEMBICLTD,
2025-12-12,ALEMBICLTD,
2025-12-15,ALEMBICLTD,
2025-12-16,ALEMBICLTD,
2025-12-17,ALEMBICLTD,
2025-12-18,ALEMBICLTD,
2025-12-19,ALEMBICLTD,
2025-12-22,ALEMBICLTD,
2025-12-23,ALEMBICLTD,
2025-12-24,ALEMBICLTD,
2025-12-26,ALEMBICLTD,
2025-12-29,ALEMBICLTD,
2025-12-30,ALEMBICLTD,
2025-12-31,ALEMBICLTD,
2026-01-01,ALEMBICLTD,
2026-01-02,ALEMBICLTD,
2026-01-05,ALEMBICLTD,
2026-01-06,ALEMBICLTD,
2026-01-07,ALEMBICLTD,
2026-01-08,ALEMBICLTD,
2026-01-09,ALEMBICLTD,
2026-01-12,ALEMBICLTD,
2026-01-13,ALEMBICLTD,
2026-01-14,ALEMBICLTD,
2026-01-16,ALEMBICLTD,
2026-01-19,ALEMBICLTD,
2026-01-20,ALEMBICLTD,
2026-01-21,ALEMBICLTD,
2026-01-22,ALEMBICLTD,
2026-01-23,ALEMBICLTD,
2026-01-27,ALEMBICLTD,
2026-01-28,ALEMBICLTD,
2026-01-29,ALEMBICLTD,
2026-01-30,ALEMBICLTD,
2026-02-02,ALEMBICLTD,
2026-02-03,ALEMBICLTD,
2026-02-04,ALEMBICLTD,
2026-02-05,ALEMBICLTD,
2026-02-06,ALEMBICLTD,
2026-02-09,ALEMBICLTD,
2026-02-10,ALEMBICLTD,
2026-02-11,ALEMBICLTD,
2026-02-12,ALEMBICLTD,
2026-02-13,ALEMBICLTD,
2026-02-16,ALEMBICLTD,
2026-02-17,ALEMBICLTD,
2026-02-18,ALEMBICLTD,
2026-02-19,ALEMBICLTD,
2026-02-20,ALEMBICLTD,
2026-02-23,ALEMBICLTD,
2026-02-24,ALEMBICLTD,
2026-02-25,ALEMBICLTD,
2026-02-26,ALEMBICLTD,
2026-02-27,ALEMBICLTD,
2026-03-02,ALEMBICLTD,
2026-03-04,ALEMBICLTD,
2026-03-05,ALEMBICLTD,
2026-03-06,ALEMBICLTD,
2026-03-09,ALEMBICLTD,
2026-03-10,ALEMBICLTD,
2026-03-11,ALEMBICLTD,
2026-03-12,ALEMBICLTD,
2026-03-13,ALEMBICLTD,
2026-03-16,ALEMBICLTD,
2026-03-17,ALEMBICLTD,
2026-03-18,ALEMBICLTD,
2026-03-19,ALEMBICLTD,
2026-03-20,ALEMBICLTD,
2026-03-23,ALEMBICLTD,
2026-03-24,ALEMBICLTD,
2026-03-25,ALEMBICLTD,
2026-03-27,ALEMBICLTD,
2026-03-30,ALEMBICLTD,
2026-04-01,ALEMBICLTD,
2026-04-02,ALEMBICLTD,
2026-04-06,ALEMBICLTD,
2026-04-07,ALEMBICLTD,
2026-04-08,ALEMBICLTD,
2026-04-09,ALEMBICLTD,
2026-04-10,ALEMBICLTD,
2026-04-13,ALEMBICLTD,
2026-04-15,ALEMBICLTD,
2026-04-16,ALEMBICLTD,
2026-04-17,ALEMBICLTD,
2026-04-20,ALEMBICLTD,
2026-04-21,ALEMBICLTD,
2026-04-22,ALEMBICLTD,
2026-04-23,ALEMBICLTD,
2026-04-24,ALEMBICLTD,
2026-04-27,ALEMBICLTD,
2026-04-28,ALEMBICLTD,
2026-04-29,ALEMBICLTD,
2026-04-30,ALEMBICLTD,
2026-05-04,ALEMBICLTD,
2026-05-05,ALEMBICLTD,
2026-05-06,ALEMBICLTD,
2026-05-07,ALEMBICLTD,
2026-05-08,ALEMBICLTD,
2026-05-11,ALEMBICLTD,
2026-05-12,ALEMBICLTD,
2026-05-13,ALEMBICLTD,
2026-05-14,ALEMBICLTD,
2026-05-15,ALEMBICLTD,
2026-05-18,ALEMBICLTD,
2026-05-19,ALEMBICLTD,
2026-05-20,ALEMBICLTD,
2026-05-21,ALEMBICLTD,
2026-05-22,ALEMBICLTD,
2026-05-25,ALEMBICLTD,
2026-05-26,ALEMBICLTD,
2026-05-27,ALEMBICLTD,
2026-05-29,ALEMBICLTD,
2026-06-01,ALEMBICLTD,
2026-06-02,ALEMBICLTD,
2026-06-03,ALEMBICLTD,
2026-06-04,ALEMBICLTD,
2026-06-05,ALEMBICLTD,
2026-06-08,ALEMBICLTD,
2026-06-09,ALEMBICLTD,
2026-06-10,ALEMBICLTD,
2026-06-11,ALEMBICLTD,
2026-06-12,ALEMBICLTD,
2026-06-15,ALEMBICLTD,
2026-06-16,ALEMBICLTD,
2026-06-17,ALEMBICLTD,
2026-06-18,ALEMBICLTD,
2026-06-19,ALEMBICLTD,
2026-06-22,ALEMBICLTD,
2026-06-23,ALEMBICLTD,
2026-06-24,ALEMBICLTD,
2026-06-25,ALEMBICLTD,
2026-06-29,ALEMBICLTD,
2026-06-30,ALEMBICLTD,
2026-07-01,ALEMBICLTD,
2026-07-02,ALEMBICLTD,
2026-07-03,ALEMBICLTD,
2026-07-06,ALEMBICLTD,
2026-07-07,ALEMBICLTD,
2026-07-08,ALEMBICLTD,
2026-07-09,ALEMBICLTD,
2026-07-10,ALEMBICLTD,
2026-07-13,ALEMBICLTD,
2026-07-14,ALEMBICLTD,
2026-07-15,ALEMBICLTD,
2026-07-16,ALEMBICLTD,
2026-07-17,ALEMBICLTD,
2026-07-20,ALEMBICLTD,
2026-07-21,ALEMBICLTD,
2026-07-22,ALEMBICLTD,
2026-07-23,ALEMBICLTD,
2026-07-24,ALEMBICLTD,
2026-07-27,ALEMBICLTD,
2026-07-28,ALEMBICLTD,
2026-07-29,ALEMBICLTD,
2026-07-30,ALEMBICLTD,
2026-07-31,ALEMBICLTD,
2026-08-03,ALEMBICLTD,
2026-08-04,ALEMBICLTD,
2026-08-05,ALEMBICLTD,
2026-08-06,ALEMBICLTD,
2026-08-07,ALEMBICLTD,
2026-08-10,ALEMBICLTD,
2026-08-11,ALEMBICLTD,
2026-08-12,ALEMBICLTD,
2026-08-13,ALEMBICLTD,
2026-08-14,ALEMBICLTD,
2026-08-17,ALEMBICLTD,87.7467
2026-08-18,ALEMBICLTD,87.7467
2026-08-19,ALEMBICLTD,88.068
2026-08-20,ALEMBICLTD,88.068
2026-08-21,ALEMBICLTD,88.068
2026-08-24,ALEMBICLTD,88.068
2026-08-25,ALEMBICLTD,89.3396
2026-08-26,ALEMBICLTD,89.3396
2026-08-27,ALEMBICLTD,89.3396
2026-08-28,ALEMBICLTD,89.3396
2026-08-31,ALEMBICLTD,89.3396
2026-09-01,ALEMBICLTD,91.6224
2026-09-02,ALEMBICLTD,91.774
2026-09-03,ALEMBICLTD,91.774
2026-09-04,ALEMBICLTD,91.774
2026-09-07,ALEMBICLTD,91.774
2026-09-08,ALEMBICLTD,91.774
2026-09-09,ALEMBICLTD,91.774
2026-09-10,ALEMBICLTD,91.774
2026-09-11,ALEMBICLTD,91.774
2025-09-09,AMANTA,
2025-09-10,AMANTA,
2025-09-11,AMANTA,
2025-09-12,AMANTA,
2025-09-15,AMANTA,
2025-09-16,AMANTA,
2025-09-17,AMANTA,
2025-09-18,AMANTA,
2025-09-19,AMANTA,
2025-09-22,AMANTA,
2025-09-23,AMANTA,
2025-09-24,AMANTA,
2025-09-25,AMANTA,
2025-09-26,AMANTA,
2025-09-29,AMANTA,
2025-09-30,AMANTA,
2025-10-01,AMANTA,
2025-10-03,AMANTA,
2025-10-06,AMANTA,
2025-10-07,AMANTA,
2025-10-08,AMANTA,
2025-10-09,AMANTA,
2025-10-10,AMANTA,
2025-10-13,AMANTA,
2025-10-14,AMANTA,
2025-10-15,AMANTA,
2025-10-16,AMANTA,
2025-10-17,AMANTA,
2025-10-20,AMANTA,
2025-10-21,AMANTA,
2025-10-23,AMANTA,
2025-10-24,AMANTA,
2025-10-27,AMANTA,
2025-10-28,AMANTA,
2025-10-29,AMANTA,
2025-10-30,AMANTA,
2025-10-31,AMANTA,
2025-11-03,AMANTA,
2025-11-04,AMANTA,
2025-11-06,AMANTA,
2025-11-07,AMANTA,
2025-11-10,AMANTA,
2025-11-11,AMANTA,
2025-11-12,AMANTA,
2025-11-13,AMANTA,
2025-11-14,AMANTA,
2025-11-17,AMANTA,
2025-11-18,AMANTA,
2025-11-19,AMANTA,
2025-11-20,AMANTA,
2025-11-21,AMANTA,
2025-11-24,AMANTA,
2025-11-25,AMANTA,
2025-11-26,AMANTA,
2025-11-27,AMANTA,
2025-11-28,AMANTA,
2025-12-01,AMANTA,
2025-12-02,AMANTA,
2025-12-03,AMANTA,
2025-12-04,AMANTA,
2025-12-05,AMANTA,
2025-12-08,AMANTA,
2025-12-09,AMANTA,
2025-12-10,AMANTA,
2025-12-11,AMANTA,
2025-12-12,AMANTA,
2025-12-15,AMANTA,
2025-12-16,AMANTA,
2025-12-17,AMANTA,
2025-12-18,AMANTA,
2025-12-19,AMANTA,
2025-12-22,AMANTA,
2025-12-23,AMANTA,
2025-12-24,AMANTA,
2025-12-26,AMANTA,
2025-12-29,AMANTA,
2025-12-30,AMANTA,
2025-12-31,AMANTA,
2026-01-01,AMANTA,
2026-01-02,AMANTA,
2026-01-05,AMANTA,
2026-01-06,AMANTA,
2026-01-07,AMANTA,
2026-01-08,AMANTA,
2026-01-09,AMANTA,
2026-01-12,AMANTA,
2026-01-13,AMANTA,
2026-01-14,AMANTA,
2026-01-16,AMANTA,
2026-01-19,AMANTA,
2026-01-20,AMANTA,
2026-01-21,AMANTA,
2026-01-22,AMANTA,
2026-01-23,AMANTA,
2026-01-27,AMANTA,
2026-01-28,AMANTA,
2026-01-29,AMANTA,
2026-01-30,AMANTA,
2026-02-02,AMANTA,
2026-02-03,AMANTA,
2026-02-04,AMANTA,
2026-02-05,AMANTA,
2026-02-06,AMANTA,
2026-02-09,AMANTA,
2026-02-10,AMANTA,
2026-02-11,AMANTA,
2026-02-12,AMANTA,
2026-02-13,AMANTA,
2026-02-16,AMANTA,
2026-02-17,AMANTA,
2026-02-18,AMANTA,
2026-02-19,AMANTA,
2026-02-20,AMANTA,
2026-02-23,AMANTA,
2026-02-24,AMANTA,
2026-02-25,AMANTA,
2026-02-26,AMANTA,
2026-02-27,AMANTA,
2026-03-02,AMANTA,
2026-03-04,AMANTA,
2026-03-05,AMANTA,
2026-03-06,AMANTA,
2026-03-09,AMANTA,
2026-03-10,AMANTA,
2026-03-11,AMANTA,
2026-03-12,AMANTA,
2026-03-13,AMANTA,
2026-03-16,AMANTA,
2026-03-17,AMANTA,
2026-03-18,AMANTA,
2026-03-19,AMANTA,
2026-03-20,AMANTA,
2026-03-23,AMANTA,
2026-03-24,AMANTA,
2026-03-25,AMANTA,
2026-03-27,AMANTA,
2026-03-30,AMANTA,
2026-04-01,AMANTA,
2026-04-02,AMANTA,
2026-04-06,AMANTA,
2026-04-07,AMANTA,
2026-04-08,AMANTA,
2026-04-09,AMANTA,
2026-04-10,AMANTA,
2026-04-13,AMANTA,
2026-04-15,AMANTA,
2026-04-16,AMANTA,
2026-04-17,AMANTA,
2026-04-20,AMANTA,
2026-04-21,AMANTA,
2026-04-22,AMANTA,
2026-04-23,AMANTA,
2026-04-24,AMANTA,
2026-04-27,AMANTA,
2026-04-28,AMANTA,
2026-04-29,AMANTA,
2026-04-30,AMANTA,
2026-05-04,AMANTA,
2026-05-05,AMANTA,
2026-05-06,AMANTA,
2026-05-07,AMANTA,
2026-05-08,AMANTA,
2026-05-11,AMANTA,
2026-05-12,AMANTA,
2026-05-13,AMANTA,
2026-05-14,AMANTA,
2026-05-15,AMANTA,
2026-05-18,AMANTA,
2026-05-19,AMANTA,
2026-05-20,AMANTA,
2026-05-21,AMANTA,
2026-05-22,AMANTA,
2026-05-25,AMANTA,
2026-05-26,AMANTA,
2026-05-27,AMANTA,
2026-05-29,AMANTA,
2026-06-01,AMANTA,
2026-06-02,AMANTA,
2026-06-03,AMANTA,
2026-06-04,AMANTA,
2026-06-05,AMANTA,
2026-06-08,AMANTA,
2026-06-09,AMANTA,
2026-06-10,AMANTA,
2026-06-11,AMANTA,
2026-06-12,AMANTA,
2026-06-15,AMANTA,
2026-06-16,AMANTA,
2026-06-17,AMANTA,150.3193
2026-06-18,AMANTA,150.0557
2026-06-19,AMANTA,150.0557
2026-06-22,AMANTA,150.0557
2026-06-23,AMANTA,150.0557
2026-06-24,AMANTA,150.0557
2026-06-25,AMANTA,150.0557
2026-06-29,AMANTA,150.0557
2026-06-30,AMANTA,150.0557
2026-07-01,AMANTA,150.0557
2026-07-02,AMANTA,150.0557
2026-07-03,AMANTA,150.0557
2026-07-06,AMANTA,150.0557
2026-07-07,AMANTA,150.0557
2026-07-08,AMANTA,150.0557
2026-07-09,AMANTA,150.0557
2026-07-10,AMANTA,150.0557
2026-07-13,AMANTA,150.0557
2026-07-14,AMANTA,150.0557
2026-07-15,AMANTA,150.0557
2026-07-16,AMANTA,150.0557
2026-07-17,AMANTA,150.0557
2026-07-20,AMANTA,150.0557
2026-07-21,AMANTA,150.0557
2026-07-22,AMANTA,150.0557
2026-07-23,AMANTA,150.0557
2026-07-24,AMANTA,150.0557
2026-07-27,AMANTA,150.0557
2026-07-28,AMANTA,150.0557
2026-07-29,AMANTA,150.0557
2026-07-30,AMANTA,150.0557
2026-07-31,AMANTA,150.0557
2026-08-03,AMANTA,150.0557
2026-08-04,AMANTA,150.0557
2026-08-05,AMANTA,150.0557
2026-08-06,AMANTA,150.0557
2026-08-07,AMANTA,150.0557
2026-08-10,AMANTA,150.0557
2026-08-11,AMANTA,150.0557
2026-08-12,AMANTA,150.0557
2026-08-13,AMANTA,150.0557
2026-08-14,AMANTA,150.0557
2026-08-17,AMANTA,150.0557
2026-08-18,AMANTA,150.0557
2026-08-19,AMANTA,150.0557
2026-08-20,AMANTA,150.0557
2026-08-21,AMANTA,150.0557
2026-08-24,AMANTA,150.0557
2026-08-25,AMANTA,150.0557
2026-08-26,AMANTA,150.0557
2026-08-27,AMANTA,150.0557
2026-08-28,AMANTA,150.0557
2026-08-31,AMANTA,150.0557
2026-09-01,AMANTA,150.0557
2026-09-02,AMANTA,150.0557
2026-09-03,AMANTA,150.0557
2026-09-04,AMANTA,150.0557
2026-09-07,AMANTA,150.0557
2026-09-08,AMANTA,150.0557
2026-09-09,AMANTA,150.0557
2026-09-10,AMANTA,150.0557
2026-09-11,AMANTA,150.0557
2025-09-01,APLLTD,
2025-09-02,APLLTD,
2025-09-03,APLLTD,
2025-09-04,APLLTD,
2025-09-05,APLLTD,
2025-09-08,APLLTD,
2025-09-09,APLLTD,
2025-09-10,APLLTD,
2025-09-11,APLLTD,
2025-09-12,APLLTD,
2025-09-15,APLLTD,
2025-09-16,APLLTD,
2025-09-17,APLLTD,
2025-09-18,APLLTD,
2025-09-19,APLLTD,
2025-09-22,APLLTD,
2025-09-23,APLLTD,
2025-09-24,APLLTD,
2025-09-25,APLLTD,
2025-09-26,APLLTD,
2025-09-29,APLLTD,
2025-09-30,APLLTD,
2025-10-01,APLLTD,
2025-10-03,APLLTD,
2025-10-06,APLLTD,
2025-10-07,APLLTD,
2025-10-08,APLLTD,
2025-10-09,APLLTD,
2025-10-10,APLLTD,
2025-10-13,APLLTD,
2025-10-14,APLLTD,
2025-10-15,APLLTD,
2025-10-16,APLLTD,
2025-10-17,APLLTD,
2025-10-20,APLLTD,
2025-10-21,APLLTD,
2025-10-23,APLLTD,
2025-10-24,APLLTD,
2025-10-27,APLLTD,
2025-10-28,APLLTD,
2025-10-29,APLLTD,
2025-10-30,APLLTD,
2025-10-31,APLLTD,
2025-11-03,APLLTD,
2025-11-04,APLLTD,
2025-11-06,APLLTD,
2025-11-07,APLLTD,
2025-11-10,APLLTD,
2025-11-11,APLLTD,
2025-11-12,APLLTD,
2025-11-13,APLLTD,
2025-11-14,APLLTD,
2025-11-17,APLLTD,
2025-11-18,APLLTD,
2025-11-19,APLLTD,
2025-11-20,APLLTD,
2025-11-21,APLLTD,
2025-11-24,APLLTD,
2025-11-25,APLLTD,
2025-11-26,APLLTD,
2025-11-27,APLLTD,
2025-11-28,APLLTD,
2025-12-01,APLLTD,
2025-12-02,APLLTD,
2025-12-03,APLLTD,
2025-12-04,APLLTD,
2025-12-05,APLLTD,
2025-12-08,APLLTD,
2025-12-09,APLLTD,
2025-12-10,APLLTD,
2025-12-11,APLLTD,
2025-12-12,APLLTD,
2025-12-15,APLLTD,
2025-12-16,APLLTD,
2025-12-17,APLLTD,
2025-12-18,APLLTD,
2025-12-19,APLLTD,
2025-12-22,APLLTD,
2025-12-23,APLLTD,
2025-12-24,APLLTD,
2025-12-26,APLLTD,
2025-12-29,APLLTD,
2025-12-30,APLLTD,
2025-12-31,APLLTD,
2026-01-01,APLLTD,
2026-01-02,APLLTD,
2026-01-05,APLLTD,
2026-01-06,APLLTD,
2026-01-07,APLLTD,
2026-01-08,APLLTD,
2026-01-09,APLLTD,
2026-01-12,APLLTD,
2026-01-13,APLLTD,
2026-01-14,APLLTD,
2026-01-16,APLLTD,
2026-01-19,APLLTD,
2026-01-20,APLLTD,
2026-01-21,APLLTD,
2026-01-22,APLLTD,
2026-01-23,APLLTD,
2026-01-27,APLLTD,
2026-01-28,APLLTD,
2026-01-29,APLLTD,
2026-01-30,APLLTD,
2026-02-02,APLLTD,
2026-02-03,APLLTD,
2026-02-04,APLLTD,
2026-02-05,APLLTD,
2026-02-06,APLLTD,
2026-02-09,APLLTD,
2026-02-10,APLLTD,
2026-02-11,APLLTD,
2026-02-12,APLLTD,
2026-02-13,APLLTD,
2026-02-16,APLLTD,
2026-02-17,APLLTD,
2026-02-18,APLLTD,
2026-02-19,APLLTD,
