Symbol,Company Name,Name of Person,Category of Person,TransactionDate,Transaction,Quantity,Value,Price,Securities Held Prior (No.),Securities Held Prior (%),Securities Held Post (No.),Securities Held Post (%),Date From,Date To,Mode of Acquisition/Disposal,Broadcast Date/Time,Details URL
ALEMBICLTD,Alembic Limited,Nirayu  Private Limited,Promoter Group,2026-09-23,BUY,65981.0,6966311.0,105.58056107061124,162961356,63.46%,163027337,63.49%,22-09-2026,23-09-2026,Market Purchase,23-Sep-2026 19:04:39,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1817_20260923_190439159_WEB.html
ASAHISONG,ASAHI SONGWON COLORS LIMITED,Arjun Gokul Jaykrishna,Promoter and Director,2026-08-11,BUY,10000.0,3381000.0,338.1,39950,0.34%,49950,0.42%,11-08-2026,11-08-2026,Market Purchase,12-Aug-2026 16:35:54,https://nsearchives.nseindia.com/corporate/ixbrl/IT_5165_20260812_163554411_WEB.html
AVONMORE,AVONMORE CAPITAL & MANAGEMENT SERVICES LIMITED,INNOVATIVE MONEY MATTERS PRIVATE LIMITED,Promoter,2026-08-10,BUY,300000.0,3386121.0,11.28707,93504900,33.13%,93804900,33.24%,10-08-2026,10-08-2026,Market Purchase,11-Aug-2026 10:39:48,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20397_20260811_103948643_WEB.html
AVONMORE,AVONMORE CAPITAL & MANAGEMENT SERVICES LIMITED,INNOVATIVE MONEY MATTERS PRIVATE LIMITED,Promoter,2026-08-11,BUY,260000.0,2963578.0,11.398376923076922,93804900,33.24%,94064900,33.33%,11-08-2026,11-08-2026,Market Purchase,12-Aug-2026 10:11:30,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20397_20260812_101130527_WEB.html
AVONMORE,AVONMORE CAPITAL & MANAGEMENT SERVICES LIMITED,INNOVATIVE MONEY MATTERS PRIVATE LIMITED,Promoter,2026-08-12,BUY,50000.0,570345.0,11.4069,94064900,33.33%,94114900,33.35%,12-08-2026,12-08-2026,Market Purchase,18-Aug-2026 13:11:16,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20397_20260818_131116559_WEB.html
AVONMORE,AVONMORE CAPITAL & MANAGEMENT SERVICES LIMITED,INNOVATIVE MONEY MATTERS PRIVATE LIMITED,Promoter,2026-08-12,BUY,50000.0,570345.0,11.4069,94064900,33.33%,94114900,33.35%,12-08-2026,12-08-2026,Market Purchase,18-Aug-2026 13:08:35,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20397_20260818_130835104_WEB.html
AVONMORE,AVONMORE CAPITAL & MANAGEMENT SERVICES LIMITED,INNOVATIVE MONEY MATTERS PRIVATE LIMITED,Promoter,2026-08-18,BUY,100000.0,1333405.0,13.33405,94114900,33.35%,94214900,33.38%,18-08-2026,18-08-2026,Market Purchase,19-Aug-2026 10:36:06,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20397_20260819_103606504_WEB.html
AVONMORE,AVONMORE CAPITAL & MANAGEMENT SERVICES LIMITED,INNOVATIVE MONEY MATTERS PRIVATE LIMITED,Promoter,2026-08-19,BUY,60831.0,809518.0,13.30765563610659,94214900,33.38%,94275731,33.40%,19-08-2026,19-08-2026,Market Purchase,20-Aug-2026 10:41:16,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20397_20260820_104116797_WEB.html
AVONMORE,AVONMORE CAPITAL & MANAGEMENT SERVICES LIMITED,INNOVATIVE MONEY MATTERS PRIVATE LIMITED,Promoter,2026-08-20,BUY,55000.0,740000.0,13.454545454545455,94275731,33.40%,94330731,33.42%,20-08-2026,20-08-2026,Market Purchase,21-Aug-2026 10:19:17,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20397_20260821_101917612_WEB.html
AVONMORE,AVONMORE CAPITAL & MANAGEMENT SERVICES LIMITED,INNOVATIVE MONEY MATTERS PRIVATE LIMITED,Promoter,2026-08-21,BUY,64000.0,851693.0,13.307703125,94330731,33.42%,94394731,33.45%,21-08-2026,21-08-2026,Market Purchase,24-Aug-2026 10:19:04,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20397_20260824_101904756_WEB.html
AVONMORE,AVONMORE CAPITAL & MANAGEMENT SERVICES LIMITED,INNOVATIVE MONEY MATTERS PRIVATE LIMITED,Promoter,2026-08-24,BUY,65347.0,886448.0,13.56524400508057,94394731,33.45%,94460078,33.47%,24-08-2026,24-08-2026,Market Purchase,25-Aug-2026 11:57:24,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20397_20260825_115724415_WEB.html
AVONMORE,AVONMORE CAPITAL & MANAGEMENT SERVICES LIMITED,INNOVATIVE MONEY MATTERS PRIVATE LIMITED,Promoter,2026-08-25,BUY,35000.0,470500.0,13.442857142857143,94460078,33.47%,94495078,33.48%,25-08-2026,25-08-2026,Market Purchase,26-Aug-2026 10:35:22,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20397_20260826_103522339_WEB.html
AVONMORE,AVONMORE CAPITAL & MANAGEMENT SERVICES LIMITED,INNOVATIVE MONEY MATTERS PRIVATE LIMITED,Promoter,2026-08-26,BUY,89000.0,1240525.0,13.938483146067416,94495078,33.48%,94584078,33.51%,26-08-2026,26-08-2026,Market Purchase,27-Aug-2026 11:19:19,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20397_20260827_111919080_WEB.html
AVONMORE,AVONMORE CAPITAL & MANAGEMENT SERVICES LIMITED,INNOVATIVE MONEY MATTERS PRIVATE LIMITED,Promoter,2026-08-27,BUY,20707.0,285045.0,13.765634809484716,94584078,33.51%,94604785,33.52%,27-08-2026,27-08-2026,Market Purchase,28-Aug-2026 11:16:34,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20397_20260828_111634274_WEB.html
AVONMORE,AVONMORE CAPITAL & MANAGEMENT SERVICES LIMITED,INNOVATIVE MONEY MATTERS PRIVATE LIMITED,Promoter,2026-08-28,BUY,20000.0,278200.0,13.91,94604785,33.52%,94624785,33.53%,28-08-2026,28-08-2026,Market Purchase,31-Aug-2026 12:42:46,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20397_20260831_124246541_WEB.html
AVONMORE,AVONMORE CAPITAL & MANAGEMENT SERVICES LIMITED,INNOVATIVE MONEY MATTERS PRIVATE LIMITED,Promoter,2026-08-31,BUY,60000.0,816560.0,13.609333333333334,94624785,33.53%,94684785,33.55%,31-08-2026,31-08-2026,Market Purchase,01-Sep-2026 10:04:36,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20397_20260901_100436129_WEB.html
AVONMORE,AVONMORE CAPITAL & MANAGEMENT SERVICES LIMITED,INNOVATIVE MONEY MATTERS PRIVATE LIMITED,Promoter,2026-09-01,BUY,10000.0,133250.0,13.325,94684785,33.55%,94694785,33.55%,01-09-2026,01-09-2026,Market Purchase,02-Sep-2026 10:59:14,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20397_20260902_105914420_WEB.html
AVONMORE,AVONMORE CAPITAL & MANAGEMENT SERVICES LIMITED,INNOVATIVE MONEY MATTERS PRIVATE LIMITED,Promoter,2026-09-03,BUY,55000.0,719000.0,13.072727272727272,94694785,33.55%,94749785,33.57%,03-09-2026,03-09-2026,Market Purchase,04-Sep-2026 10:35:26,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20397_20260904_103526497_WEB.html
AVONMORE,AVONMORE CAPITAL & MANAGEMENT SERVICES LIMITED,INNOVATIVE MONEY MATTERS PRIVATE LIMITED,Promoter,2026-09-04,BUY,68997.0,904554.0,13.110048262967956,94749785,33.57%,94818782,33.60%,04-09-2026,04-09-2026,Market Purchase,07-Sep-2026 11:53:31,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20397_20260907_115331140_WEB.html
AVONMORE,AVONMORE CAPITAL & MANAGEMENT SERVICES LIMITED,INNOVATIVE MONEY MATTERS PRIVATE LIMITED,Promoter,2026-09-07,BUY,39340.0,549000.0,13.955261820030504,94818782,33.60%,94858122,33.61%,07-09-2026,07-09-2026,Market Purchase,08-Sep-2026 10:43:50,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20397_20260908_104350402_WEB.html
AVONMORE,AVONMORE CAPITAL & MANAGEMENT SERVICES LIMITED,INNOVATIVE MONEY MATTERS PRIVATE LIMITED,Promoter,2026-09-08,BUY,53351.0,752337.0,14.101647579239376,94858122,33.61%,94911473,33.63%,08-09-2026,08-09-2026,Market Purchase,09-Sep-2026 10:44:34,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20397_20260909_104434364_WEB.html
AVONMORE,AVONMORE CAPITAL & MANAGEMENT SERVICES LIMITED,INNOVATIVE MONEY MATTERS PRIVATE LIMITED,Promoter,2026-09-09,BUY,36892.0,515927.0,13.984793451154722,94911473,33.63%,94948365,33.64%,09-09-2026,09-09-2026,Market Purchase,10-Sep-2026 11:37:38,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20397_20260910_113738458_WEB.html
AVONMORE,AVONMORE CAPITAL & MANAGEMENT SERVICES LIMITED,INNOVATIVE MONEY MATTERS PRIVATE LIMITED,Promoter,2026-09-10,BUY,66659.0,950634.0,14.26115003225371,94948365,33.64%,95015024,33.67%,10-09-2026,10-09-2026,Market Purchase,11-Sep-2026 10:14:24,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20397_20260911_101424673_WEB.html
AVONMORE,AVONMORE CAPITAL & MANAGEMENT SERVICES LIMITED,INNOVATIVE MONEY MATTERS PRIVATE LIMITED,Promoter,2026-09-11,BUY,130481.0,1826639.0,13.999271924648033,95015024,33.67%,95145505,33.71%,11-09-2026,11-09-2026,Market Purchase,14-Sep-2026 11:07:34,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20397_20260914_110734456_WEB.html
AVONMORE,AVONMORE CAPITAL & MANAGEMENT SERVICES LIMITED,INNOVATIVE MONEY MATTERS PRIVATE LIMITED,Promoter,2026-09-15,BUY,112676.0,1572492.0,13.95587347793674,95145505,33.71%,95258181,33.75%,15-09-2026,15-09-2026,Market Purchase,16-Sep-2026 11:04:26,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20397_20260916_110426360_WEB.html
AVONMORE,AVONMORE CAPITAL & MANAGEMENT SERVICES LIMITED,INNOVATIVE MONEY MATTERS PRIVATE LIMITED,Promoter,2026-09-16,BUY,22062.0,293188.0,13.289275677635754,95258181,33.75%,95280243,33.76%,16-09-2026,16-09-2026,Market Purchase,17-Sep-2026 09:50:01,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20397_20260917_095001508_WEB.html
AVONMORE,AVONMORE CAPITAL & MANAGEMENT SERVICES LIMITED,INNOVATIVE MONEY MATTERS PRIVATE LIMITED,Promoter,2026-09-17,BUY,50000.0,617457.0,12.34914,95280243,33.76%,95330243,33.78%,17-09-2026,17-09-2026,Market Purchase,18-Sep-2026 13:21:38,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20397_20260918_132138679_WEB.html
BERGEPAINT,BERGER PAINTS (I) LIMITED,Mr Kanwardip Singh Dhingra,Promoter,2026-09-07,BUY,19788.0,9599954.0,485.14018597129575,840000,0.07%,859788,0.07%,07-09-2026,07-09-2026,Market Purchase,08-Sep-2026 12:49:55,https://nsearchives.nseindia.com/corporate/ixbrl/IT_488_20260908_124955255_WEB.html
BERGEPAINT,BERGER PAINTS (I) LIMITED,Ms Anshana Sawhney,Promoter,2026-09-07,BUY,14841.0,7197659.0,484.9847719156391,720000,0.06%,734841,0.06%,07-09-2026,07-09-2026,Market Purchase,08-Sep-2026 12:49:55,https://nsearchives.nseindia.com/corporate/ixbrl/IT_488_20260908_124955255_WEB.html
BERGEPAINT,BERGER PAINTS (I) LIMITED,Ms Jessima Kumar,Promoter,2026-09-07,BUY,24734.0,12030894.0,486.4111749009461,720000,0.06%,744734,0.06%,07-09-2026,07-09-2026,Market Purchase,08-Sep-2026 12:49:55,https://nsearchives.nseindia.com/corporate/ixbrl/IT_488_20260908_124955255_WEB.html
BERGEPAINT,BERGER PAINTS (I) LIMITED,Ms Sunaina Kohli,Promoter,2026-09-07,BUY,14840.0,7193875.0,484.76246630727763,720000,0.06%,734840,0.06%,07-09-2026,07-09-2026,Market Purchase,08-Sep-2026 12:49:55,https://nsearchives.nseindia.com/corporate/ixbrl/IT_488_20260908_124955255_WEB.html
BERGEPAINT,BERGER PAINTS (I) LIMITED,MsRishma Kaur,Promoter,2026-09-07,BUY,24735.0,12413936.0,501.8773398019001,720000,0.06%,744735,0.06%,07-09-2026,07-09-2026,Market Purchase,08-Sep-2026 12:49:55,https://nsearchives.nseindia.com/corporate/ixbrl/IT_488_20260908_124955255_WEB.html
BHAGERIA,Bhageria Industries Limited,Aditya Bhageria,Promoter Group,2026-08-20,BUY,6122.0,1252826.0,204.64325383861484,157987,0.36%,164109,0.38%,20-08-2026,20-08-2026,Market Purchase,21-Aug-2026 11:47:39,https://nsearchives.nseindia.com/corporate/ixbrl/IT_13498_20260821_114739171_WEB.html
BHAGERIA,Bhageria Industries Limited,Aditya Bhageria,Promoter Group,2026-08-20,BUY,6122.0,1252826.0,204.64325383861484,157987,0.36%,164109,0.38%,20-08-2026,20-08-2026,Market Purchase,21-Aug-2026 11:57:35,https://nsearchives.nseindia.com/corporate/ixbrl/IT_13498_20260821_115735521_WEB.html
BHAGERIA,Bhageria Industries Limited,Aditya Bhageria,Promoter Group,2026-08-21,BUY,5000.0,1035000.0,207.0,164109,0.36%,169109,0.39%,21-08-2026,21-08-2026,Market Purchase,21-Aug-2026 17:19:08,https://nsearchives.nseindia.com/corporate/ixbrl/IT_13498_20260821_171908530_WEB.html
BHAGERIA,Bhageria Industries Limited,Aditya Bhageria,Promoter Group,2026-08-24,BUY,5000.0,1108600.0,221.72,169109,0.39%,174109,0.40%,24-08-2026,24-08-2026,Market Purchase,24-Aug-2026 14:59:24,https://nsearchives.nseindia.com/corporate/ixbrl/IT_13498_20260824_145924397_WEB.html
BHAGERIA,Bhageria Industries Limited,Aditya Bhageria,Promoter Group,2026-08-25,BUY,11652.0,2601998.0,223.30913147957432,174109,0.40%,185761,0.42%,25-08-2026,25-08-2026,Market Purchase,25-Aug-2026 16:55:12,https://nsearchives.nseindia.com/corporate/ixbrl/IT_13498_20260825_165512735_WEB.html
BHAGERIA,Bhageria Industries Limited,Aditya Bhageria,Promoter Group,2026-08-26,BUY,10000.0,2228700.0,222.87,185761,0.42%,195761,0.45%,26-08-2026,26-08-2026,Market Purchase,26-Aug-2026 15:35:44,https://nsearchives.nseindia.com/corporate/ixbrl/IT_13498_20260826_153544422_WEB.html
BMWVENTLTD,BMW VENTURES LIMITED,SHIVANSH KISHOREPURIA,Promoter Group,2026-08-05,BUY,85000.0,5107928.0,60.09327058823529,0,0.00%,85000,0.10%,05-08-2026,05-08-2026,Market Purchase,06-Aug-2026 16:03:29,https://nsearchives.nseindia.com/corporate/ixbrl/IT_24065_20260806_160329737_WEB.html
BMWVENTLTD,BMW VENTURES LIMITED,SHIVANSH KISHOREPURIA,Promoter Group,2026-08-05,BUY,85000.0,5107928.0,60.09327058823529,0,0.00%,85000,0.10%,05-08-2026,05-08-2026,Market Purchase,06-Aug-2026 15:58:40,https://nsearchives.nseindia.com/corporate/ixbrl/IT_24065_20260806_155840243_WEB.html
BMWVENTLTD,BMW VENTURES LIMITED,SHIVANSH KISHOREPURIA,Promoter Group,2026-08-06,BUY,65000.0,3915213.0,60.23404615384615,85000,0.10%,150000,0.17%,06-08-2026,06-08-2026,Market Purchase,07-Aug-2026 13:32:29,https://nsearchives.nseindia.com/corporate/ixbrl/IT_24065_20260807_133229209_WEB.html
BMWVENTLTD,BMW VENTURES LIMITED,SHIVANSH KISHOREPURIA,Promoter Group,2026-08-16,BUY,185000.0,9958562.0,53.830064864864866,150000,0.17%,335000,0.38%,16-08-2026,16-08-2026,Market Purchase,18-Sep-2026 12:23:46,https://nsearchives.nseindia.com/corporate/ixbrl/IT_24065_20260918_122346377_WEB.html
BMWVENTLTD,BMW VENTURES LIMITED,SHIVANSH KISHOREPURIA,Promoter Group,2026-09-18,BUY,56504.0,2958659.0,52.36193897777149,335000,0.38%,391504,0.45%,18-09-2026,18-09-2026,Market Purchase,19-Sep-2026 12:34:23,https://nsearchives.nseindia.com/corporate/ixbrl/IT_24065_20260919_123422952_WEB.html
BMWVENTLTD,BMW VENTURES LIMITED,SHIVANSH KISHOREPURIA,Promoter Group,2026-09-21,BUY,39559.0,2064491.0,52.187643772592835,391504,0.45%,431063,0.49%,21-09-2026,21-09-2026,Market Purchase,22-Sep-2026 13:05:16,https://nsearchives.nseindia.com/corporate/ixbrl/IT_24065_20260922_130516408_WEB.html
BMWVENTLTD,BMW VENTURES LIMITED,SHIVANSH KISHOREPURIA,Promoter Group,2026-09-22,BUY,95437.0,4986682.0,52.251034713999815,431063,0.49%,526500,0.60%,22-09-2026,22-09-2026,Market Purchase,23-Sep-2026 13:49:55,https://nsearchives.nseindia.com/corporate/ixbrl/IT_24065_20260923_134955496_WEB.html
CHEMBOND,CHEMBOND MATERIAL TECHNOLOGIES LIMITED,Raunaq Sameer Shah,Promoter Group,2026-09-03,BUY,2710.0,461947.0,170.46014760147602,16210,0.12%,18920,0.14%,03-09-2026,03-09-2026,Market Purchase,07-Sep-2026 14:21:56,https://nsearchives.nseindia.com/corporate/ixbrl/IT_17634_20260907_142156662_WEB.html
CHEMBOND,CHEMBOND MATERIAL TECHNOLOGIES LIMITED,Raunaq Sameer Shah,Promoter Group,2026-09-03,BUY,2710.0,461947.0,170.46014760147602,16210,0.12%,18920,0.14%,03-09-2026,03-09-2026,Market Purchase,07-Sep-2026 14:21:20,https://nsearchives.nseindia.com/corporate/ixbrl/IT_17634_20260907_142120693_WEB.html
CHEMBOND,CHEMBOND MATERIAL TECHNOLOGIES LIMITED,S an N Ventures Private Limited,Promoter Group,2026-09-03,BUY,12310.0,2098240.0,170.45004061738425,262200,1.95%,274510,2.04%,03-09-2026,03-09-2026,Market Purchase,07-Sep-2026 14:21:56,https://nsearchives.nseindia.com/corporate/ixbrl/IT_17634_20260907_142156662_WEB.html
CHEMBOND,CHEMBOND MATERIAL TECHNOLOGIES LIMITED,S an N Ventures Private Limited,Promoter Group,2026-09-03,BUY,12310.0,2098240.0,170.45004061738425,262200,1.95%,274510,2.04%,03-09-2026,03-09-2026,Market Purchase,07-Sep-2026 14:21:20,https://nsearchives.nseindia.com/corporate/ixbrl/IT_17634_20260907_142120693_WEB.html
CHEMBONDCH,CHEMBOND CHEMICALS LIMITED,MAMTA N SHAH,Promoter Group,2026-08-06,BUY,20500.0,4715000.0,230.0,186600,0.69%,207100,0.77%,06-08-2026,06-08-2026,Market Purchase,09-Aug-2026 15:09:36,https://nsearchives.nseindia.com/corporate/ixbrl/IT_26029_20260809_150936453_WEB.html
CHEMBONDCH,CHEMBOND CHEMICALS LIMITED,MAMTA N SHAH,Promoter Group,2026-08-06,BUY,20500.0,4715000.0,230.0,186600,0.69%,207100,0.77%,06-08-2026,06-08-2026,Market Purchase,09-Aug-2026 14:50:46,https://nsearchives.nseindia.com/corporate/ixbrl/IT_26029_20260809_145046436_WEB.html
CHEMBONDCH,CHEMBOND CHEMICALS LIMITED,NIRMAL V SHAH,Promoter and Director,2026-08-06,BUY,10000.0,2300000.0,230.0,6996413,26.02%,7006413,26.05%,06-08-2026,06-08-2026,Market Purchase,09-Aug-2026 15:09:36,https://nsearchives.nseindia.com/corporate/ixbrl/IT_26029_20260809_150936453_WEB.html
CHEMBONDCH,CHEMBOND CHEMICALS LIMITED,NIRMAL V SHAH,Promoter and Director,2026-08-06,BUY,10000.0,2300000.0,230.0,6996413,26.02%,7006413,26.05%,06-08-2026,06-08-2026,Market Purchase,09-Aug-2026 14:50:46,https://nsearchives.nseindia.com/corporate/ixbrl/IT_26029_20260809_145046436_WEB.html
CHEMBONDCH,CHEMBOND CHEMICALS LIMITED,NIRMAL V SHAH,Promoter and Director,2026-08-25,BUY,15000.0,4065000.0,271.0,7006413,26.05%,7021413,26.11%,25-08-2026,25-08-2026,Market Purchase,26-Aug-2026 10:06:10,https://nsearchives.nseindia.com/corporate/ixbrl/IT_26029_20260826_100610592_WEB.html
CONFIPET,CONFIDENCE PETROLEUM INDIA LIMITED,CONFIDENCE LPG BOTTLING PRIVATE LIMITED,Promoter Group,2026-06-24,BUY,1120791.0,79609785.0,71.03000024090129,12545698,3.77%,13666489,4.11%,24-06-2026,24-06-2026,Market Purchase,29-Jun-2026 18:58:48,https://nsearchives.nseindia.com/corporate/ixbrl/IT_17510_20260629_185848763_WEB.html
CONFIPET,CONFIDENCE PETROLEUM INDIA LIMITED,CONFIDENCE LPG BOTTLING PRIVATE LIMITED,Promoter Group,2026-06-24,BUY,1120791.0,79609785.0,71.03000024090129,12545698,3.77%,13666489,4.11%,24-06-2026,24-06-2026,Market Purchase,29-Jun-2026 17:58:26,https://nsearchives.nseindia.com/corporate/ixbrl/IT_17510_20260629_175826218_WEB.html
CONFIPET,CONFIDENCE PETROLEUM INDIA LIMITED,CONFIDENCE LPG BOTTLING PRIVATE LIMITED,Promoter Group,2026-06-25,BUY,1400000.0,100632000.0,71.88,13666489,4.11%,15066489,4.53%,25-06-2026,25-06-2026,Market Purchase,30-Jun-2026 18:18:43,https://nsearchives.nseindia.com/corporate/ixbrl/IT_17510_20260630_181843632_WEB.html
CONFIPET,CONFIDENCE PETROLEUM INDIA LIMITED,Essenn LPG Bottling Private Limited,Promoter Group,2026-06-29,BUY,1048000.0,74932000.0,71.5,30437981,9.16%,31485981,9.48%,29-06-2026,29-06-2026,Market Purchase,02-Jul-2026 23:40:51,https://nsearchives.nseindia.com/corporate/ixbrl/IT_17510_20260702_234051087_WEB.html
CONFIPET,CONFIDENCE PETROLEUM INDIA LIMITED,CONFIDENCE LPG BOTTLING PRIVATE LIMITED,Promoter Group,2026-06-30,BUY,1387500.0,101592750.0,73.22,15066489,4.53%,16453989,4.95%,30-06-2026,30-06-2026,Market Purchase,24-Aug-2026 19:34:18,https://nsearchives.nseindia.com/corporate/ixbrl/IT_17510_20260824_193418510_WEB.html
CONFIPET,CONFIDENCE PETROLEUM INDIA LIMITED,Essenn LPG Bottling Private Limited,Promoter Group,2026-06-30,BUY,1026000.0,74939040.0,73.04,31485981,9.48%,32511981,9.79%,30-06-2026,30-06-2026,Market Purchase,02-Jul-2026 23:40:46,https://nsearchives.nseindia.com/corporate/ixbrl/IT_17510_20260702_234046215_WEB.html
CONFIPET,CONFIDENCE PETROLEUM INDIA LIMITED,CONFIDENCE LPG BOTTLING PRIVATE LIMITED,Promoter Group,2026-08-21,BUY,2772372.0,202734295.0,73.12665652372769,16453989,4.95%,19226361,5.79%,19-08-2026,21-08-2026,Market Purchase,24-Aug-2026 19:34:39,https://nsearchives.nseindia.com/corporate/ixbrl/IT_17510_20260824_193439888_WEB.html
CONFIPET,CONFIDENCE PETROLEUM INDIA LIMITED,CONFIDENCE LPG BOTTLING PRIVATE LIMITED,Promoter Group,2026-08-21,BUY,2772372.0,202734295.0,73.12665652372769,16453989,4.95%,19226361,5.79%,19-08-2026,21-08-2026,Market Purchase,24-Aug-2026 19:41:35,https://nsearchives.nseindia.com/corporate/ixbrl/IT_17510_20260824_194135252_WEB.html
