Date,Symbol,PromoterWeightedAvgBuyPrice
2026-09-07,APLLTD,
2026-09-08,APLLTD,
2026-09-09,APLLTD,
2026-09-10,APLLTD,
2026-09-11,APLLTD,
2026-09-15,APLLTD,
2026-09-16,APLLTD,
2026-09-17,APLLTD,
2026-09-18,APLLTD,
2026-07-16,ASAHISONG,
2026-07-17,ASAHISONG,
2026-07-20,ASAHISONG,
2026-07-21,ASAHISONG,
2026-07-22,ASAHISONG,
2026-07-23,ASAHISONG,
2026-07-24,ASAHISONG,
2026-07-27,ASAHISONG,
2026-07-28,ASAHISONG,
2026-07-29,ASAHISONG,
2026-07-30,ASAHISONG,
2026-07-31,ASAHISONG,
2026-08-03,ASAHISONG,
2026-08-04,ASAHISONG,
2026-08-05,ASAHISONG,
2026-08-06,ASAHISONG,
2026-08-07,ASAHISONG,
2026-08-10,ASAHISONG,
2026-08-11,ASAHISONG,338.1
2026-08-12,ASAHISONG,338.1
2026-08-13,ASAHISONG,338.1
2026-08-14,ASAHISONG,338.1
2026-08-17,ASAHISONG,338.1
2026-08-18,ASAHISONG,338.1
2026-08-19,ASAHISONG,338.1
2026-08-20,ASAHISONG,338.1
2026-08-21,ASAHISONG,338.1
2026-08-24,ASAHISONG,338.1
2026-08-25,ASAHISONG,338.1
2026-08-26,ASAHISONG,338.1
2026-08-28,ASAHISONG,338.1
2026-08-31,ASAHISONG,338.1
2026-09-01,ASAHISONG,338.1
2026-09-02,ASAHISONG,338.1
2026-09-03,ASAHISONG,338.1
2026-09-04,ASAHISONG,338.1
2026-09-07,ASAHISONG,338.1
2026-09-08,ASAHISONG,338.1
2026-09-09,ASAHISONG,338.1
2026-09-10,ASAHISONG,338.1
2026-09-11,ASAHISONG,338.1
2026-09-15,ASAHISONG,338.1
2026-09-16,ASAHISONG,338.1
2026-09-17,ASAHISONG,338.1
2026-09-18,ASAHISONG,338.1
2026-07-16,AVONMORE,
2026-07-17,AVONMORE,
2026-07-20,AVONMORE,
2026-07-21,AVONMORE,
2026-07-22,AVONMORE,
2026-07-23,AVONMORE,
2026-07-24,AVONMORE,
2026-07-27,AVONMORE,
2026-07-28,AVONMORE,
2026-07-29,AVONMORE,
2026-07-30,AVONMORE,
2026-07-31,AVONMORE,
2026-08-03,AVONMORE,
2026-08-04,AVONMORE,
2026-08-05,AVONMORE,
2026-08-06,AVONMORE,
2026-08-07,AVONMORE,
2026-08-10,AVONMORE,11.2871
2026-08-11,AVONMORE,11.3387
2026-08-12,AVONMORE,11.3491
2026-08-13,AVONMORE,11.3491
2026-08-14,AVONMORE,11.3491
2026-08-17,AVONMORE,11.3491
2026-08-18,AVONMORE,11.6103
2026-08-19,AVONMORE,11.736
2026-08-20,AVONMORE,11.844
2026-08-21,AVONMORE,11.9436
2026-08-24,AVONMORE,12.0491
2026-08-25,AVONMORE,12.096
2026-08-26,AVONMORE,12.2412
2026-08-28,AVONMORE,12.2702
2026-08-31,AVONMORE,12.3367
2026-09-01,AVONMORE,12.3448
2026-09-02,AVONMORE,12.3448
2026-09-03,AVONMORE,12.3762
2026-09-04,AVONMORE,12.4139
2026-09-07,AVONMORE,12.4578
2026-09-08,AVONMORE,12.5188
2026-09-09,AVONMORE,12.5556
2026-09-10,AVONMORE,12.6294
2026-09-11,AVONMORE,12.7365
2026-09-15,AVONMORE,12.8135
2026-09-16,AVONMORE,12.8193
2026-09-17,AVONMORE,12.8067
2026-09-18,AVONMORE,12.8067
2026-07-16,BERGEPAINT,
2026-07-17,BERGEPAINT,
2026-07-20,BERGEPAINT,
2026-07-21,BERGEPAINT,
2026-07-22,BERGEPAINT,
2026-07-23,BERGEPAINT,
2026-07-24,BERGEPAINT,
2026-07-27,BERGEPAINT,
2026-07-28,BERGEPAINT,
2026-07-29,BERGEPAINT,
2026-07-30,BERGEPAINT,
2026-07-31,BERGEPAINT,
2026-08-03,BERGEPAINT,
2026-08-04,BERGEPAINT,
2026-08-05,BERGEPAINT,
2026-08-06,BERGEPAINT,
2026-08-07,BERGEPAINT,
2026-08-10,BERGEPAINT,
2026-08-11,BERGEPAINT,
2026-08-12,BERGEPAINT,
2026-08-13,BERGEPAINT,
2026-08-14,BERGEPAINT,
2026-08-17,BERGEPAINT,
2026-08-18,BERGEPAINT,
2026-08-19,BERGEPAINT,
2026-08-20,BERGEPAINT,
2026-08-21,BERGEPAINT,
2026-08-24,BERGEPAINT,
2026-08-25,BERGEPAINT,
2026-08-26,BERGEPAINT,
2026-08-28,BERGEPAINT,
2026-08-31,BERGEPAINT,
2026-09-01,BERGEPAINT,
2026-09-02,BERGEPAINT,
2026-09-03,BERGEPAINT,
2026-09-04,BERGEPAINT,
2026-09-07,BERGEPAINT,489.5623
2026-09-08,BERGEPAINT,489.5623
2026-09-09,BERGEPAINT,489.5623
2026-09-10,BERGEPAINT,489.5623
2026-09-11,BERGEPAINT,489.5623
2026-09-15,BERGEPAINT,489.5623
2026-09-16,BERGEPAINT,489.5623
2026-09-17,BERGEPAINT,489.5623
2026-09-18,BERGEPAINT,489.5623
2026-07-16,BHAGERIA,
2026-07-17,BHAGERIA,
2026-07-20,BHAGERIA,
2026-07-21,BHAGERIA,
2026-07-22,BHAGERIA,
2026-07-23,BHAGERIA,
2026-07-24,BHAGERIA,
2026-07-27,BHAGERIA,
2026-07-28,BHAGERIA,
2026-07-29,BHAGERIA,
2026-07-30,BHAGERIA,
2026-07-31,BHAGERIA,
2026-08-03,BHAGERIA,
2026-08-04,BHAGERIA,
2026-08-05,BHAGERIA,
2026-08-06,BHAGERIA,
2026-08-07,BHAGERIA,
2026-08-10,BHAGERIA,
2026-08-11,BHAGERIA,
2026-08-12,BHAGERIA,
2026-08-13,BHAGERIA,
2026-08-14,BHAGERIA,
2026-08-17,BHAGERIA,
2026-08-18,BHAGERIA,
2026-08-19,BHAGERIA,
2026-08-20,BHAGERIA,204.6433
2026-08-21,BHAGERIA,205.3266
2026-08-24,BHAGERIA,209.0115
2026-08-25,BHAGERIA,213.9264
2026-08-26,BHAGERIA,215.9639
2026-08-28,BHAGERIA,215.9639
2026-08-31,BHAGERIA,215.9639
2026-09-01,BHAGERIA,215.9639
2026-09-02,BHAGERIA,215.9639
2026-09-03,BHAGERIA,215.9639
2026-09-04,BHAGERIA,215.9639
2026-09-07,BHAGERIA,215.9639
2026-09-08,BHAGERIA,215.9639
2026-09-09,BHAGERIA,215.9639
2026-09-10,BHAGERIA,215.9639
2026-09-11,BHAGERIA,215.9639
2026-09-15,BHAGERIA,215.9639
2026-09-16,BHAGERIA,215.9639
2026-09-17,BHAGERIA,215.9639
2026-09-18,BHAGERIA,215.9639
2026-07-16,BMWVENTLTD,
2026-07-17,BMWVENTLTD,
2026-07-20,BMWVENTLTD,
2026-07-21,BMWVENTLTD,
2026-07-22,BMWVENTLTD,
2026-07-23,BMWVENTLTD,
2026-07-24,BMWVENTLTD,
2026-07-27,BMWVENTLTD,
2026-07-28,BMWVENTLTD,
2026-07-29,BMWVENTLTD,
2026-07-30,BMWVENTLTD,
2026-07-31,BMWVENTLTD,
2026-08-03,BMWVENTLTD,
2026-08-04,BMWVENTLTD,
2026-08-05,BMWVENTLTD,60.0933
2026-08-06,BMWVENTLTD,60.1322
2026-08-07,BMWVENTLTD,60.1322
2026-08-10,BMWVENTLTD,60.1322
2026-08-11,BMWVENTLTD,60.1322
2026-08-12,BMWVENTLTD,60.1322
2026-08-13,BMWVENTLTD,60.1322
2026-08-14,BMWVENTLTD,60.1322
2026-08-17,BMWVENTLTD,60.1322
2026-08-18,BMWVENTLTD,60.1322
2026-08-19,BMWVENTLTD,60.1322
2026-08-20,BMWVENTLTD,60.1322
2026-08-21,BMWVENTLTD,60.1322
2026-08-24,BMWVENTLTD,60.1322
2026-08-25,BMWVENTLTD,60.1322
2026-08-26,BMWVENTLTD,60.1322
2026-08-28,BMWVENTLTD,60.1322
2026-08-31,BMWVENTLTD,60.1322
2026-09-01,BMWVENTLTD,60.1322
2026-09-02,BMWVENTLTD,60.1322
2026-09-03,BMWVENTLTD,60.1322
2026-09-04,BMWVENTLTD,60.1322
2026-09-07,BMWVENTLTD,60.1322
2026-09-08,BMWVENTLTD,60.1322
2026-09-09,BMWVENTLTD,60.1322
2026-09-10,BMWVENTLTD,60.1322
2026-09-11,BMWVENTLTD,60.1322
2026-09-15,BMWVENTLTD,60.1322
2026-09-16,BMWVENTLTD,60.1322
2026-09-17,BMWVENTLTD,60.1322
2026-09-18,BMWVENTLTD,60.1322
2026-07-16,CHEMBOND,
2026-07-17,CHEMBOND,
2026-07-20,CHEMBOND,
2026-07-21,CHEMBOND,
2026-07-22,CHEMBOND,
2026-07-23,CHEMBOND,
2026-07-24,CHEMBOND,
2026-07-27,CHEMBOND,
2026-07-28,CHEMBOND,
2026-07-29,CHEMBOND,
2026-07-30,CHEMBOND,
2026-07-31,CHEMBOND,
2026-08-03,CHEMBOND,
2026-08-04,CHEMBOND,
2026-08-05,CHEMBOND,
2026-08-06,CHEMBOND,
2026-08-07,CHEMBOND,
2026-08-10,CHEMBOND,
2026-08-11,CHEMBOND,
2026-08-12,CHEMBOND,
2026-08-13,CHEMBOND,
2026-08-14,CHEMBOND,
2026-08-17,CHEMBOND,
2026-08-18,CHEMBOND,
2026-08-19,CHEMBOND,
2026-08-20,CHEMBOND,
2026-08-21,CHEMBOND,
2026-08-24,CHEMBOND,
2026-08-25,CHEMBOND,
2026-08-26,CHEMBOND,
2026-08-28,CHEMBOND,
2026-08-31,CHEMBOND,
2026-09-01,CHEMBOND,
2026-09-02,CHEMBOND,
2026-09-03,CHEMBOND,170.4519
2026-09-04,CHEMBOND,170.4519
2026-09-07,CHEMBOND,170.4519
2026-09-08,CHEMBOND,170.4519
2026-09-09,CHEMBOND,170.4519
2026-09-10,CHEMBOND,170.4519
2026-09-11,CHEMBOND,170.4519
2026-09-15,CHEMBOND,170.4519
2026-09-16,CHEMBOND,170.4519
2026-09-17,CHEMBOND,170.4519
2026-09-18,CHEMBOND,170.4519
2026-07-16,CHEMBONDCH,
2026-07-17,CHEMBONDCH,
2026-07-20,CHEMBONDCH,
2026-07-21,CHEMBONDCH,
2026-07-22,CHEMBONDCH,
2026-07-23,CHEMBONDCH,
2026-07-24,CHEMBONDCH,
2026-07-27,CHEMBONDCH,
2026-07-28,CHEMBONDCH,
2026-07-29,CHEMBONDCH,
2026-07-30,CHEMBONDCH,
2026-07-31,CHEMBONDCH,
2026-08-03,CHEMBONDCH,
2026-08-04,CHEMBONDCH,
2026-08-05,CHEMBONDCH,
2026-08-06,CHEMBONDCH,230.0
2026-08-07,CHEMBONDCH,230.0
2026-08-10,CHEMBONDCH,230.0
2026-08-11,CHEMBONDCH,230.0
2026-08-12,CHEMBONDCH,230.0
2026-08-13,CHEMBONDCH,230.0
2026-08-14,CHEMBONDCH,230.0
2026-08-17,CHEMBONDCH,230.0
2026-08-18,CHEMBONDCH,230.0
2026-08-19,CHEMBONDCH,230.0
2026-08-20,CHEMBONDCH,230.0
2026-08-21,CHEMBONDCH,230.0
2026-08-24,CHEMBONDCH,230.0
2026-08-25,CHEMBONDCH,238.0921
2026-08-26,CHEMBONDCH,238.0921
2026-08-28,CHEMBONDCH,238.0921
2026-08-31,CHEMBONDCH,238.0921
2026-09-01,CHEMBONDCH,238.0921
2026-09-02,CHEMBONDCH,238.0921
2026-09-03,CHEMBONDCH,238.0921
2026-09-04,CHEMBONDCH,238.0921
2026-09-07,CHEMBONDCH,238.0921
2026-09-08,CHEMBONDCH,238.0921
2026-09-09,CHEMBONDCH,238.0921
2026-09-10,CHEMBONDCH,238.0921
2026-09-11,CHEMBONDCH,238.0921
2026-09-15,CHEMBONDCH,238.0921
2026-09-16,CHEMBONDCH,238.0921
2026-09-17,CHEMBONDCH,238.0921
2026-09-18,CHEMBONDCH,238.0921
2026-07-16,CONFIPET,
2026-07-17,CONFIPET,
2026-07-20,CONFIPET,
2026-07-21,CONFIPET,
2026-07-22,CONFIPET,
2026-07-23,CONFIPET,
2026-07-24,CONFIPET,
2026-07-27,CONFIPET,
2026-07-28,CONFIPET,
2026-07-29,CONFIPET,
2026-07-30,CONFIPET,
2026-07-31,CONFIPET,
2026-08-03,CONFIPET,
2026-08-04,CONFIPET,
2026-08-05,CONFIPET,
2026-08-06,CONFIPET,
2026-08-07,CONFIPET,
2026-08-10,CONFIPET,
2026-08-11,CONFIPET,
2026-08-12,CONFIPET,
2026-08-13,CONFIPET,
2026-08-14,CONFIPET,
2026-08-17,CONFIPET,
2026-08-18,CONFIPET,
2026-08-19,CONFIPET,
2026-08-20,CONFIPET,
2026-08-21,CONFIPET,73.1267
2026-08-24,CONFIPET,73.0608
2026-08-25,CONFIPET,73.0608
2026-08-26,CONFIPET,73.9145
2026-08-28,CONFIPET,73.9145
2026-08-31,CONFIPET,73.9145
2026-09-01,CONFIPET,73.9145
2026-09-02,CONFIPET,73.9145
2026-09-03,CONFIPET,73.9145
2026-09-04,CONFIPET,73.9145
2026-09-07,CONFIPET,73.9145
2026-09-08,CONFIPET,73.9145
2026-09-09,CONFIPET,76.7059
2026-09-10,CONFIPET,76.7059
2026-09-11,CONFIPET,76.7059
2026-09-15,CONFIPET,76.7059
2026-09-16,CONFIPET,76.7059
2026-09-17,CONFIPET,76.7059
2026-09-18,CONFIPET,76.7059
2026-07-16,DIAMONDYD,
2026-07-17,DIAMONDYD,
2026-07-20,DIAMONDYD,
2026-07-21,DIAMONDYD,
2026-07-22,DIAMONDYD,
2026-07-23,DIAMONDYD,
2026-07-24,DIAMONDYD,
2026-07-27,DIAMONDYD,
2026-07-28,DIAMONDYD,
2026-07-29,DIAMONDYD,
2026-07-30,DIAMONDYD,
2026-07-31,DIAMONDYD,
2026-08-03,DIAMONDYD,
2026-08-04,DIAMONDYD,
2026-08-05,DIAMONDYD,1169.99
2026-08-06,DIAMONDYD,1169.8164
2026-08-07,DIAMONDYD,1175.3262
2026-08-10,DIAMONDYD,1175.3262
2026-08-11,DIAMONDYD,1175.3262
2026-08-12,DIAMONDYD,1175.3262
2026-08-13,DIAMONDYD,1175.3262
2026-08-14,DIAMONDYD,1175.3262
2026-08-17,DIAMONDYD,1175.3262
2026-08-18,DIAMONDYD,1175.3262
2026-08-19,DIAMONDYD,1175.3262
2026-08-20,DIAMONDYD,1175.3262
2026-08-21,DIAMONDYD,1175.3262
2026-08-24,DIAMONDYD,1175.3262
2026-08-25,DIAMONDYD,1175.3262
2026-08-26,DIAMONDYD,1175.3262
2026-08-28,DIAMONDYD,1175.3262
2026-08-31,DIAMONDYD,1175.3262
2026-09-01,DIAMONDYD,1175.3262
2026-09-02,DIAMONDYD,1175.3262
2026-09-03,DIAMONDYD,1175.3262
2026-09-04,DIAMONDYD,1175.3262
2026-09-07,DIAMONDYD,1175.3262
2026-09-08,DIAMONDYD,1175.3262
2026-09-09,DIAMONDYD,1175.3262
2026-09-10,DIAMONDYD,1175.3262
2026-09-11,DIAMONDYD,1175.3262
2026-09-15,DIAMONDYD,1175.3262
2026-09-16,DIAMONDYD,1175.3262
2026-09-17,DIAMONDYD,1175.3262
2026-09-18,DIAMONDYD,1175.3262
2026-07-16,DOLLAR,
2026-07-17,DOLLAR,
2026-07-20,DOLLAR,
2026-07-21,DOLLAR,
2026-07-22,DOLLAR,
2026-07-23,DOLLAR,
2026-07-24,DOLLAR,
2026-07-27,DOLLAR,
2026-07-28,DOLLAR,
2026-07-29,DOLLAR,
2026-07-30,DOLLAR,
2026-07-31,DOLLAR,
2026-08-03,DOLLAR,
2026-08-04,DOLLAR,
2026-08-05,DOLLAR,
2026-08-06,DOLLAR,
2026-08-07,DOLLAR,
2026-08-10,DOLLAR,
2026-08-11,DOLLAR,
2026-08-12,DOLLAR,
2026-08-13,DOLLAR,
2026-08-14,DOLLAR,
2026-08-17,DOLLAR,
2026-08-18,DOLLAR,
2026-08-19,DOLLAR,
2026-08-20,DOLLAR,
2026-08-21,DOLLAR,
2026-08-24,DOLLAR,
2026-08-25,DOLLAR,
2026-08-26,DOLLAR,
2026-08-28,DOLLAR,
2026-08-31,DOLLAR,
2026-09-01,DOLLAR,
2026-09-02,DOLLAR,
2026-09-03,DOLLAR,
2026-09-04,DOLLAR,
2026-09-07,DOLLAR,
2026-09-08,DOLLAR,
2026-09-09,DOLLAR,
2026-09-10,DOLLAR,
2026-09-11,DOLLAR,
2026-09-15,DOLLAR,
2026-09-16,DOLLAR,
2026-09-17,DOLLAR,
2026-09-18,DOLLAR,
2026-07-16,EIEL,
2026-07-17,EIEL,
2026-07-20,EIEL,
2026-07-21,EIEL,
2026-07-22,EIEL,
2026-07-23,EIEL,
2026-07-24,EIEL,
2026-07-27,EIEL,
2026-07-28,EIEL,
2026-07-29,EIEL,
2026-07-30,EIEL,
2026-07-31,EIEL,
2026-08-03,EIEL,
2026-08-04,EIEL,
2026-08-05,EIEL,
2026-08-06,EIEL,
2026-08-07,EIEL,
2026-08-10,EIEL,
2026-08-11,EIEL,
2026-08-12,EIEL,
2026-08-13,EIEL,
2026-08-14,EIEL,
2026-08-17,EIEL,
2026-08-18,EIEL,
2026-08-19,EIEL,
2026-08-20,EIEL,
2026-08-21,EIEL,
2026-08-24,EIEL,
2026-08-25,EIEL,
2026-08-26,EIEL,
2026-08-28,EIEL,
2026-08-31,EIEL,196.0
2026-09-01,EIEL,192.8739
2026-09-02,EIEL,191.8685
2026-09-03,EIEL,191.8685
2026-09-04,EIEL,191.8685
2026-09-07,EIEL,191.8685
2026-09-08,EIEL,191.8685
2026-09-09,EIEL,191.8685
2026-09-10,EIEL,191.8685
2026-09-11,EIEL,191.8685
2026-09-15,EIEL,191.8685
2026-09-16,EIEL,191.8685
2026-09-17,EIEL,191.8685
2026-09-18,EIEL,191.8685
2026-07-16,GANDHAR,
2026-07-17,GANDHAR,
2026-07-20,GANDHAR,
2026-07-21,GANDHAR,
2026-07-22,GANDHAR,
2026-07-23,GANDHAR,
2026-07-24,GANDHAR,
2026-07-27,GANDHAR,
2026-07-28,GANDHAR,
2026-07-29,GANDHAR,
2026-07-30,GANDHAR,
2026-07-31,GANDHAR,
2026-08-03,GANDHAR,
2026-08-04,GANDHAR,
2026-08-05,GANDHAR,
2026-08-06,GANDHAR,
2026-08-07,GANDHAR,
2026-08-10,GANDHAR,
2026-08-11,GANDHAR,
2026-08-12,GANDHAR,
2026-08-13,GANDHAR,
2026-08-14,GANDHAR,
2026-08-17,GANDHAR,
2026-08-18,GANDHAR,
2026-08-19,GANDHAR,
2026-08-20,GANDHAR,
2026-08-21,GANDHAR,
2026-08-24,GANDHAR,
2026-08-25,GANDHAR,
2026-08-26,GANDHAR,
2026-08-28,GANDHAR,
2026-08-31,GANDHAR,
2026-09-01,GANDHAR,
2026-09-02,GANDHAR,
2026-09-03,GANDHAR,
2026-09-04,GANDHAR,
2026-09-07,GANDHAR,267.3211
2026-09-08,GANDHAR,265.5601
2026-09-09,GANDHAR,265.5601
2026-09-10,GANDHAR,265.5601
2026-09-11,GANDHAR,265.5601
2026-09-15,GANDHAR,265.5601
2026-09-16,GANDHAR,265.5601
2026-09-17,GANDHAR,265.5601
2026-09-18,GANDHAR,265.5601
2026-07-16,GANESHCP,
2026-07-17,GANESHCP,
2026-07-20,GANESHCP,
2026-07-21,GANESHCP,
2026-07-22,GANESHCP,
2026-07-23,GANESHCP,
2026-07-24,GANESHCP,
2026-07-27,GANESHCP,
2026-07-28,GANESHCP,
2026-07-29,GANESHCP,
2026-07-30,GANESHCP,
2026-07-31,GANESHCP,
2026-08-03,GANESHCP,
2026-08-04,GANESHCP,
2026-08-05,GANESHCP,
2026-08-06,GANESHCP,
2026-08-07,GANESHCP,
2026-08-10,GANESHCP,
2026-08-11,GANESHCP,
2026-08-12,GANESHCP,
2026-08-13,GANESHCP,
2026-08-14,GANESHCP,
2026-08-17,GANESHCP,
2026-08-18,GANESHCP,
2026-08-19,GANESHCP,
2026-08-20,GANESHCP,
2026-08-21,GANESHCP,
2026-08-24,GANESHCP,
2026-08-25,GANESHCP,165.2664
2026-08-26,GANESHCP,165.2664
2026-08-28,GANESHCP,165.2664
2026-08-31,GANESHCP,165.2664
2026-09-01,GANESHCP,165.2664
2026-09-02,GANESHCP,165.996
2026-09-03,GANESHCP,165.996
2026-09-04,GANESHCP,165.996
2026-09-07,GANESHCP,165.996
2026-09-08,GANESHCP,165.996
2026-09-09,GANESHCP,165.996
2026-09-10,GANESHCP,165.996
2026-09-11,GANESHCP,165.996
2026-09-15,GANESHCP,165.996
2026-09-16,GANESHCP,165.996
2026-09-17,GANESHCP,165.996
2026-09-18,GANESHCP,165.996
2026-07-16,GOKUL,
2026-07-17,GOKUL,
2026-07-20,GOKUL,
2026-07-21,GOKUL,
2026-07-22,GOKUL,
2026-07-23,GOKUL,
2026-07-24,GOKUL,
2026-07-27,GOKUL,
2026-07-28,GOKUL,
2026-07-29,GOKUL,
2026-07-30,GOKUL,
2026-07-31,GOKUL,
2026-08-03,GOKUL,
2026-08-04,GOKUL,
2026-08-05,GOKUL,
2026-08-06,GOKUL,
2026-08-07,GOKUL,
2026-08-10,GOKUL,
2026-08-11,GOKUL,
2026-08-12,GOKUL,
2026-08-13,GOKUL,
2026-08-14,GOKUL,
2026-08-17,GOKUL,
2026-08-18,GOKUL,
2026-08-19,GOKUL,
2026-08-20,GOKUL,40.5378
2026-08-21,GOKUL,42.0279
2026-08-24,GOKUL,43.4694
2026-08-25,GOKUL,43.4721
2026-08-26,GOKUL,43.4955
2026-08-28,GOKUL,43.4955
2026-08-31,GOKUL,43.4955
2026-09-01,GOKUL,42.8439
2026-09-02,GOKUL,42.0869
2026-09-03,GOKUL,42.0869
2026-09-04,GOKUL,42.0869
2026-09-07,GOKUL,42.0869
2026-09-08,GOKUL,42.0869
2026-09-09,GOKUL,42.0869
2026-09-10,GOKUL,42.0869
2026-09-11,GOKUL,42.0869
2026-09-15,GOKUL,42.0869
2026-09-16,GOKUL,42.0869
2026-09-17,GOKUL,42.0869
2026-09-18,GOKUL,42.0869
2026-07-16,GRMOVER,
2026-07-17,GRMOVER,
2026-07-20,GRMOVER,
2026-07-21,GRMOVER,
2026-07-22,GRMOVER,
2026-07-23,GRMOVER,
2026-07-24,GRMOVER,
2026-07-27,GRMOVER,
2026-07-28,GRMOVER,
2026-07-29,GRMOVER,
2026-07-30,GRMOVER,
2026-07-31,GRMOVER,
2026-08-03,GRMOVER,
2026-08-04,GRMOVER,
2026-08-05,GRMOVER,
2026-08-06,GRMOVER,
2026-08-07,GRMOVER,
2026-08-10,GRMOVER,
2026-08-11,GRMOVER,
2026-08-12,GRMOVER,
2026-08-13,GRMOVER,
2026-08-14,GRMOVER,
2026-08-17,GRMOVER,
2026-08-18,GRMOVER,
2026-08-19,GRMOVER,
2026-08-20,GRMOVER,
2026-08-21,GRMOVER,
2026-08-24,GRMOVER,
2026-08-25,GRMOVER,
2026-08-26,GRMOVER,
2026-08-28,GRMOVER,
2026-08-31,GRMOVER,
2026-09-01,GRMOVER,
2026-09-02,GRMOVER,
2026-09-03,GRMOVER,
2026-09-04,GRMOVER,
2026-09-07,GRMOVER,
2026-09-08,GRMOVER,
2026-09-09,GRMOVER,
2026-09-10,GRMOVER,
2026-09-11,GRMOVER,
2026-09-15,GRMOVER,
2026-09-16,GRMOVER,
2026-09-17,GRMOVER,
2026-09-18,GRMOVER,
2026-07-16,HEXAGON,
2026-07-17,HEXAGON,
2026-07-20,HEXAGON,
2026-07-21,HEXAGON,
2026-07-22,HEXAGON,
2026-07-23,HEXAGON,
2026-07-24,HEXAGON,
2026-07-27,HEXAGON,
2026-07-28,HEXAGON,
2026-07-29,HEXAGON,
2026-07-30,HEXAGON,
2026-07-31,HEXAGON,
