Symbol,CompanyName,ValuePurchased,ReportedBuyQty,ReportedBuyTxn,acqtoDt,TotalQty,NumBuyTxn,PricedValuePurchased,AvgPrice,MissingValueQty,MissingValueTxn,ValueCr,MarketBuyValue,MarketSellValue,NetBuyValue,SellBuyRatioPct,HasMarketSell,SellBuyExclusion,HasPledging,LastPrice,PromoHolding,DMA50,DMA200,SixMonthReturn,PriceDiffPct,AbsDiffPct,MarketCapCr,PE,RevGrowthPct,EBITDAGrowthPct,PATGrowthPct,EPSGrowthPct,ROCEPct,DE_Ratio,OCFPositive,OPMPct,PromoConvictionPct,ScorePromo,ScoreFund,ScoreTech,ScoreRisk,Score,Category
AEROENTER,AEROFLEX ENTERPRISES LIMITED,89594180.0,847500.0,5,17-06-2026,847500.0,5,89594180.0,105.72,0.0,0,8.96,89594180.0,0.0,89594180.0,0.0,False,False,False,143.39,51.59,129.32,97.36,82.8,35.6,35.6,1582.0,15.8,152.0,-23.0,955.0,8.07,3.05,0.0,False,-831.0,0.566,20,15,30,-2,63,Buy on Breakout
ALEMBICLTD,Alembic Limited,83944449.0,916200.0,4,01-09-2026,916200.0,4,83944449.0,91.62,0.0,0,8.39,83944449.0,0.0,83944449.0,0.0,False,False,False,98.85,70.88,90.6,92.0,7.3,7.9,7.9,2555.0,20.9,8.0,14.0,-14.0,0.57,16.9,0.01,True,30.0,0.328,25,13,25,0,63,Buy on Breakout
GANESHCP,GANESH CONSUMER PRODUCTS LIMITED,80725037.0,401200.0,6,25-08-2026,401200.0,6,80725037.0,201.21,0.0,0,8.07,80725037.0,0.0,80725037.0,0.0,False,False,False,168.2,64.08,176.27,199.59,2.4,-16.4,16.4,677.0,14.9,-1.0,21.0,45.0,3.1,19.4,0.07,True,11.0,1.192,20,25,5,0,50,Buy on Breakout
PNGSREVA,PNGS REVA DIAMOND JEWELLERY LIMITED,80168880.0,210238.0,4,25-06-2026,205238.0,3,80168880.0,390.61,5000.0,1,8.02,80168880.0,0.0,80168880.0,0.0,False,False,False,511.25,63.09,468.45,,24.2,30.9,30.9,1641.0,19.4,581.0,34.0,881.0,8.58,22.0,0.33,False,29.0,0.489,20,24,20,0,64,Buy on Breakout
APLLTD,Alembic Pharmaceuticals Limited,76922116.0,103110.0,3,18-06-2026,103110.0,3,76922116.0,746.02,0.0,0,7.69,76922116.0,0.0,76922116.0,0.0,False,False,False,843.85,69.61,819.41,791.49,14.0,13.1,13.1,16287.0,20.7,16.0,346.0,88.0,10.02,12.3,0.21,True,19.0,0.047,20,26,30,0,76,Strong Buy Setup
AJMERA,AJMERA REALTY & INFRA INDIA LIMITED,73623440.0,641000.0,4,04-06-2026,641000.0,4,73623440.0,114.86,0.0,0,7.36,73623440.0,0.0,73623440.0,0.0,False,False,False,115.67,69.74,125.35,318.92,-12.2,0.7,0.7,2244.0,19.3,18.0,46.0,-4.0,1.17,14.2,0.46,False,38.0,0.328,25,13,5,0,43,Watchlist
THANGAMAYL,THANGAMAIYL JEWELLERY LIMITED,72054758.0,13860.0,6,31-08-2026,13860.0,6,72054758.0,5198.76,0.0,0,7.21,72054758.0,0.0,72054758.0,0.0,False,False,False,5311.5,67.16,5877.56,4295.56,38.6,2.2,2.2,16334.0,41.6,83.0,145.0,264.0,27.38,25.5,0.64,True,5.0,0.044,20,32,20,0,72,Strong Buy Setup
NIITMTS,NIIT Learning Systems Limited,69880862.0,312588.0,6,09-06-2026,312588.0,6,69880862.0,223.56,0.0,0,6.99,69880862.0,0.0,69880862.0,0.0,False,False,False,230.16,34.84,237.47,307.73,-32.2,3.0,3.0,3091.0,25.8,6.0,22.0,-8.0,2.06,18.3,0.03,True,16.0,0.226,15,18,5,0,38,Fundamental Watch
PREMIERPOL,PREMIER POLYFILM LIMITED,61889179.0,1109453.0,6,17-06-2026,1109453.0,6,61889179.0,55.78,0.0,0,6.19,61889179.0,5525660.0,56363519.0,8.93,True,False,False,90.44,67.46,74.77,57.2,68.1,62.1,62.1,932.0,26.7,19.0,13.52,34.0,0.87,30.8,0.0,True,15.38,0.664,23,25,30,0,78,Strong Buy Setup
STEL,STEL HOLDINGS LIMITED,57951713.0,100267.0,40,27-08-2026,100267.0,40,57951713.0,577.97,0.0,0,5.8,57951713.0,0.0,57951713.0,0.0,False,False,False,623.1,64.68,573.96,506.88,27.3,7.8,7.8,1118.0,57.0,21.0,-0.11,23.0,-0.07,1.58,-0.0,False,-110.0,0.519,20,15,30,-2,63,Buy on Breakout
AURUM,Aurum PropTech Limited,56754499.0,295000.0,14,29-06-2026,295000.0,14,56754499.0,192.39,0.0,0,5.68,56754499.0,0.0,56754499.0,0.0,False,False,False,223.93,50.34,226.72,189.76,24.1,16.4,16.4,1621.0,251.0,-48.0,-3.0,2250.0,6.59,1.28,0.01,False,-5760.0,0.35,20,10,25,-5,50,Buy on Breakout
HCLTECH,HCL Technologies Limited,52192113.0,47261.0,1,12-06-2026,47261.0,1,52192113.0,1104.34,0.0,0,5.22,52192113.0,0.0,52192113.0,0.0,False,False,False,1351.4,60.82,1254.09,1394.31,-1.9,22.4,22.4,361189.0,19.9,7.0,4158.0,44.0,25.89,53.4,0.04,True,29.0,0.001,12,30,10,0,52,Buy on Breakout
NAVA,NAVA LIMITED,49921170.0,88000.0,2,26-08-2026,88000.0,2,49921170.0,567.29,0.0,0,4.99,49921170.0,0.0,49921170.0,0.0,False,False,False,563.6,48.85,580.67,583.37,-3.4,-0.7,0.7,15805.0,22.6,18.0,152.0,61.0,9.39,16.5,0.01,True,29.0,0.032,12,30,0,0,42,Watchlist
NCLIND,NCL INDUSTRIES LIMITED,48480065.0,275209.0,32,31-08-2026,275209.0,32,48480065.0,176.16,0.0,0,4.85,48480065.0,0.0,48480065.0,0.0,False,False,False,174.15,44.48,181.79,185.26,-5.1,-1.1,1.1,791.0,6.39,4.0,40.0,191.0,3.81,14.6,0.25,True,12.0,0.613,20,21,0,0,41,Watchlist
PARADEEP,PARADEEP PHOSPHATES LIMITED,44772143.0,325273.0,4,19-08-2026,325273.0,4,44772143.0,137.64,0.0,0,4.48,44772143.0,0.0,44772143.0,0.0,False,False,False,157.51,56.08,145.53,136.82,35.4,14.4,14.4,16107.0,14.8,28.0,720.0,14.0,3.78,15.4,1.02,False,12.0,0.028,15,14,30,0,59,Buy on Breakout
LIBERTSHOE,LIBERTY SHOES LIMITED,34642450.0,135000.0,7,19-08-2026,135000.0,7,34642450.0,256.61,0.0,0,3.46,34642450.0,2774200.0,31868250.0,8.01,True,False,False,239.45,58.5,257.92,258.93,-1.0,-6.7,6.7,401.0,47.0,6.0,13.51,-39.0,0.4,7.91,0.71,True,7.95,0.863,18,6,0,0,24,Avoid
GEMAROMA,Gem Aromatics Limited,34481167.0,228760.0,2,04-06-2026,228760.0,2,34481167.0,150.73,0.0,0,3.45,34481167.0,0.0,34481167.0,0.0,False,False,False,166.69,55.06,183.16,171.91,-15.1,10.6,10.6,855.0,31.1,-22.0,8.51,-44.0,1.39,9.1,0.19,True,10.25,0.404,17,9,15,0,41,Watchlist
KCP,KCP LIMITED,33608678.0,208674.0,8,30-06-2026,208674.0,8,33608678.0,161.06,0.0,0,3.36,33608678.0,5240000.0,28368678.0,15.59,True,False,False,167.89,43.93,164.67,167.4,4.0,4.2,4.2,2139.0,18.1,10.0,18.51,186.0,0.04,14.3,0.49,True,4.76,0.157,13,21,20,-2,52,Buy on Breakout
RGL,Renaissance Global Limited,30063761.0,297965.0,2,11-06-2026,297965.0,2,30063761.0,100.9,0.0,0,3.01,30063761.0,0.0,30063761.0,0.0,False,False,False,136.96,69.56,121.96,115.45,6.8,35.7,35.7,1474.0,51.4,7.0,22.0,0.0,0.95,5.28,0.52,True,5.0,0.204,17,11,30,0,58,Buy on Breakout
BAJAJHCARE,BAJAJ HEALTHCARE LIMITED,29730147.0,100000.0,1,12-06-2026,100000.0,1,29730147.0,297.3,0.0,0,2.97,29730147.0,0.0,29730147.0,0.0,False,False,False,329.0,67.69,334.4,348.71,-3.1,10.7,10.7,1098.0,19.5,12.0,29.0,20.0,4.07,11.5,0.47,True,17.0,0.27,22,21,5,0,48,Watchlist
ASHAPURMIN,ASHAPURA MINECHEM LIMITED,29200553.0,50000.0,2,27-08-2026,50000.0,2,29200553.0,584.01,0.0,0,2.92,29200553.0,0.0,29200553.0,0.0,False,False,False,555.5,45.33,655.29,660.08,1.6,-4.9,4.9,5267.0,34.9,9.0,33.0,67.0,2.59,36.6,0.12,True,30.0,0.055,12,25,5,0,42,Watchlist
SESHAPAPER,SESHASAYEE PAPER AND BOARDS LIMITED,27753590.0,122664.0,4,30-07-2026,122664.0,4,27753590.0,226.26,0.0,0,2.78,27753590.0,0.0,27753590.0,0.0,False,False,False,232.52,42.78,227.88,242.1,-15.7,2.8,2.8,1452.0,17.2,6.0,44.0,1.0,5.33,5.09,0.0,True,9.0,0.191,15,14,10,0,39,Fundamental Watch
SINCLAIR,SINCLAIRS HOTELS LIMITED,26427112.0,343285.0,5,28-08-2026,343285.0,5,26427112.0,76.98,0.0,0,2.64,26427112.0,0.0,26427112.0,0.0,False,False,False,82.91,62.78,75.88,78.28,12.1,7.7,7.7,424.0,39.4,21.0,8.39,-19.0,1.54,8.73,0.28,True,41.64,0.623,20,14,25,0,59,Buy on Breakout
MANINFRA,MAN INFRACONSTRUCTION LIMITED,26297500.0,250000.0,1,25-06-2026,250000.0,1,26297500.0,105.19,0.0,0,2.63,26297500.0,0.0,26297500.0,0.0,False,False,False,124.56,67.15,106.06,112.27,17.3,18.4,18.4,4933.0,32.2,-25.0,71.0,-11.0,1.48,10.7,-0.0,True,69.0,0.053,17,14,20,0,51,Buy on Breakout
LAOPALA,LA OPALA RG LIMITED,26086669.0,150000.0,3,08-06-2026,150000.0,3,26086669.0,173.91,0.0,0,2.61,26086669.0,0.0,26086669.0,0.0,False,False,False,173.3,65.64,183.62,190.35,-14.5,-0.4,0.4,1891.0,20.0,-3.0,26.0,-4.0,2.36,14.2,0.01,True,36.0,0.138,20,14,0,0,34,Fundamental Watch
LANDMARK,Landmark Cars Limited,20373286.0,53600.0,6,10-06-2026,53600.0,6,20373286.0,380.1,0.0,0,2.04,20373286.0,0.0,20373286.0,0.0,False,False,False,505.95,52.87,500.24,449.77,21.5,33.1,33.1,2042.0,45.8,26.0,26.0,-1.0,2.8,9.59,0.19,True,14.0,0.1,15,19,30,0,64,Buy on Breakout
NINSYS,Nintec Systems Limited,20039124.0,26000.0,17,30-06-2026,26000.0,17,20039124.0,770.74,0.0,0,2.0,20039124.0,0.0,20039124.0,0.0,False,False,False,710.35,47.23,798.18,531.9,125.7,-7.8,7.8,1327.0,45.1,17.0,10.62,17.0,4.44,50.3,0.02,True,41.45,0.151,15,25,15,0,55,Buy on Breakout
GANDHAR,GANDHAR OIL REFINERY (INDIA) LIMITED,19941912.0,125738.0,3,16-06-2026,125738.0,3,19941912.0,158.6,0.0,0,1.99,19941912.0,0.0,19941912.0,0.0,False,False,False,261.8,64.63,226.33,165.06,86.3,65.1,65.1,2604.0,8.97,36.0,249.0,301.0,18.27,15.5,0.07,True,16.0,0.076,15,35,30,0,80,Strong Buy Setup
OBCL,OBCL LIMITED,19927150.0,372556.0,8,25-08-2026,372556.0,8,19927150.0,53.49,0.0,0,1.99,19927150.0,0.0,19927150.0,0.0,False,False,False,55.04,67.23,54.18,55.11,0.1,2.9,2.9,115.0,,6.0,2.47,-3779.0,-0.05,-1.26,0.8,True,3.0,1.73,25,6,15,-2,44,Watchlist
NURECA,NURECA LIMITED,17377888.0,55287.0,11,28-08-2026,55287.0,11,17377888.0,314.32,0.0,0,1.74,17377888.0,0.0,17377888.0,0.0,False,False,False,339.0,63.24,293.83,277.03,16.5,7.9,7.9,320.0,147.0,22.0,2.45,264.0,2.55,2.07,0.01,False,6.06,0.544,20,15,30,-3,62,Buy on Breakout
CSLFINANCE,CSL Finance Limited,17100047.0,198424.0,17,28-08-2026,90030.0,9,17100047.0,189.94,108394.0,8,1.71,17100047.0,0.0,17100047.0,0.0,False,False,False,236.92,47.71,221.83,250.38,-9.4,24.7,24.7,534.0,6.14,19.0,,16.0,9.72,14.5,1.38,False,,0.32,20,12,15,0,47,Watchlist
EUROPRATIK,Euro Pratik Sales Limited,16441764.0,63815.0,1,29-05-2026,63815.0,1,16441764.0,257.65,0.0,0,1.64,16441764.0,0.0,16441764.0,0.0,False,False,False,259.35,70.09,293.68,277.19,2.2,0.7,0.7,2695.0,46.9,-3.0,11.0,3.0,1.05,29.6,0.03,True,24.0,0.061,17,13,15,0,45,Watchlist
PKTEA,THE PERIA KARAMALAI TEA & PRODUCE COMPANY LIMITED,16116903.0,22454.0,3,20-08-2026,22454.0,3,16116903.0,717.77,0.0,0,1.61,16116903.0,0.0,16116903.0,0.0,False,False,False,739.5,61.71,730.45,761.02,-5.6,3.0,3.0,223.0,,9.0,11.91,-184.0,31.98,0.27,0.1,True,57.93,0.722,20,14,10,0,44,Watchlist
DBOL,Dhampur Bio Organics Limited,15157366.0,137268.0,6,06-08-2026,137268.0,6,15157366.0,110.42,0.0,0,1.52,15157366.0,0.0,15157366.0,0.0,False,False,False,126.76,50.45,113.98,101.45,25.8,14.8,14.8,850.0,34.9,2.0,11.0,618.0,5.78,4.95,1.03,True,2.0,0.179,15,13,30,-2,56,Buy on Breakout
DOLLAR,DOLLAR INDUSTRIES LIMITED,14833500.0,55000.0,1,24-06-2026,55000.0,1,14833500.0,269.7,0.0,0,1.48,14833500.0,0.0,14833500.0,0.0,False,False,False,266.6,73.09,268.2,293.62,-7.5,-1.1,1.1,1500.0,13.6,6.0,46.0,18.0,4.31,13.6,0.28,True,12.0,0.099,17,21,0,0,38,Fundamental Watch
AVONMORE,AVONMORE CAPITAL & MANAGEMENT SERVICES LIMITED,14765188.0,1189885.0,14,01-09-2026,1189885.0,14,14765188.0,12.41,0.0,0,1.48,14765188.0,0.0,14765188.0,0.0,False,False,False,13.34,69.12,11.16,13.51,-11.1,7.5,7.5,370.0,1192.0,-61.0,,-98.0,0.01,2.46,0.44,True,,0.4,25,9,15,-3,46,Watchlist
STANLEY,STANLEY LIFESTYLES LIMITED,14688935.0,101000.0,1,03-06-2026,101000.0,1,14688935.0,145.44,0.0,0,1.47,14688935.0,0.0,14688935.0,0.0,False,False,False,137.72,56.81,149.03,168.59,-15.8,-5.3,5.3,772.0,80.9,-7.0,5.15,-56.0,0.67,4.4,0.2,True,9.33,0.19,12,9,0,-3,18,Avoid
MOTOGENFIN,THE MOTOR & GENERAL FINANCE LIMITED,13413150.0,460229.0,15,25-06-2026,460229.0,15,13413150.0,29.14,0.0,0,1.34,13413150.0,0.0,13413150.0,0.0,False,False,False,28.03,69.03,27.33,24.62,34.8,-3.8,3.8,108.0,77.4,-1.0,0.4,26.0,0.59,-0.18,0.0,False,21.51,1.241,25,10,20,-3,52,Buy on Breakout
MBEL,M & B Engineering Limited,12860369.0,44000.0,4,16-06-2026,44000.0,4,12860369.0,292.28,0.0,0,1.29,12860369.0,0.0,12860369.0,0.0,False,False,False,265.6,70.45,297.01,322.67,-12.3,-9.1,9.1,1507.0,19.1,13.0,21.0,-4.0,2.56,19.9,0.13,False,8.0,0.086,20,12,0,0,32,Fundamental Watch
VIVIANA,VIVIANA POWER TECH LIMITED,12408320.0,15222.0,3,29-06-2026,15222.0,3,12408320.0,815.16,0.0,0,1.24,12408320.0,0.0,12408320.0,0.0,False,False,False,740.55,73.2,746.15,,-18.5,-9.2,9.2,755.0,13.7,185.0,11.55,204.0,6.84,50.7,0.81,True,16.07,0.164,20,22,0,0,42,Watchlist
CHEMBONDCH,CHEMBOND CHEMICALS LIMITED,11080000.0,45500.0,3,25-08-2026,45500.0,3,11080000.0,243.52,0.0,0,1.11,11080000.0,0.0,11080000.0,0.0,False,False,False,267.6,67.65,247.72,179.09,77.0,9.9,9.9,742.0,62.0,3.0,2.99,97.0,1.0,11.6,0.0,True,16.21,0.15,20,16,30,-3,63,Buy on Breakout
ARSSBL,Anand Rathi Share and Stock Brokers Limited,10900691.0,20000.0,1,16-06-2026,20000.0,1,10900691.0,545.03,0.0,0,1.09,10900691.0,0.0,10900691.0,0.0,False,False,False,508.8,69.9,528.83,562.2,0.7,-6.6,6.6,3199.0,21.7,17.0,97.0,53.0,3.73,19.8,0.62,True,40.0,0.034,17,27,5,0,49,Watchlist
SIGIND,Signet Industries Limited,10402494.0,147869.0,9,28-08-2026,147869.0,9,10402494.0,70.35,0.0,0,1.04,10402494.0,0.0,10402494.0,0.0,False,False,False,70.09,72.57,56.41,51.46,53.6,-0.4,0.4,210.0,8.94,17.0,27.97,17.0,2.73,13.7,1.86,True,9.14,0.495,25,23,20,0,68,Strong Buy Setup
GOKUL,GOKUL REFOILS AND SOLVENT LIMITED,10249120.0,238107.0,22,26-08-2026,238107.0,22,10249120.0,43.04,0.0,0,1.02,10249120.0,0.0,10249120.0,0.0,False,False,False,41.53,71.79,40.71,39.67,-0.2,-3.5,3.5,407.0,101.0,246.0,0.91,10.0,0.14,2.16,0.0,False,4.21,0.251,25,8,15,-5,43,Watchlist
VISAKAIND,Visaka Industries Limited,9980229.0,135049.0,8,18-06-2026,135049.0,8,9980229.0,73.9,0.0,0,1.0,9980229.0,0.0,9980229.0,0.0,False,False,False,89.09,48.42,86.03,71.68,43.7,20.6,20.6,756.0,11.2,11.0,88.0,439.0,5.79,7.03,0.36,True,15.0,0.132,15,21,30,0,66,Strong Buy Setup
GREENPANEL,Greenpanel Industries Limited,9904150.0,61500.0,1,28-08-2026,61500.0,1,9904150.0,161.04,0.0,0,0.99,9904150.0,0.0,9904150.0,0.0,False,False,False,160.09,53.12,184.58,208.02,-22.5,-0.6,0.6,1927.0,287.0,12.0,29.89,-69.0,0.1,-0.4,0.27,True,8.54,0.051,12,14,0,-3,23,Avoid
BMWVENTLTD,BMW VENTURES LIMITED,9023141.0,150000.0,2,06-08-2026,150000.0,2,9023141.0,60.15,0.0,0,0.9,9023141.0,0.0,9023141.0,0.0,False,False,False,55.28,73.01,57.78,59.21,-8.4,-8.1,8.1,479.0,12.0,19.0,21.0,20.0,1.22,12.0,0.58,True,3.4,0.188,17,23,0,-2,38,Fundamental Watch
TIGERLOGS,Tiger Logistics (India) Limited,8772025.0,254000.0,13,24-08-2026,254000.0,13,8772025.0,34.54,0.0,0,0.88,8772025.0,0.0,8772025.0,0.0,False,False,False,28.15,61.81,30.89,33.18,-12.1,-18.5,18.5,298.0,15.7,16.0,2.79,-30.0,0.21,17.6,0.31,False,1.83,0.295,20,12,0,-2,30,Fundamental Watch
SAHLIBHFI,Shalibhadra Finance Limited,8294696.0,100000.0,1,05-06-2026,100000.0,1,8294696.0,82.95,0.0,0,0.83,8294696.0,0.0,8294696.0,0.0,False,False,False,75.58,55.35,77.31,,-10.3,-8.9,8.9,266.0,13.5,15.0,,16.0,1.59,14.6,0.33,False,,0.312,17,10,0,0,27,Avoid
ALMONDZ,ALMONDZ GLOBAL SECURITIES LIMITED,8282632.0,487858.0,4,01-09-2026,487858.0,4,8282632.0,16.98,0.0,0,0.83,8282632.0,0.0,8282632.0,0.0,False,False,False,17.49,58.19,13.92,15.06,9.9,3.0,3.0,299.0,68.2,111.0,5.69,70.0,0.28,2.19,0.17,False,40.01,0.278,20,15,20,-3,52,Buy on Breakout
BHAGERIA,Bhageria Industries Limited,8227124.0,37774.0,5,26-08-2026,37774.0,5,8227124.0,217.8,0.0,0,0.82,8227124.0,0.0,8227124.0,0.0,False,False,False,263.2,71.75,214.79,181.32,69.7,20.8,20.8,1200.0,16.2,55.0,40.0,54.0,8.23,11.0,0.01,True,14.0,0.068,20,26,30,0,76,Strong Buy Setup
OMPOWER,Om Power Transmission Limited,7447179.0,40763.0,3,24-06-2026,40763.0,3,7447179.0,182.69,0.0,0,0.74,7447179.0,0.0,7447179.0,0.0,False,False,False,169.08,69.05,171.39,,-12.6,-7.4,7.4,577.0,13.6,61.0,15.0,82.0,3.07,42.7,0.35,False,12.0,0.128,20,19,0,0,39,Fundamental Watch
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,6647974.0,13859.0,5,01-09-2026,13859.0,5,6647974.0,479.69,0.0,0,0.66,6647974.0,0.0,6647974.0,0.0,False,False,False,494.45,62.09,489.15,488.67,2.6,3.1,3.1,850.0,8.36,7.0,30.0,0.0,14.66,14.4,0.01,True,14.0,0.078,15,14,25,0,54,Buy on Breakout
RSL,RAJPUTANA STAINLESS LIMITED,6545735.0,50000.0,1,16-06-2026,50000.0,1,6545735.0,130.91,0.0,0,0.65,6545735.0,0.0,6545735.0,0.0,False,False,False,176.74,57.03,145.03,,56.4,35.0,35.0,1497.0,25.4,8.0,29.0,25.0,2.42,25.2,0.19,True,9.0,0.043,12,25,15,0,52,Buy on Breakout
VSTL,VIBHOR STEEL TUBES LIMITED,6544083.0,57696.0,11,01-09-2026,57696.0,11,6544083.0,113.42,0.0,0,0.65,6544083.0,0.0,6544083.0,0.0,False,False,False,111.83,73.48,111.31,119.92,-3.1,-1.4,1.4,214.0,25.5,21.0,12.07,-29.0,1.02,7.92,0.98,True,4.11,0.304,25,11,5,-2,39,Fundamental Watch
WCIL,WESTERN CARRIERS (INDIA) LIMITED,6289883.0,62691.0,5,30-06-2026,62691.0,5,6289883.0,100.33,0.0,0,0.63,6289883.0,0.0,6289883.0,0.0,False,False,False,84.9,71.89,91.7,103.94,-25.9,-15.4,15.4,857.0,23.3,9.0,18.68,-36.0,0.85,6.79,0.26,False,4.02,0.074,20,8,0,-2,26,Avoid
BLBLIMITED,BLB LIMITED,6192887.0,386417.0,5,01-09-2026,386417.0,5,6192887.0,16.03,0.0,0,0.62,6192887.0,0.0,6192887.0,0.0,False,False,False,16.15,45.35,15.91,15.86,-8.8,0.7,0.7,,3.12,117.0,9.95,311.0,1.05,40.2,0.0,True,10.67,,15,25,20,0,60,Buy on Breakout
TTL,T T LIMITED,6001927.0,921592.0,11,01-09-2026,921592.0,11,6001927.0,6.51,0.0,0,0.6,6001927.0,0.0,6001927.0,0.0,False,False,False,6.64,58.66,6.45,7.94,-30.9,2.0,2.0,172.0,324.0,-14.0,2.64,124.0,0.03,5.82,0.64,False,5.69,0.349,20,7,10,-3,34,Fundamental Watch
FOCUS,Focus Lighting And Fixtures Limited,5331774.0,80165.0,1,27-08-2026,80165.0,1,5331774.0,66.51,0.0,0,0.53,5331774.0,0.0,5331774.0,0.0,False,False,False,66.14,56.8,74.54,74.89,1.1,-0.6,0.6,451.0,73.6,13.0,6.15,-54.0,0.42,6.55,0.16,True,13.36,0.118,12,9,5,-3,23,Avoid
LYKALABS,Lyka Labs Limited,4975280.0,70143.0,6,29-06-2026,70143.0,6,4975280.0,70.93,0.0,0,0.5,4975280.0,0.0,4975280.0,0.0,False,False,False,73.86,54.81,69.02,68.11,19.5,4.1,4.1,267.0,,0.0,4.59,-215.0,0.58,-4.65,0.56,True,10.85,0.187,15,6,25,0,46,Watchlist
UYFINCORP,U. Y. Fincorp Limited,4960333.0,236123.0,3,19-08-2026,236123.0,3,4960333.0,21.01,0.0,0,0.5,4960333.0,0.0,4960333.0,0.0,False,False,False,19.84,70.87,18.1,15.11,39.7,-5.6,5.6,367.0,5.93,118.0,,391.0,1.03,18.5,0.01,False,,0.136,20,19,20,0,59,Buy on Breakout
